# Weather station Khargone, India, WMO_ID=42849,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42849&lang=en
#
"Local time in Khargone";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"12.11.2017 17:30";"27.8";"735.0";"756.3";"";"41";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"12.11.2017 08:30";"16.8";"738.4";"760.6";"";"63";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"11.1";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"11.11.2017 17:30";"26.4";"737.3";"758.8";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"11.11.2017 08:30";"18.4";"740.5";"762.7";"";"64";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"12.6";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"10.11.2017 17:30";"28.4";"737.2";"758.5";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"10.11.2017 11:30";"18.4";"738.9";"761.0";"";"66";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"13.3";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"10.11.2017 08:30";"18.4";"738.9";"761.0";"";"66";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"13.3";"";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"09.11.2017 17:30";"28.6";"736.0";"757.3";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"09.11.2017 08:30";"22.2";"738.8";"760.7";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.1";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"08.11.2017 17:30";"28.8";"736.9";"758.2";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"08.11.2017 08:30";"20.4";"739.6";"761.6";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.7";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"07.11.2017 17:30";"30.8";"737.0";"758.2";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"07.11.2017 08:30";"21.8";"739.6";"761.5";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.3";"";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"06.11.2017 17:30";"29.2";"736.8";"758.1";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"06.11.2017 08:30";"19.0";"740.5";"762.6";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.9";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"05.11.2017 17:30";"29.6";"736.8";"758.1";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.9";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"05.11.2017 08:30";"19.2";"740.5";"762.6";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"04.11.2017 17:30";"30.2";"736.8";"758.0";"";"37";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"04.11.2017 08:30";"20.6";"740.0";"762.0";"";"68";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"13.8";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"03.11.2017 17:30";"29.4";"735.6";"756.8";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"03.11.2017 08:30";"20.4";"738.9";"760.9";"";"66";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"13.9";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"02.11.2017 17:30";"30.2";"736.4";"757.6";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"02.11.2017 08:30";"18.8";"740.5";"762.7";"";"68";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"12.8";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"01.11.2017 17:30";"30.6";"737.5";"758.7";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"01.11.2017 08:30";"19.4";"740.4";"762.5";"";"64";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"0.5";"12.3";"";"";"";"";"";"";
"31.10.2017 17:30";"30.4";"736.7";"757.9";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"31.10.2017 08:30";"21.2";"738.9";"760.8";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.8";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"30.10.2017 17:30";"28.6";"737.5";"758.8";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"30.10.2017 08:30";"22.6";"739.7";"761.5";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.7";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"29.10.2017 17:30";"29.4";"737.5";"758.8";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"29.10.2017 08:30";"20.8";"740.4";"762.4";"";"66";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"28.10.2017 17:30";"30.8";"737.0";"758.2";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"28.10.2017 08:30";"21.6";"739.6";"761.5";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"27.10.2017 17:30";"30.6";"737.0";"758.2";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"27.10.2017 08:30";"21.6";"739.5";"761.4";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.7";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"26.10.2017 17:30";"29.2";"733.6";"754.8";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"26.10.2017 08:30";"22.4";"739.5";"761.4";"";"60";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"25.10.2017 17:30";"30.8";"737.4";"758.6";"";"39";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"25.10.2017 08:30";"23.0";"739.6";"761.4";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"24.10.2017 17:30";"31.2";"736.2";"757.3";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"24.10.2017 08:30";"22.8";"738.7";"760.5";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"23.10.2017 17:30";"30.8";"735.2";"756.3";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"23.10.2017 08:30";"22.8";"733.1";"754.7";"";"65";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"22.10.2017 17:30";"32.2";"733.4";"754.4";"";"48";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"34.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.8";"";"";"";"";"";"";
"22.10.2017 08:30";"26.2";"735.8";"757.3";"";"83";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"20.7";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"21.10.2017 17:30";"32.2";"732.6";"753.5";"";"56";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"34.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.3";"";"";"";"";"";"";
"21.10.2017 08:30";"27.6";"735.4";"756.8";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.9";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"20.10.2017 17:30";"31.4";"732.2";"753.2";"";"63";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"33.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.6";"";"";"";"";"";"";
"20.10.2017 08:30";"24.4";"734.8";"756.4";"";"69";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"17.8";"";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"19.10.2017 17:30";"29.0";"732.8";"754.0";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"19.10.2017 08:30";"22.6";"735.6";"757.3";"";"66";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"18.10.2017 17:30";"30.4";"732.7";"753.8";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"18.10.2017 08:30";"25.4";"735.5";"757.0";"";"69";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"17.3";"";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"17.10.2017 17:30";"32.8";"732.8";"753.7";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"17.10.2017 08:30";"25.2";"735.5";"757.0";"";"66";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"16.10.2017 17:30";"30.4";"732.7";"753.8";"";"53";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"16.10.2017 08:30";"26.2";"735.4";"756.9";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.6";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"15.10.2017 17:30";"30.2";"731.8";"752.9";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"15.10.2017 08:30";"26.8";"734.7";"756.1";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"14.10.2017 17:30";"31.6";"731.2";"752.2";"";"68";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"33.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.1";"";"";"";"";"";"";
"14.10.2017 08:30";"27.4";"734.4";"755.7";"";"84";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"22.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.5";"";"";"";"";"";"";
"13.10.2017 17:30";"30.2";"732.1";"753.2";"";"73";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"33.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.8";"";"";"";"";"";"";
"13.10.2017 08:30";"27.6";"734.6";"755.9";"";"83";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"21.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"12.10.2017 17:30";"29.8";"732.0";"753.1";"";"75";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"32.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.0";"";"";"";"";"";"";
"12.10.2017 08:30";"25.6";"734.6";"756.1";"";"90";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"19.8";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"11.10.2017 17:30";"25.0";"733.1";"754.6";"";"95";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"Altocumulus translucidus at a single level.";"";"1.0";"24.1";"";"";"";"";"";"";
"11.10.2017 08:30";"25.2";"733.7";"755.2";"";"93";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"19.7";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"Altocumulus translucidus at a single level.";"";"2.0";"24.0";"";"";"";"";"";"";
"10.10.2017 17:30";"27.4";"732.1";"753.4";"";"83";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"Altocumulus translucidus at a single level.";"";"1.0";"24.2";"";"";"";"";"";"";
"10.10.2017 08:30";"26.4";"733.6";"755.0";"";"87";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"20.3";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"09.10.2017 17:30";"27.6";"732.1";"753.4";"";"83";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"31.6";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"09.10.2017 08:30";"25.0";"733.8";"755.3";"";"90";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"19.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.2";"";"";"";"";"";"";
"08.10.2017 17:30";"33.6";"730.5";"751.3";"";"57";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"34.9";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"08.10.2017 08:30";"27.8";"733.9";"755.2";"";"";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"07.10.2017 17:30";"33.8";"731.7";"752.5";"";"60";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"35.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.1";"";"";"";"";"";"";
"07.10.2017 08:30";"28.6";"735.1";"756.4";"";"76";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"22.7";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"06.10.2017 17:30";"33.0";"732.0";"752.9";"";"54";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"35.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.5";"";"";"";"";"";"";
"06.10.2017 08:30";"28.0";"735.1";"756.4";"";"74";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"22.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"05.10.2017 17:30";"33.4";"732.5";"753.4";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"05.10.2017 08:30";"26.4";"735.5";"756.9";"";"66";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"18.9";"";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"04.10.2017 17:30";"33.4";"732.9";"753.8";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"04.10.2017 08:30";"25.8";"735.9";"757.4";"";"66";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"18.6";"";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"03.10.2017 17:30";"34.4";"732.6";"753.4";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"03.10.2017 08:30";"26.2";"735.2";"756.7";"";"74";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"20.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.1";"";"";"";"";"";"";
"02.10.2017 17:30";"33.6";"731.7";"752.5";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"02.10.2017 08:30";"";"";"755.9";"";"";"";"";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"";"";"";"";"20.0";"";"";"";"";"";"";
"01.10.2017 17:30";"33.4";"732.5";"753.4";"";"52";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"34.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.3";"";"";"";"";"";"";
"01.10.2017 08:30";"27.4";"735.7";"757.1";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"30.09.2017 17:30";"33.0";"733.4";"754.3";"";"57";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"34.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"30.09.2017 08:30";"27.6";"735.7";"757.1";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.7";"";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"29.09.2017 17:30";"33.8";"732.0";"752.8";"";"54";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"34.4";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"29.09.2017 08:30";"28.2";"734.4";"755.7";"";"80";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"22.3";"";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"28.09.2017 17:30";"33.6";"731.7";"752.5";"";"57";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"34.1";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"28.09.2017 08:30";"27.0";"734.5";"755.9";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.7";"";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"27.09.2017 17:30";"32.2";"732.7";"753.7";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"27.09.2017 08:30";"26.6";"736.0";"757.4";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.9";"";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"26.09.2017 17:30";"31.6";"";"";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.3";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"26.09.2017 08:30";"26.6";"735.5";"756.9";"";"86";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"20.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"25.09.2017 17:30";"31.4";"732.8";"753.8";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.1";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"25.09.2017 08:30";"26.8";"735.5";"756.9";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"24.09.2017 17:30";"30.4";"734.5";"755.6";"";"68";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"32.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"24.09.2017 08:30";"26.4";"737.1";"758.6";"";"87";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"23.09.2017 17:30";"28.8";"734.6";"755.8";"";"76";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"30.8";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
