# Weather station Sidhi, India, WMO_ID=42577,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42577&lang=en
#
"Local time in Sidhi";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"15.07.2017 17:30";"30.2";"725.3";"747.4";"";"81";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"32.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"26.6";"";"";"";"";"";"";
"15.07.2017 08:30";"28.0";"727.7";"750.0";"";"87";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"25.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.7";"";"";"";"";"";"";
"14.07.2017 17:30";"30.4";"724.7";"746.7";"";"69";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"33.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.1";"";"";"";"";"";"";
"14.07.2017 08:30";"26.6";"727.1";"749.5";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"13.07.2017 08:30";"24.4";"728.1";"750.7";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"10.0";"22.6";"";"";"";"";"";"";
"12.07.2017 17:30";"26.8";"725.0";"747.3";"";"80";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"27.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"23.0";"";"";"";"";"";"";
"12.07.2017 08:30";"25.2";"727.0";"749.5";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.0";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"23.7";"";"";"";"";"";"";
"11.07.2017 17:30";"25.8";"727.1";"749.5";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.4";"";"";"";"";"";"";
"11.07.2017 08:30";"25.0";"728.7";"751.2";"";"93";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"23.8";"";"";"";"";"";"";
"10.07.2017 20:30";"";"";"762.6";"";"";"Wind blowing from the north-northeast";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"";"24.7";"";"";"";"";"";"";
"10.07.2017 17:30";"26.2";"727.8";"750.2";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.3";"";"";"";"";"";"";
"10.07.2017 08:30";"25.6";"728.5";"751.0";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.7";"";"";"";"";"";"";
"09.07.2017 17:30";"27.4";"726.9";"749.2";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"26.6";"";"";"";"";"";"";
"09.07.2017 08:30";"27.8";"727.6";"749.9";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"26.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"26.1";"";"";"";"";"";"";
"08.07.2017 08:30";"28.2";"728.3";"750.6";"";"89";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"26.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.2";"";"";"";"";"";"";
"07.07.2017 17:30";"30.2";"727.1";"749.2";"";"69";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"30.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"23.9";"";"";"";"";"";"";
"07.07.2017 08:30";"26.6";"727.7";"750.1";"";"94";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.5";"";"";"";"";"";"";
"06.07.2017 17:30";"30.4";"725.5";"747.5";"";"73";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"30.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.0";"";"";"";"";"";"";
"06.07.2017 08:30";"25.4";"727.8";"750.3";"";"98";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.1";"";"";"";"";"";"";
"05.07.2017 17:30";"28.4";"724.9";"747.1";"";"82";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"30.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.1";"";"";"";"";"";"";
"05.07.2017 08:30";"24.2";"726.9";"749.5";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"22.7";"";"";"";"";"";"";
"04.07.2017 17:30";"29.4";"724.7";"746.8";"";"76";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"31.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.8";"";"";"";"";"";"";
"04.07.2017 08:30";"27.4";"727.0";"749.3";"";"87";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.1";"";"";"";"";"";"";
"03.07.2017 17:30";"30.6";"724.5";"746.5";"";"69";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"31.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.3";"";"";"";"";"";"";
"03.07.2017 08:30";"26.8";"727.5";"749.9";"";"89";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.8";"";"";"";"";"";"";
"02.07.2017 17:30";"32.4";"725.4";"747.3";"";"65";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"33.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.1";"";"";"";"";"";"";
"02.07.2017 08:30";"28.6";"726.1";"748.3";"";"80";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"26.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.9";"";"";"";"";"";"";
"01.07.2017 17:30";"31.8";"724.6";"746.5";"";"68";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"33.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.3";"";"";"";"";"";"";
"01.07.2017 08:30";"27.0";"726.1";"748.4";"";"81";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"25.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"30.06.2017 17:30";"30.4";"724.6";"746.6";"";"77";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"34.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.9";"";"";"";"";"";"";
"30.06.2017 08:30";"26.8";"728.3";"750.7";"";"49";"Calm, no wind";"0";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"25.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"15.1";"";"";"";"";"";"";
"29.06.2017 17:30";"30.0";"725.3";"747.4";"";"77";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.5";"";"";"";"";"";"";
"29.06.2017 08:30";"28.4";"727.5";"749.8";"";"86";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"26.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.9";"";"";"";"";"";"";
"28.06.2017 17:30";"35.0";"724.4";"746.1";"";"53";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"37.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.2";"";"";"";"";"";"";
"28.06.2017 08:30";"28.2";"727.5";"749.8";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"27.06.2017 17:30";"32.0";"724.5";"746.4";"";"67";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"37.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.2";"";"";"";"";"";"";
"27.06.2017 08:30";"29.0";"727.6";"749.8";"";"83";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"27.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.9";"";"";"";"";"";"";
"26.06.2017 17:30";"34.0";"724.4";"746.1";"";"41";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"37.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"19.1";"";"";"";"";"";"";
"26.06.2017 08:30";"28.4";"727.5";"749.8";"";"83";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"25.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.3";"";"";"";"";"";"";
"25.06.2017 08:30";"30.4";"725.9";"748.0";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"24.06.2017 17:30";"38.2";"724.0";"745.4";"";"34";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"39.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.8";"";"";"";"";"";"";
"24.06.2017 08:30";"29.4";"726.7";"748.9";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"23.06.2017 17:30";"32.0";"724.6";"746.5";"";"57";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"36.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"23.06.2017 08:30";"29.4";"728.4";"750.6";"";"66";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"27.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"22.3";"";"";"";"";"";"";
"22.06.2017 17:30";"37.2";"725.9";"747.5";"";"36";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"38.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"19.6";"";"";"";"";"";"";
"22.06.2017 08:30";"28.6";"727.6";"749.8";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"21.06.2017 17:30";"36.8";"724.4";"745.9";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.8";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"21.06.2017 08:30";"30.0";"727.6";"749.7";"";"66";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"27.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"20.06.2017 17:30";"35.2";"724.3";"746.0";"";"47";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"38.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"22.2";"";"";"";"";"";"";
"20.06.2017 08:30";"30.0";"727.5";"749.6";"";"68";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"27.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"19.06.2017 17:30";"35.0";"724.5";"746.2";"";"49";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"38.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"22.6";"";"";"";"";"";"";
"19.06.2017 08:30";"28.0";"727.5";"749.8";"";"76";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"23.3";"";"";"";"";"";"";
"18.06.2017 17:30";"30.4";"725.3";"747.3";"";"70";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.4";"";"";"";"";"";"";
"18.06.2017 08:30";"27.4";"728.3";"750.7";"";"78";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"25.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.3";"";"";"";"";"";"";
"17.06.2017 17:30";"35.0";"727.3";"749.1";"";"40";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"38.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.3";"";"";"";"";"";"";
"17.06.2017 08:30";"30.0";"728.0";"750.2";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"10.0";"21.4";"";"";"";"";"";"";
"16.06.2017 08:30";"30.4";"728.1";"750.2";"";"56";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"29.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.8";"";"";"";"";"";"";
"15.06.2017 17:30";"38.2";"725.1";"746.6";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"18.6";"";"";"";"";"";"";
"15.06.2017 08:30";"30.2";"728.8";"751.0";"";"58";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"28.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"20.9";"";"";"";"";"";"";
"14.06.2017 17:30";"32.4";"726.6";"748.5";"";"48";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"10.0";"19.9";"";"";"";"";"";"";
"14.06.2017 08:30";"32.0";"728.2";"750.2";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"10.0";"19.9";"";"";"";"";"";"";
"13.06.2017 17:30";"39.2";"724.5";"745.9";"";"27";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"40.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.1";"";"";"";"";"";"";
"13.06.2017 08:30";"29.4";"727.6";"749.8";"";"63";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"27.4";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.7";"";"";"";"";"";"";
"12.06.2017 17:30";"35.8";"724.5";"746.1";"";"44";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"38.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
"12.06.2017 08:30";"29.8";"726.8";"748.9";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"10.0";"22.1";"";"";"";"";"";"";
"07.06.2017 08:30";"29.0";"731.2";"753.5";"";"64";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"26.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"10.0";"21.6";"";"";"";"";"";"";
"06.06.2017 08:30";"32.0";"728.9";"750.9";"";"53";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"30.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"10.0";"21.3";"";"";"";"";"";"";
"05.06.2017 17:30";"43.4";"724.2";"745.3";"";"19";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"45.0";"";"";"";"";"";"10.0";"15.1";"";"";"";"";"";"";
"05.06.2017 08:30";"31.8";"727.4";"749.4";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"30.2";"";"";"";"";"";"";"10.0";"19.0";"";"";"";"";"";"";
"04.06.2017 17:30";"44.4";"724.4";"745.4";"";"14";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"45.2";"";"";"";"";"";"10.0";"11.0";"";"";"";"";"";"";
"04.06.2017 08:30";"31.2";"728.3";"750.4";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.8";"";"";"";"";"";"";"10.0";"18.6";"";"";"";"";"";"";
"03.06.2017 17:30";"42.8";"725.2";"746.4";"";"18";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"43.8";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"03.06.2017 08:30";"29.6";"729.0";"751.2";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"02.06.2017 17:30";"41.8";"725.9";"747.1";"";"20";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"02.06.2017 08:30";"29.2";"728.5";"750.7";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"21.5";"";"";"";"";"";"";
"01.06.2017 17:30";"39.8";"725.1";"746.5";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"10.0";"16.7";"";"";"";"";"";"";
"01.06.2017 08:30";"28.4";"728.4";"750.7";"";"72";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"26.4";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.8";"";"";"";"";"";"";
"31.05.2017 17:30";"35.2";"725.4";"747.1";"";"45";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"39.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.4";"";"";"";"";"";"";
"31.05.2017 08:30";"27.4";"727.5";"749.8";"";"80";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"25.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.6";"";"";"";"";"";"";
"30.05.2017 17:30";"37.8";"724.4";"745.9";"";"31";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"39.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"10.0";"18.0";"";"";"";"";"";"";
"30.05.2017 08:30";"28.8";"729.1";"751.4";"";"56";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"26.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.3";"";"";"";"";"";"";
"29.05.2017 17:30";"33.8";"725.9";"747.7";"";"42";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"38.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"10.0";"19.3";"";"";"";"";"";"";
"29.05.2017 08:30";"26.0";"728.2";"750.7";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"10.0";"19.2";"";"";"";"";"";"";
