# Weather station Rewa, India, WMO_ID=42574,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42574&lang=en
#
"Local time in Rewa";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"14.08.2017 17:30";"31.2";"";"";"";"64";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"14.08.2017 08:30";"27.6";"";"";"";"80";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"13.08.2017 08:30";"27.0";"";"";"";"81";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"12.08.2017 17:30";"28.4";"";"";"";"75";"Wind blowing from the north-west";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"30.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"12.08.2017 08:30";"27.2";"";"";"";"77";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.8";"";"";"";"";"";"";
"11.08.2017 17:30";"28.0";"";"";"";"70";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.1";"";"";"";"";"";"";
"11.08.2017 08:30";"27.4";"";"";"";"81";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"23.9";"";"";"";"";"";"";
"10.08.2017 17:30";"28.8";"";"";"";"72";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"30.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"23.3";"";"";"";"";"";"";
"10.08.2017 08:30";"26.4";"";"";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.0";"";"";"";"";"";"";
"09.08.2017 17:30";"32.0";"";"";"";"66";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"33.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"09.08.2017 08:30";"28.4";"";"";"";"84";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.4";"";"";"";"";"";"";
"08.08.2017 17:30";"26.0";"";"";"";"76";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.5";"";"";"";"";"";"";
"08.08.2017 08:30";"28.0";"";"";"";"85";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.2";"";"";"";"";"";"";
"07.08.2017 17:30";"29.0";"";"";"";"78";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
"07.08.2017 08:30";"28.0";"";"";"";"92";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.6";"";"";"";"";"";"";
"06.08.2017 17:30";"30.0";"";"";"";"72";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"32.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"06.08.2017 08:30";"28.0";"";"";"";"85";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.2";"";"";"";"";"";"";
"05.08.2017 17:30";"28.6";"";"";"";"67";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"29.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
"05.08.2017 08:30";"26.0";"";"";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.6";"";"";"";"";"";"";
"04.08.2017 17:30";"32.0";"";"";"";"54";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"33.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.7";"";"";"";"";"";"";
"04.08.2017 08:30";"28.0";"";"";"";"78";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"03.08.2017 17:30";"29.6";"";"";"";"62";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.6";"";"";"";"";"";"";
"03.08.2017 08:30";"29.2";"";"";"";"76";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"02.08.2017 17:30";"30.4";"";"";"";"65";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"32.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.1";"";"";"";"";"";"";
"02.08.2017 08:30";"29.0";"";"";"";"79";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"24.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.0";"";"";"";"";"";"";
"01.08.2017 17:30";"31.6";"";"";"";"62";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"32.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"01.08.2017 08:30";"29.0";"";"";"";"78";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"24.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
"31.07.2017 17:30";"29.4";"";"";"";"76";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"32.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.8";"";"";"";"";"";"";
"31.07.2017 08:30";"28.0";"";"";"";"85";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"24.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.2";"";"";"";"";"";"";
"30.07.2017 17:30";"29.6";"";"";"";"72";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"31.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"30.07.2017 08:30";"27.2";"";"";"";"83";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"29.07.2017 17:30";"32.0";"";"";"";"60";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.3";"";"";"";"";"";"";
"29.07.2017 08:30";"28.0";"";"";"";"85";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.2";"";"";"";"";"";"";
"28.07.2017 17:30";"29.0";"";"";"";"74";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"31.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"28.07.2017 08:30";"27.0";"";"";"";"84";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"23.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"27.07.2017 17:30";"26.6";"";"";"";"87";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"27.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"27.07.2017 08:30";"25.0";"";"";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.0";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"23.5";"";"";"";"";"";"";
"26.07.2017 17:30";"27.0";"";"";"";"84";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"29.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.1";"";"";"";"";"";"";
"26.07.2017 11:30";"24.0";"";"";"";"96";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"";"Altocumulus translucidus at a single level.";"";"";"23.4";"";"";"";"";"";"";
"26.07.2017 08:30";"24.0";"";"";"";"96";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"23.4";"";"";"";"";"";"";
"25.07.2017 17:30";"29.4";"";"";"";"62";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"30.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.4";"";"";"";"";"";"";
"25.07.2017 08:30";"26.0";"";"";"";"84";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"23.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"24.07.2017 17:30";"28.2";"";"";"";"76";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"29.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.6";"";"";"";"";"";"";
"24.07.2017 08:30";"26.0";"";"";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.6";"";"";"";"";"";"";
"23.07.2017 17:30";"27.0";"";"";"";"92";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.6";"";"";"";"";"";"";
"23.07.2017 08:30";"28.0";"";"";"";"78";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"22.07.2017 17:30";"27.0";"";"";"";"87";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
"22.07.2017 08:30";"25.0";"";"";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"23.5";"";"";"";"";"";"";
"21.07.2017 17:30";"30.0";"";"";"";"59";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"32.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.0";"";"";"";"";"";"";
"21.07.2017 08:30";"28.0";"";"";"";"85";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.2";"";"";"";"";"";"";
"20.07.2017 17:30";"26.6";"";"";"";"97";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"31.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"26.0";"";"";"";"";"";"";
"20.07.2017 08:30";"29.0";"";"";"";"78";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
"19.07.2017 17:30";"26.0";"";"";"";"84";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"34.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"19.07.2017 08:30";"31.0";"";"";"";"68";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"26.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.4";"";"";"";"";"";"";
"18.07.2017 17:30";"34.0";"";"";"";"41";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"35.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.8";"";"";"";"";"";"";
"18.07.2017 08:30";"32.0";"";"";"";"66";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"17.07.2017 17:30";"33.2";"";"";"";"56";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"34.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.4";"";"";"";"";"";"";
"17.07.2017 08:30";"30.0";"";"";"";"74";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"24.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"16.07.2017 17:30";"31.4";"";"";"";"63";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"33.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.6";"";"";"";"";"";"";
"16.07.2017 08:30";"28.0";"";"";"";"85";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"23.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.2";"";"";"";"";"";"";
"15.07.2017 17:30";"30.4";"";"";"";"56";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.8";"";"";"";"";"";"";
"15.07.2017 08:30";"30.0";"";"";"";"67";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"24.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.3";"";"";"";"";"";"";
"14.07.2017 08:30";"29.0";"";"";"";"78";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"23.4";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
"13.07.2017 17:30";"30.0";"";"";"";"72";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"31.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"13.07.2017 08:30";"24.2";"";"";"";"95";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"21.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.3";"";"";"";"";"";"";
"12.07.2017 17:30";"24.0";"";"";"";"100";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Rain.";"";"25.0";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"24.0";"";"";"";"";"";"";
"12.07.2017 08:30";"25.2";"";"";"";"95";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"22.0";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"70 – 80%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"24.3";"";"";"";"";"";"";
"11.07.2017 17:30";"25.0";"";"";"";"91";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"26.0";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"23.5";"";"";"";"";"";"";
"11.07.2017 08:30";"25.0";"";"";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.0";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.1";"";"";"";"";"";"";
"10.07.2017 17:30";"26.6";"";"";"";"87";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"27.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"10.07.2017 08:30";"27.0";"";"";"";"84";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"22.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
