# Weather station Durg, India, WMO_ID=42876,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42876&lang=en
#
"Local time in Durg";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.11.2017 17:30";"29.4";"";"";"";"46";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"08.11.2017 08:30";"21.6";"";"";"";"77";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"16.3";"";"";"";"";"";"";"2.0";"17.4";"";"";"";"";"";"";
"07.11.2017 17:30";"28.4";"";"";"";"50";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"30.8";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"07.11.2017 08:30";"22.4";"";"";"";"76";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"06.11.2017 17:30";"28.8";"";"";"";"52";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"31.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.9";"";"";"";"";"";"";
"05.11.2017 17:30";"29.2";"";"";"";"41";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"05.11.2017 08:30";"22.6";"";"";"";"73";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"04.11.2017 08:30";"21.2";"";"";"";"75";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"16.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.6";"";"";"";"";"";"";
"03.11.2017 17:30";"27.6";"";"";"";"50";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"03.11.2017 08:30";"21.4";"";"";"";"75";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"16.2";"";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"02.11.2017 17:30";"28.4";"";"";"";"44";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"02.11.2017 08:30";"21.4";"";"";"";"79";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"01.11.2017 17:30";"27.4";"";"";"";"50";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"30.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.1";"";"";"";"";"";"";
"01.11.2017 08:30";"21.8";"";"";"";"76";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"17.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.3";"";"";"";"";"";"";
"31.10.2017 17:30";"28.4";"";"";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"31.10.2017 08:30";"21.2";"";"";"";"70";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"30.10.2017 17:30";"28.8";"";"";"";"57";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"32.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.4";"";"";"";"";"";"";
"30.10.2017 08:30";"22.4";"";"";"";"76";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"29.10.2017 17:30";"28.2";"";"";"";"60";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"30.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.6";"";"";"";"";"";"";
"29.10.2017 08:30";"24.6";"";"";"";"74";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"18.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.6";"";"";"";"";"";"";
"28.10.2017 17:30";"30.4";"";"";"";"54";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"32.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.1";"";"";"";"";"";"";
"28.10.2017 08:30";"25.4";"";"";"";"76";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"19.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.8";"";"";"";"";"";"";
"27.10.2017 17:30";"29.6";"";"";"";"46";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"27.10.2017 08:30";"25.6";"";"";"";"76";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"26.10.2017 17:30";"29.6";"";"";"";"52";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"33.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.8";"";"";"";"";"";"";
"26.10.2017 08:30";"24.6";"";"";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"25.10.2017 17:30";"30.4";"";"";"";"53";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"32.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.8";"";"";"";"";"";"";
"25.10.2017 08:30";"22.6";"";"";"";"81";"Wind blowing from the north";"2";"";"";"40%.";" ";"";"";"17.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.2";"";"";"";"";"";"";
"24.10.2017 17:30";"28.2";"";"";"";"65";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"24.10.2017 08:30";"25.0";"";"";"";"80";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"23.10.2017 17:30";"30.2";"";"";"";"66";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"33.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.2";"";"";"";"";"";"";
"23.10.2017 08:30";"26.2";"";"";"";"83";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"22.10.2017 17:30";"31.4";"";"";"";"64";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"34.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"22.10.2017 08:30";"26.4";"";"";"";"81";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"21.10.2017 17:30";"30.2";"";"";"";"64";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"33.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.6";"";"";"";"";"";"";
"21.10.2017 08:30";"28.0";"";"";"";"78";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"23.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.9";"";"";"";"";"";"";
"20.10.2017 17:30";"30.2";"";"";"";"72";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"33.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.5";"";"";"";"";"";"";
"20.10.2017 08:30";"26.0";"";"";"";"92";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"24.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"19.10.2017 17:30";"28.4";"";"";"";"63";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"33.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.6";"";"";"";"";"";"";
"19.10.2017 08:30";"25.0";"";"";"";"79";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"21.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.1";"";"";"";"";"";"";
"18.10.2017 17:30";"28.4";"";"";"";"61";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"18.10.2017 08:30";"24.0";"";"";"";"63";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"17.10.2017 17:30";"30.0";"";"";"";"54";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"35.6";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"17.10.2017 08:30";"26.0";"";"";"";"72";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"16.10.2017 17:30";"30.4";"";"";"";"69";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"35.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"16.10.2017 08:30";"25.6";"";"";"";"82";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"21.8";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"15.10.2017 17:30";"32.4";"";"";"";"60";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"34.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.8";"";"";"";"";"";"";
"15.10.2017 08:30";"27.2";"";"";"";"83";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"14.10.2017 17:30";"28.2";"";"";"";"78";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"14.10.2017 08:30";"26.8";"";"";"";"89";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"23.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.8";"";"";"";"";"";"";
"13.10.2017 17:30";"28.2";"";"";"";"79";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"13.10.2017 08:30";"26.6";"";"";"";"87";"Wind blowing from the north-northeast";"1";"";"";"60%.";" ";"";"";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"12.10.2017 17:30";"32.4";"";"";"";"60";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"34.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.8";"";"";"";"";"";"";
"12.10.2017 08:30";"27.6";"";"";"";"83";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"24.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.4";"";"";"";"";"";"";
"11.10.2017 17:30";"31.4";"";"";"";"63";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"33.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.6";"";"";"";"";"";"";
"11.10.2017 08:30";"26.4";"";"";"";"89";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"22.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.4";"";"";"";"";"";"";
"10.10.2017 17:30";"28.2";"";"";"";"78";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"24.0";"";"";"";"";"";"";
"10.10.2017 08:30";"27.6";"";"";"";"78";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"23.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.4";"";"";"";"";"";"";
"09.10.2017 17:30";"29.4";"";"";"";"72";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"31.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"09.10.2017 08:30";"26.0";"";"";"";"90";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"22.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"08.10.2017 17:30";"28.6";"";"";"";"78";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"32.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"08.10.2017 08:30";"26.4";"";"";"";"84";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"23.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.4";"";"";"";"";"";"";
"07.10.2017 17:30";"28.2";"";"";"";"79";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"30.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"07.10.2017 08:30";"26.0";"";"";"";"94";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"23.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"06.10.2017 17:30";"30.2";"";"";"";"68";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"33.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.6";"";"";"";"";"";"";
"06.10.2017 08:30";"26.8";"";"";"";"81";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"23.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.3";"";"";"";"";"";"";
"05.10.2017 17:30";"30.6";"";"";"";"72";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"34.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"05.10.2017 08:30";"27.2";"";"";"";"85";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"23.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.4";"";"";"";"";"";"";
"04.10.2017 08:30";"26.8";"";"";"";"81";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"23.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.3";"";"";"";"";"";"";
"03.10.2017 17:30";"30.8";"";"";"";"70";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"34.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.8";"";"";"";"";"";"";
"03.10.2017 08:30";"27.6";"";"";"";"83";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"23.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"02.10.2017 17:30";"29.6";"";"";"";"71";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"31.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"02.10.2017 08:30";"25.2";"";"";"";"87";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"22.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.8";"";"";"";"";"";"";
"01.10.2017 17:30";"27.2";"";"";"";"87";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"01.10.2017 08:30";"26.8";"";"";"";"83";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"24.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.6";"";"";"";"";"";"";
"30.09.2017 17:30";"30.2";"";"";"";"68";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"31.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.6";"";"";"";"";"";"";
