# Weather station Rajnandgaon, India, WMO_ID=42948,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42948&lang=en
#
"Local time in Rajnandgaon";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"11.05.2016 17:30";"35.6";"726.5";"753.5";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"11.05.2016 08:30";"29.0";"729.1";"756.8";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.8";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"10.05.2016 17:30";"38.0";"730.6";"757.6";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.2";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"10.05.2016 08:30";"28.6";"728.8";"756.5";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"09.05.2016 17:30";"39.6";"728.0";"754.7";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"09.05.2016 08:30";"29.0";"729.9";"757.6";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"08.05.2016 08:30";"29.0";"730.0";"757.8";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"07.05.2016 17:30";"38.2";"726.3";"753.1";"";"22";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.2";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"07.05.2016 08:30";"26.0";"723.2";"751.0";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"06.05.2016 17:30";"35.6";"728.1";"755.2";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.8";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"06.05.2016 08:30";"24.6";"729.3";"757.4";"";"72";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"21.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.3";"";"";"";"";"";"";
"05.05.2016 17:30";"39.2";"727.1";"753.8";"";"24";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"05.05.2016 08:30";"29.0";"729.3";"757.0";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.8";"";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"04.05.2016 17:30";"39.6";"725.9";"752.5";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"04.05.2016 08:30";"28.0";"730.2";"758.0";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"03.05.2016 17:30";"39.0";"724.9";"751.6";"";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"03.05.2016 08:30";"30.6";"727.4";"754.9";"";"50";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"22.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.9";"";"";"";"";"";"";
"02.05.2016 17:30";"42.0";"725.1";"751.5";"";"18";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"02.05.2016 08:30";"24.0";"726.2";"754.3";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"01.05.2016 17:30";"41.4";"725.5";"752.0";"";"13";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"43.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"8.3";"";"";"";"";"";"";
"30.04.2016 17:30";"42.0";"726.3";"752.8";"";"18";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"30.04.2016 08:30";"24.0";"728.6";"756.8";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.1";"";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"29.04.2016 17:30";"41.0";"727.4";"754.0";"";"20";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.8";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"29.04.2016 08:30";"16.5";"727.6";"756.5";"";"";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"21.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"";"";"";"";"";"";"";
"28.04.2016 08:30";"29.0";"730.2";"758.0";"";"68";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"23.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.5";"";"";"";"";"";"";
"27.04.2016 17:30";"40.0";"727.9";"754.6";"";"27";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"42.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.4";"";"";"";"";"";"";
"27.04.2016 08:30";"33.0";"728.9";"756.2";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"26.04.2016 17:30";"37.2";"727.4";"754.3";"";"33";"Calm, no wind";"0";"";"";"50%.";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"38.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.4";"";"";"";"";"";"";
"26.04.2016 08:30";"34.2";"727.2";"754.4";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"25.04.2016 08:30";"33.2";"725.3";"752.5";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"24.04.2016 08:30";"35.8";"727.7";"754.7";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"23.04.2016 17:30";"41.2";"722.5";"748.9";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"23.04.2016 08:30";"35.4";"727.6";"754.7";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"22.04.2016 17:30";"41.2";"725.8";"752.3";"";"20";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.8";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"22.04.2016 08:30";"36.2";"727.7";"754.7";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"21.04.2016 17:30";"41.2";"726.4";"752.9";"";"18";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"41.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.8";"";"";"";"";"";"";
"21.04.2016 08:30";"35.8";"727.6";"754.6";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"20.04.2016 17:30";"41.4";"726.0";"752.5";"";"18";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.8";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"20.04.2016 08:30";"36.0";"727.7";"754.7";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"19.04.2016 17:30";"41.2";"726.0";"752.5";"";"17";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.8";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"19.04.2016 08:30";"30.2";"727.7";"755.2";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"18.04.2016 17:30";"41.2";"726.4";"752.9";"";"18";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"18.04.2016 08:30";"33.4";"727.8";"755.1";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"17.04.2016 17:30";"40.2";"726.3";"752.9";"";"35";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"41.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.9";"";"";"";"";"";"";
"16.04.2016 17:30";"41.2";"726.4";"752.9";"";"18";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.1";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"16.04.2016 08:30";"33.4";"727.8";"755.1";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"15.04.2016 17:30";"40.2";"726.3";"752.9";"";"19";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"15.04.2016 08:30";"30.2";"727.7";"755.2";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"14.04.2016 17:30";"39.2";"726.2";"752.9";"";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"14.04.2016 08:30";"30.4";"727.7";"755.2";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"13.04.2016 17:30";"40.2";"725.6";"752.2";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"13.04.2016 08:30";"30.2";"727.7";"755.2";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"12.04.2016 17:30";"40.6";"725.7";"752.2";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"11.04.2016 17:30";"38.2";"728.2";"755.0";"";"31";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"39.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.2";"";"";"";"";"";"";
"11.04.2016 08:30";"30.2";"731.1";"758.8";"";"58";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"23.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.9";"";"";"";"";"";"";
"10.04.2016 17:30";"38.2";"728.1";"754.9";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.6";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"10.04.2016 08:30";"28.2";"730.7";"758.6";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"09.04.2016 17:30";"37.2";"727.6";"754.5";"";"30";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"38.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.7";"";"";"";"";"";"";
"09.04.2016 08:30";"29.0";"730.8";"758.6";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.8";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"08.04.2016 08:30";"28.2";"730.7";"758.6";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"07.04.2016 17:30";"35.2";"726.9";"754.0";"";"";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"37.2";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"";"";"";"";"";"";"";
"07.04.2016 08:30";"28.8";"730.6";"758.4";"";"66";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"23.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.7";"";"";"";"";"";"";
"06.04.2016 08:30";"29.0";"730.6";"758.4";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"05.04.2016 17:30";"40.0";"725.9";"752.5";"";"30";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"40.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.2";"";"";"";"";"";"";
"05.04.2016 08:30";"27.2";"729.0";"756.9";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"04.04.2016 17:30";"40.0";"725.7";"752.3";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"04.04.2016 08:30";"29.0";"730.8";"758.6";"";"52";"variable wind direction";"3";"";"";"40%.";" ";"";"";"21.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.2";"";"";"";"";"";"";
"03.04.2016 08:30";"29.2";"731.0";"758.8";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"02.04.2016 17:30";"39.8";"727.2";"753.9";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"02.04.2016 08:30";"28.0";"729.3";"757.1";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"01.04.2016 17:30";"37.2";"729.5";"756.5";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.6";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"01.04.2016 08:30";"28.2";"730.9";"758.8";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"31.03.2016 17:30";"37.2";"729.4";"756.4";"";"25";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"38.8";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"14.2";"";"";"";"";"";"";
"31.03.2016 08:30";"29.0";"730.8";"758.6";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.8";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"30.03.2016 17:30";"36.8";"729.4";"756.4";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"30.03.2016 08:30";"23.2";"732.5";"760.9";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"28.03.2016 08:30";"23.2";"732.5";"760.9";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"27.03.2016 17:30";"37.2";"729.4";"756.4";"";"25";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"38.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.2";"";"";"";"";"";"";
"27.03.2016 08:30";"26.8";"730.6";"758.6";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"26.03.2016 17:30";"37.2";"729.4";"756.4";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.8";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"26.03.2016 08:30";"24.8";"732.7";"761.0";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"25.03.2016 17:30";"36.2";"728.2";"755.2";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"25.03.2016 08:30";"24.0";"732.8";"761.1";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.8";"";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"24.03.2016 08:30";"26.2";"729.3";"757.3";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"23.03.2016 17:30";"36.4";"728.2";"755.2";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"23.03.2016 08:30";"25.0";"731.3";"759.5";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"22.03.2016 17:30";"36.2";"728.2";"755.2";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"22.03.2016 08:30";"25.2";"729.6";"757.7";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"21.03.2016 17:30";"35.4";"728.1";"755.2";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"21.03.2016 08:30";"26.4";"729.3";"757.3";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"20.03.2016 17:30";"35.8";"727.9";"755.0";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"20.03.2016 08:30";"25.0";"731.2";"759.4";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"19.03.2016 17:30";"35.4";"728.1";"755.2";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"19.03.2016 08:30";"25.1";"729.5";"757.6";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"18.03.2016 17:30";"33.0";"";"";"";"45";"Calm, no wind";"0";"";"";"50%.";"Clouds generally dissolving or becoming less developed. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"34.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.4";"";"";"";"";"";"";
"18.03.2016 08:30";"25.0";"731.3";"759.5";"";"61";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"19.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.0";"";"";"";"";"";"";
"16.03.2016 17:30";"33.2";"729.7";"757.0";"";"41";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"34.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.2";"";"";"";"";"";"";
"16.03.2016 08:30";"21.4";"733.0";"761.6";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"15.03.2016 17:30";"32.2";"728.8";"756.2";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"15.03.2016 08:30";"22.0";"731.2";"759.7";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"14.03.2016 08:30";"22.0";"731.2";"759.7";"";"74";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"18.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.1";"";"";"";"";"";"";
"13.03.2016 08:30";"26.2";"732.6";"760.7";"";"61";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"20.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.2";"";"";"";"";"";"";
"12.03.2016 17:30";"35.4";"728.2";"755.3";"";"41";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"36.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.2";"";"";"";"";"";"";
"12.03.2016 08:30";"26.2";"734.0";"762.2";"";"61";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"21.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.2";"";"";"";"";"";"";
"11.03.2016 08:30";"25.2";"731.8";"760.0";"";"58";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"19.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.2";"";"";"";"";"";"";
"10.03.2016 17:30";"36.2";"730.0";"757.1";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"10.03.2016 08:30";"24.2";"731.8";"760.1";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"09.03.2016 17:30";"33.2";"729.8";"757.2";"";"42";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"34.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.8";"";"";"";"";"";"";
"09.03.2016 08:30";"25.4";"731.6";"759.8";"";"59";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"19.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.7";"";"";"";"";"";"";
