# Weather station Santiniketan, India, WMO_ID=42708,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42708&lang=en
#
"Local time in Santiniketan";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"10.01.2017 17:30";"16.6";"754.7";"760.0";"0.0";"90";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"18.0";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"14.9";"";"";"";"";"";"";
"10.01.2017 14:30";"17.6";"754.7";"760.0";"-1.7";"86";"Wind blowing from the north";"1";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"2.0";"15.2";"";"";"";"";"";"";
"10.01.2017 11:30";"16.8";"756.4";"761.7";"-0.4";"86";"Wind blowing from the north";"1";"";"";"100%.";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"14.4";"";"";"";"";"";"";
"10.01.2017 08:30";"16.4";"756.8";"762.1";"";"87";"Wind blowing from the north-west";"2";"";"";"100%.";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"14.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"14.3";"";"";"";"";"";"";
"09.01.2017 20:30";"22.8";"753.1";"758.2";"0.0";"68";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"28.2";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"09.01.2017 17:30";"22.8";"753.1";"758.2";"0.0";"68";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"28.2";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"09.01.2017 14:30";"27.8";"753.1";"758.2";"-2.1";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"09.01.2017 11:30";"25.8";"755.2";"760.3";"-0.8";"47";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.6";"";"";"";"";"";"";
"09.01.2017 08:30";"17.6";"756.0";"761.3";"";"71";"Wind blowing from the north-northeast";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.8";"";"";"";"";"";"";"2.0";"12.2";"";"";"";"";"";"";
"08.01.2017 17:30";"22.0";"753.0";"758.2";"-0.1";"68";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.7";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"08.01.2017 14:30";"27.0";"753.1";"758.2";"-2.3";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"08.01.2017 11:30";"25.2";"755.4";"760.5";"-0.7";"49";"Wind blowing from the north";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"08.01.2017 08:30";"16.2";"756.1";"761.4";"";"79";"Wind blowing from the north";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.4";"";"";"";"";"";"";"2.0";"12.6";"";"";"";"";"";"";
"07.01.2017 17:30";"21.2";"753.0";"758.2";"-0.1";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.6";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"07.01.2017 14:30";"26.4";"753.1";"758.2";"-2.3";"39";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"07.01.2017 11:30";"22.8";"755.4";"760.6";"-1.1";"49";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"07.01.2017 08:30";"14.6";"756.5";"761.8";"";"87";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"8.6";"";"";"";"";"";"";"2.0";"12.4";"";"";"";"";"";"";
"06.01.2017 17:30";"20.4";"754.6";"759.8";"-0.2";"73";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.4";"";"";"";"";"";"2.0";"15.4";"";"";"";"";"";"";
"06.01.2017 14:30";"25.0";"754.8";"759.9";"-1.9";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"06.01.2017 11:30";"23.2";"756.7";"761.9";"-1.1";"44";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"06.01.2017 08:30";"13.8";"757.8";"763.1";"";"84";"Wind blowing from the north";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"9.5";"";"";"";"";"";"";"2.0";"11.2";"";"";"";"";"";"";
"05.01.2017 17:30";"21.2";"754.4";"759.6";"-0.5";"57";"Wind blowing from the north";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.5";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"05.01.2017 14:30";"26.4";"754.9";"760.0";"-1.5";"34";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.4";"";"";"";"";"";"";
"05.01.2017 11:30";"24.2";"756.4";"761.5";"-0.9";"48";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"05.01.2017 08:30";"16.2";"757.3";"762.6";"";"87";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.8";"";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"04.01.2017 17:30";"21.4";"755.1";"760.3";"0.3";"70";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.8";"";"";"600-1000";"";"";"4.0";"15.7";"";"";"";"";"";"";
"04.01.2017 14:30";"26.6";"754.8";"759.9";"-1.9";"43";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"04.01.2017 11:30";"24.0";"756.7";"761.8";"-1.0";"59";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"04.01.2017 08:30";"17.2";"757.7";"763.0";"";"80";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.8";"";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"03.01.2017 17:30";"22.6";"754.7";"759.9";"-0.2";"65";"Wind blowing from the north-northwest";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.0";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"03.01.2017 14:30";"26.4";"754.9";"760.0";"-2.4";"54";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"03.01.2017 11:30";"25.0";"757.3";"762.4";"-0.5";"60";"Wind blowing from the north";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"03.01.2017 08:30";"18.8";"757.8";"763.0";"";"81";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.8";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"02.01.2017 17:30";"22.2";"756.2";"761.4";"0.4";"77";"Calm, no wind";"0";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"18.0";"";"";"";"";"";"";
"02.01.2017 14:30";"26.2";"755.8";"760.9";"-1.8";"55";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"02.01.2017 11:30";"25.0";"757.6";"762.7";"-0.9";"58";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"02.01.2017 08:30";"17.4";"758.5";"763.8";"";"90";"Wind blowing from the north-west";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.8";"";"";"";"";"";"";"1.0";"15.7";"";"";"";"";"";"";
"01.01.2017 17:30";"22.0";"755.7";"760.9";"-0.1";"77";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.6";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"01.01.2017 14:30";"26.0";"755.8";"760.9";"-2.3";"58";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.0";"";"";"";"";"";"";
"01.01.2017 11:30";"24.4";"758.1";"763.3";"-0.5";"71";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"01.01.2017 08:30";"18.0";"758.6";"763.9";"";"86";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.5";"";"";"";"";"";"";"2.0";"15.6";"";"";"";"";"";"";
"31.12.2016 17:30";"21.6";"755.2";"760.4";"0.0";"71";"Calm, no wind";"0";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.0";"";"";"";"";"";"";
"31.12.2016 14:30";"26.0";"755.2";"760.3";"-2.1";"55";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.3";"";"";"";"";"";"";
"31.12.2016 11:30";"25.0";"757.3";"762.4";"-0.8";"61";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"31.12.2016 08:30";"17.0";"758.1";"763.4";"";"84";"Wind blowing from the north";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.5";"";"";"";"";"";"";"2.0";"14.2";"";"";"";"";"";"";
"30.12.2016 17:30";"21.0";"755.7";"760.9";"0.0";"70";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.2";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"30.12.2016 14:30";"26.6";"755.7";"760.8";"-2.4";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"30.12.2016 11:30";"24.2";"758.1";"763.3";"-0.3";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.9";"";"";"";"";"";"";
"30.12.2016 08:30";"16.2";"758.4";"763.7";"";"84";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.7";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"29.12.2016 17:30";"20.8";"755.4";"760.6";"-0.4";"66";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.4";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"29.12.2016 14:30";"26.0";"755.8";"760.9";"-2.3";"49";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"29.12.2016 11:30";"23.2";"758.1";"763.3";"-0.8";"65";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"29.12.2016 08:30";"15.0";"758.9";"764.2";"";"96";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.4";"";"";"";"";"";"";"1.0";"14.3";"";"";"";"";"";"";
"28.12.2016 17:30";"20.8";"755.7";"760.9";"0.3";"80";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.0";"";"";"";"";"";"2.0";"17.2";"";"";"";"";"";"";
"28.12.2016 14:30";"24.2";"755.4";"760.5";"-2.4";"60";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"28.12.2016 11:30";"21.2";"757.8";"763.0";"-0.8";"70";"Wind blowing from the north-northwest";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"28.12.2016 08:30";"14.6";"758.6";"763.9";"";"96";"Wind blowing from the north-west";"1";"";"";"50%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.1";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"13.9";"";"";"";"";"";"";
"27.12.2016 17:30";"21.2";"755.7";"760.9";"0.5";"81";"Wind blowing from the north";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.5";"";"";"";"";"";"2.0";"17.7";"";"";"";"";"";"";
"27.12.2016 14:30";"25.2";"755.2";"760.3";"-2.6";"64";"Wind blowing from the north-northeast";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"27.12.2016 11:30";"24.0";"757.8";"763.0";"-0.6";"69";"variable wind direction";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"27.12.2016 08:30";"19.0";"758.4";"763.7";"";"88";"Wind blowing from the north";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.1";"";"";"";"";"";"";"2.0";"17.0";"";"";"";"";"";"";
"26.12.2016 17:30";"22.8";"753.7";"758.8";"0.7";"71";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.5";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"26.12.2016 14:30";"29.0";"753.0";"758.0";"-1.8";"44";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"26.12.2016 11:30";"26.8";"754.8";"759.9";"-0.9";"60";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"26.12.2016 08:30";"19.0";"755.7";"760.9";"";"87";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.2";"";"";"";"";"";"";"2.0";"16.7";"";"";"";"";"";"";
"25.12.2016 17:30";"22.8";"753.4";"758.5";"-0.3";"66";"Wind blowing from the south";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"28.2";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"25.12.2016 14:30";"28.0";"753.7";"758.8";"-2.3";"49";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.4";"";"";"";"";"";"";
"25.12.2016 11:30";"27.0";"756.0";"761.1";"-0.9";"55";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"17.3";"";"";"";"";"";"";
"25.12.2016 08:30";"18.6";"756.9";"762.1";"";"87";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.0";"";"";"";"";"";"";"2.0";"16.3";"";"";"";"";"";"";
"24.12.2016 17:30";"22.6";"753.0";"758.1";"0.3";"78";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.6";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"24.12.2016 14:30";"27.4";"752.7";"757.8";"-1.7";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
