# Weather station Madurai, India, WMO_ID=43359,selection from 08.04.2016 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43359&lang=en
#
"Local time in Madurai";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"21.03.2017 17:30";"35.0";"742.7";"753.4";"";"46";"Wind blowing from the east";"2";"";"";"40%.";" ";"";"";"";"36.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.9";"";"";"";"";"";"";
"21.03.2017 08:30";"25.0";"744.8";"755.8";"";"93";"Wind blowing from the north";"2";"";"";"10%  or less, but not 0";" ";"";"";"27.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.7";"";"";"";"";"";"";
"20.03.2017 17:30";"38.0";"742.3";"752.9";"";"40";"Wind blowing from the south";"2";"";"";"40%.";" ";"";"";"";"38.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.1";"";"";"";"";"";"";
"20.03.2017 08:30";"28.0";"747.5";"758.6";"";"85";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"27.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.2";"";"";"";"";"";"";
"19.03.2017 17:30";"39.0";"744.7";"755.3";"";"37";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"";"39.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.6";"";"";"";"";"";"";
"18.03.2017 17:30";"36.0";"746.5";"757.3";"";"47";"Wind blowing from the south";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"37.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.1";"";"";"";"";"";"";
"18.03.2017 08:30";"28.0";"749.8";"760.9";"";"85";"Wind blowing from the north";"2";"";"";"10%  or less, but not 0";" ";"";"";"24.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.2";"";"";"";"";"";"";
"17.03.2017 17:30";"34.0";"745.9";"756.8";"";"56";"Wind blowing from the east";"3";"";"";"20–30%.";" ";"";"";"";"35.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.0";"";"";"";"";"";"";
"17.03.2017 08:30";"28.0";"748.0";"759.1";"";"85";"Wind blowing from the north";"3";"";"";"40%.";" ";"";"";"24.0";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.2";"";"";"";"";"";"";
"16.03.2017 17:30";"30.0";"746.2";"757.3";"";"78";"Wind blowing from the south";"3";"";"";"60%.";" ";"";"";"";"32.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.8";"";"";"";"";"";"";
"16.03.2017 08:30";"30.0";"747.8";"758.8";"";"65";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"24.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.7";"";"";"";"";"";"";
"15.03.2017 17:30";"27.0";"746.4";"757.5";"";"70";"Wind blowing from the north";"3";"";"";"70 – 80%.";" ";"";"";"";"29.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.0";"";"";"";"";"";"";
"15.03.2017 08:30";"30.0";"749.8";"760.8";"";"72";"Wind blowing from the east";"3";"";"";"50%.";" ";"";"";"25.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.3";"";"";"";"";"";"";
"14.03.2017 17:30";"33.0";"744.5";"755.4";"";"61";"Wind blowing from the east";"3";"";"";"50%.";" ";"";"";"";"34.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.5";"";"";"";"";"";"";
"14.03.2017 08:30";"30.0";"748.5";"759.5";"";"72";"Wind blowing from the east";"3";"";"";"50%.";" ";"";"";"25.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.3";"";"";"";"";"";"";
"13.03.2017 17:30";"32.0";"746.0";"757.1";"";"60";"Wind blowing from the east";"3";"";"";"50%.";" ";"";"";"";"32.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.3";"";"";"";"";"";"";
"13.03.2017 08:30";"30.0";"748.0";"759.1";"";"72";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"25.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.3";"";"";"";"";"";"";
"12.03.2017 17:30";"30.0";"744.6";"755.6";"";"72";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Rain.";"";"31.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.3";"";"";"";"";"";"";
"12.03.2017 08:30";"26.0";"747.9";"759.1";"";"92";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"23.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.6";"";"";"";"";"";"";
"11.03.2017 17:30";"26.0";"746.4";"757.5";"";"84";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Rain.";"";"27.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.1";"";"";"";"";"";"";
"11.03.2017 08:30";"27.0";"749.5";"760.7";"";"84";"Wind blowing from the north";"3";"";"";"70 – 80%.";" ";"";"";"24.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.1";"";"";"";"";"";"";
"10.03.2017 17:30";"30.0";"744.6";"755.6";"";"72";"Wind blowing from the west";"3";"";"";"70 – 80%.";" ";"";"";"";"31.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.3";"";"";"";"";"";"";
"10.03.2017 08:30";"30.0";"747.0";"758.0";"";"72";"Wind blowing from the south";"3";"";"";"40%.";" ";"";"";"25.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.3";"";"";"";"";"";"";
"09.03.2017 17:30";"34.0";"743.8";"754.6";"";"51";"Wind blowing from the south";"3";"";"";"70 – 80%.";" ";"";"";"";"35.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.4";"";"";"";"";"";"";
"09.03.2017 08:30";"30.0";"747.4";"758.5";"";"72";"Wind blowing from the north";"3";"";"";"20–30%.";" ";"";"";"26.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.3";"";"";"";"";"";"";
"08.03.2017 17:30";"36.0";"743.0";"753.7";"";"47";"Wind blowing from the south";"3";"";"";"60%.";" ";"";"";"";"36.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.1";"";"";"";"";"";"";
"08.03.2017 08:30";"30.0";"744.5";"755.5";"";"72";"Wind blowing from the west";"3";"";"";"70 – 80%.";" ";"";"";"25.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.3";"";"";"";"";"";"";
"07.03.2017 17:30";"35.0";"740.9";"751.6";"";"52";"Wind blowing from the south";"3";"";"";"70 – 80%.";" ";"";"";"";"36.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.6";"";"";"";"";"";"";
"07.03.2017 08:30";"29.0";"744.1";"755.2";"";"78";"Wind blowing from the south";"3";"";"";"60%.";" ";"";"";"25.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.7";"";"";"";"";"";"";
"06.03.2017 17:30";"35.0";"740.6";"751.3";"";"42";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"";"36.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.4";"";"";"";"";"";"";
"06.03.2017 08:30";"28.0";"744.4";"755.4";"";"85";"Wind blowing from the south";"3";"";"";"60%.";" ";"";"";"26.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.2";"";"";"";"";"";"";
"05.03.2017 17:30";"35.0";"740.9";"751.6";"";"52";"Wind blowing from the south";"3";"";"";"70 – 80%.";" ";"";"";"";"35.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.6";"";"";"";"";"";"";
"05.03.2017 08:30";"27.0";"745.0";"756.1";"";"77";"Wind blowing from the west";"3";"";"";"70 – 80%.";" ";"";"";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.6";"";"";"";"";"";"";
"04.03.2017 17:30";"28.0";"741.5";"752.5";"";"85";"Wind blowing from the south";"3";"";"";"100%.";" ";"";"";"";"33.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.2";"";"";"";"";"";"";
"04.03.2017 08:30";"26.0";"744.7";"755.8";"";"84";"Wind blowing from the north";"3";"";"";"70 – 80%.";" ";"";"";"23.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.1";"";"";"";"";"";"";
"03.03.2017 17:30";"26.0";"742.0";"753.1";"";"92";"Wind blowing from the north";"3";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"26.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.6";"";"";"";"";"";"";
"03.03.2017 08:30";"28.0";"744.4";"755.5";"";"78";"Wind blowing from the east";"2";"";"";"10%  or less, but not 0";" ";"";"";"24.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.7";"";"";"";"";"";"";
"02.03.2017 17:30";"32.0";"742.9";"753.7";"";"66";"Wind blowing from the south";"2";"";"";"70 – 80%.";" ";"";"";"";"32.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.9";"";"";"";"";"";"";
"02.03.2017 08:30";"27.0";"746.8";"757.9";"";"84";"Wind blowing from the north";"2";"";"";"10%  or less, but not 0";" ";"";"";"24.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.1";"";"";"";"";"";"";
"01.03.2017 17:30";"32.0";"743.2";"754.0";"";"60";"Wind blowing from the north";"2";"";"";"70 – 80%.";" ";"";"";"";"32.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.3";"";"";"";"";"";"";
"28.02.2017 17:30";"32.0";"744.0";"754.9";"";"60";"Wind blowing from the east";"3";"";"";"40%.";" ";"";"";"";"32.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.3";"";"";"";"";"";"";
"28.02.2017 08:30";"27.0";"746.8";"757.9";"";"84";"Wind blowing from the north";"2";"";"";"40%.";" ";"";"";"23.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.1";"";"";"";"";"";"";
"27.02.2017 17:30";"31.0";"743.5";"754.3";"";"72";"Wind blowing from the north";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"32.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.4";"";"";"";"";"";"";
"27.02.2017 08:30";"25.0";"746.7";"757.9";"";"83";"Wind blowing from the north";"2";"";"";"60%.";" ";"";"";"23.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.0";"";"";"";"";"";"";
"26.02.2017 17:30";"34.0";"742.8";"753.6";"";"56";"Wind blowing from the east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"34.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.0";"";"";"";"";"";"";
"26.02.2017 08:30";"25.0";"746.2";"757.4";"";"83";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"22.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.0";"";"";"";"";"";"";
"25.02.2017 17:30";"35.0";"743.2";"754.0";"";"52";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"";"35.8";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.6";"";"";"";"";"";"";
"25.02.2017 08:30";"25.0";"747.7";"759.0";"";"90";"Wind blowing from the east";"3";"";"";"40%.";" ";"";"";"20.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.2";"";"";"";"";"";"";
"24.02.2017 17:30";"35.0";"743.8";"754.6";"";"52";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"35.4";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.6";"";"";"";"";"";"";
"24.02.2017 08:30";"26.0";"747.4";"758.5";"";"84";"Wind blowing from the east";"2";"";"";"10%  or less, but not 0";" ";"";"";"23.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.1";"";"";"";"";"";"";
"23.02.2017 17:30";"35.0";"743.4";"754.3";"";"52";"Wind blowing from the east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"35.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.6";"";"";"";"";"";"";
"23.02.2017 08:30";"26.0";"746.9";"758.0";"";"92";"Wind blowing from the east";"2";"";"";"10%  or less, but not 0";" ";"";"";"22.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.6";"";"";"";"";"";"";
"22.02.2017 17:30";"36.0";"742.3";"753.0";"";"52";"Wind blowing from the east";"3";"";"";"40%.";" ";"";"";"";"36.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.7";"";"";"";"";"";"";
"22.02.2017 08:30";"27.0";"746.5";"757.6";"";"70";"Wind blowing from the east";"2";"";"";"10%  or less, but not 0";" ";"";"";"20.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.0";"";"";"";"";"";"";
