# Weather station Thanjavur, India, WMO_ID=43330,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43330&lang=en
#
"Local time in Thanjavur";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"07.01.2017 17:30";"28.6";"750.8";"757.0";"";"70";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"30.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.7";"";"";"";"";"";"";
"07.01.2017 08:30";"23.6";"754.4";"760.6";"";"83";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"22.6";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.5";"";"";"";"";"";"";
"06.01.2017 17:30";"29.0";"751.5";"757.6";"";"70";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"31.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"06.01.2017 08:30";"24.2";"754.6";"760.9";"";"78";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"22.8";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.2";"";"";"";"";"";"";
"05.01.2017 17:30";"28.4";"751.9";"758.1";"";"72";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"30.5";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.8";"";"";"";"";"";"";
"05.01.2017 08:30";"24.2";"754.9";"761.1";"";"80";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"22.8";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.5";"";"";"";"";"";"";
"04.01.2017 17:30";"29.0";"751.4";"757.6";"";"70";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"31.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"04.01.2017 08:30";"23.2";"755.2";"761.4";"";"81";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"22.0";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.8";"";"";"";"";"";"";
"03.01.2017 17:30";"29.2";"751.6";"757.8";"";"70";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"32.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"03.01.2017 08:30";"24.2";"754.7";"760.9";"";"83";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"23.2";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.2";"";"";"";"";"";"";
"02.01.2017 17:30";"29.2";"752.0";"758.2";"";"70";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"31.5";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"02.01.2017 08:30";"24.2";"755.2";"761.4";"";"87";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"23.0";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
"01.01.2017 17:30";"29.0";"751.3";"757.4";"";"70";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"31.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"01.01.2017 08:30";"23.2";"755.0";"761.2";"";"78";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"21.8";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.1";"";"";"";"";"";"";
"30.12.2016 17:30";"29.0";"751.4";"757.6";"";"70";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"30.5";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"30.12.2016 08:30";"24.2";"754.7";"760.9";"";"78";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"22.6";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.2";"";"";"";"";"";"";
"29.12.2016 17:30";"28.8";"751.8";"757.9";"";"71";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"30.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"29.12.2016 08:30";"24.2";"754.6";"760.8";"";"78";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"23.2";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.2";"";"";"";"";"";"";
"28.12.2016 17:30";"27.8";"751.9";"758.1";"";"76";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"29.0";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.2";"";"";"";"";"";"";
"28.12.2016 08:30";"23.6";"754.4";"760.6";"";"91";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"23.0";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.1";"";"";"";"";"";"";
"27.12.2016 17:30";"29.0";"751.4";"757.6";"";"71";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"31.5";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.2";"";"";"";"";"";"";
"27.12.2016 08:30";"25.2";"754.2";"760.4";"";"85";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"24.2";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.5";"";"";"";"";"";"";
"26.12.2016 17:30";"28.8";"751.6";"757.7";"";"72";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"31.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.3";"";"";"";"";"";"";
"26.12.2016 08:30";"24.6";"754.4";"760.6";"";"80";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"23.0";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.0";"";"";"";"";"";"";
"25.12.2016 17:30";"28.6";"751.4";"757.6";"";"72";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"31.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"25.12.2016 08:30";"23.2";"754.3";"760.6";"";"86";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"22.0";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.8";"";"";"";"";"";"";
"24.12.2016 17:30";"29.2";"751.6";"757.7";"";"70";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"30.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"24.12.2016 08:30";"24.2";"754.2";"760.4";"";"81";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"22.8";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.8";"";"";"";"";"";"";
"23.12.2016 17:30";"29.6";"751.6";"757.8";"";"69";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"31.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.2";"";"";"";"";"";"";
"23.12.2016 08:30";"25.2";"754.4";"760.6";"";"85";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"24.2";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.5";"";"";"";"";"";"";
"22.12.2016 17:30";"29.8";"751.9";"758.1";"";"69";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"33.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.4";"";"";"";"";"";"";
"22.12.2016 08:30";"25.2";"754.8";"761.0";"";"87";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"24.2";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.8";"";"";"";"";"";"";
"21.12.2016 17:30";"28.8";"752.7";"758.8";"";"74";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"31.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.6";"";"";"";"";"";"";
"21.12.2016 08:30";"25.2";"754.9";"761.2";"";"84";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"24.4";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.2";"";"";"";"";"";"";
"20.12.2016 17:30";"27.0";"752.3";"758.5";"";"83";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"27.5";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"20.12.2016 08:30";"24.2";"754.9";"761.1";"";"88";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"23.2";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.1";"";"";"";"";"";"";
"19.12.2016 17:30";"28.6";"751.9";"758.1";"";"75";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"30.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"19.12.2016 08:30";"25.2";"754.8";"761.0";"";"82";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"23.8";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.9";"";"";"";"";"";"";
"18.12.2016 17:30";"28.2";"751.6";"757.7";"";"78";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"30.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"18.12.2016 08:30";"24.2";"755.1";"761.3";"";"88";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"23.6";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.1";"";"";"";"";"";"";
"17.12.2016 17:30";"27.8";"751.9";"758.2";"";"76";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"29.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"17.12.2016 08:30";"25.2";"754.8";"761.0";"";"87";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"24.4";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.8";"";"";"";"";"";"";
"16.12.2016 17:30";"28.8";"752.7";"758.8";"";"71";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"30.0";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"16.12.2016 08:30";"25.2";"754.4";"760.6";"";"87";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"24.2";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.8";"";"";"";"";"";"";
"15.12.2016 17:30";"29.0";"751.8";"757.9";"";"71";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"30.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.2";"";"";"";"";"";"";
"15.12.2016 08:30";"25.6";"753.9";"760.1";"";"84";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"24.8";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.6";"";"";"";"";"";"";
"14.12.2016 17:30";"29.8";"751.3";"757.5";"";"67";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"31.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"14.12.2016 08:30";"26.2";"753.2";"759.4";"";"78";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"25.4";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.0";"";"";"";"";"";"";
"13.12.2016 17:30";"27.8";"750.7";"756.9";"";"73";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.5";"";"";"";"";"";"";
"13.12.2016 08:30";"27.2";"751.6";"757.8";"";"72";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"26.2";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
"12.12.2016 17:30";"29.6";"751.6";"757.8";"";"63";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"26.2";"31.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
"12.12.2016 08:30";"26.2";"751.9";"758.2";"";"79";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"24.8";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.3";"";"";"";"";"";"";
"11.12.2016 17:30";"27.8";"750.8";"757.0";"";"75";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"30.0";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"11.12.2016 08:30";"24.2";"752.5";"758.8";"";"85";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"23.2";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.5";"";"";"";"";"";"";
"10.12.2016 17:30";"28.4";"750.3";"756.4";"";"73";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"30.0";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"10.12.2016 08:30";"25.2";"753.7";"759.1";"";"82";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"24.2";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.9";"";"";"";"";"";"";
"09.12.2016 17:30";"29.0";"750.4";"756.6";"";"71";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"30.0";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"09.12.2016 08:30";"25.2";"754.3";"760.5";"";"86";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"24.4";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.7";"";"";"";"";"";"";
"08.12.2016 17:30";"28.8";"751.9";"758.1";"";"71";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"30.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"08.12.2016 08:30";"26.2";"754.4";"760.6";"";"81";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"24.8";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.7";"";"";"";"";"";"";
"07.12.2016 17:30";"28.6";"752.3";"758.5";"";"72";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"29.0";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"07.12.2016 08:30";"24.2";"754.5";"760.7";"";"91";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"23.4";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.7";"";"";"";"";"";"";
"06.12.2016 17:30";"29.0";"751.6";"757.8";"";"71";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"30.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.2";"";"";"";"";"";"";
"06.12.2016 08:30";"25.2";"754.3";"760.5";"";"88";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"24.4";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"05.12.2016 17:30";"28.8";"751.8";"757.9";"";"71";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"29.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"05.12.2016 08:30";"26.2";"754.3";"760.3";"";"84";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"24.8";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.3";"";"";"";"";"";"";
"04.12.2016 17:30";"29.0";"751.4";"757.6";"";"71";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"30.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.2";"";"";"";"";"";"";
"04.12.2016 08:30";"24.6";"754.7";"760.9";"";"85";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"23.8";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.9";"";"";"";"";"";"";
"03.12.2016 17:30";"28.0";"751.9";"758.0";"";"77";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"29.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.6";"";"";"";"";"";"";
"03.12.2016 08:30";"24.8";"754.5";"760.7";"";"90";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"24.2";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"02.12.2016 17:30";"25.0";"752.1";"758.3";"";"93";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"27.0";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"02.12.2016 08:30";"24.0";"753.5";"759.7";"";"90";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"22.6";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.2";"";"";"";"";"";"";
"01.12.2016 17:30";"25.2";"751.5";"757.7";"";"91";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";" ";"";"";"";"27.0";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"01.12.2016 08:30";"20.2";"754.3";"760.6";"";"89";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"19.2";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.3";"";"";"";"";"";"";
