# Weather station Parbhani, India, WMO_ID=43017,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43017&lang=en
#
"Local time in Parbhani";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"15.04.2016 17:30";"42.2";"718.0";"751.6";"";"13";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"10.0";"8.3";"";"";"";"";"";"";
"15.04.2016 11:30";"40.4";"721.3";"755.2";"-0.8";"15";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.9";"";"";"";"";"";"";
"15.04.2016 08:30";"32.0";"722.1";"757.0";"";"26";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"10.0";"10.0";"";"";"";"";"";"";
"14.04.2016 17:30";"41.6";"718.0";"751.7";"";"14";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"10.0";"9.5";"";"";"";"";"";"";
"14.04.2016 11:30";"39.4";"720.9";"754.9";"0.0";"14";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.8";"";"";"";"";"";"";
"14.04.2016 08:30";"32.0";"720.9";"755.8";"";"24";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"8.9";"";"";"";"";"";"";
"13.04.2016 17:30";"40.2";"716.9";"750.7";"";"18";"Wind blowing from the west-northwest";"1";"";"";"20–30%.";" ";"";"";"";"42.5";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.5";"";"";"";"";"";"";
"13.04.2016 11:30";"39.8";"720.9";"754.9";"0.0";"15";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.3";"";"";"";"";"";"";
"13.04.2016 08:30";"32.2";"720.9";"755.8";"";"24";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"27.6";"";"";"";"";"";"";"10.0";"9.3";"";"";"";"";"";"";
"12.04.2016 17:30";"40.8";"717.9";"751.6";"";"17";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"42.3";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.9";"";"";"";"";"";"";
"12.04.2016 11:30";"38.2";"721.6";"755.8";"-0.6";"16";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.2";"";"";"";"";"";"";
"12.04.2016 08:30";"31.0";"722.2";"757.3";"";"27";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"26.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1500-2000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"9.9";"";"";"";"";"";"";
"11.04.2016 17:30";"40.4";"719.3";"753.1";"";"18";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"42.4";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.8";"";"";"";"";"";"";
"11.04.2016 11:30";"39.8";"722.7";"756.8";"-0.4";"17";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.1";"";"";"";"";"";"";
"11.04.2016 08:30";"32.8";"723.1";"758.0";"";"29";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"28.3";"";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"10.04.2016 17:30";"40.6";"719.3";"753.1";"";"20";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"42.6";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.2";"";"";"";"";"";"";
"10.04.2016 11:30";"38.4";"722.8";"757.0";"-0.3";"15";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.9";"";"";"";"";"";"";
"10.04.2016 08:30";"31.2";"723.1";"758.2";"";"30";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"27.1";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"09.04.2016 17:30";"39.2";"719.1";"753.1";"";"24";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"41.0";"Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.3";"";"";"";"";"";"";
"09.04.2016 11:30";"38.2";"722.0";"756.2";"-0.1";"19";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"09.04.2016 08:30";"31.2";"722.1";"757.1";"";"26";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"10.0";"9.7";"";"";"";"";"";"";
"08.04.2016 17:30";"39.2";"718.3";"752.2";"";"20";"Wind blowing from the west-southwest";"1";"";"";"20–30%.";" ";"";"";"";"41.5";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.3";"";"";"";"";"";"";
"08.04.2016 11:30";"37.4";"721.7";"756.0";"-0.7";"18";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.6";"";"";"";"";"";"";
"08.04.2016 08:30";"29.6";"722.4";"757.6";"";"32";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"25.7";"";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"07.04.2016 17:30";"36.8";"719.2";"753.4";"";"28";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"38.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.2";"";"";"";"";"";"";
"07.04.2016 08:30";"26.8";"722.9";"758.5";"";"64";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"24.1";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.4";"";"";"";"";"";"";
"06.04.2016 17:30";"31.2";"719.6";"754.5";"";"37";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"40.5";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.0";"";"";"";"";"";"";
"06.04.2016 11:30";"37.2";"722.4";"756.7";"-0.8";"28";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.8";"";"";"";"";"";"";
"06.04.2016 08:30";"29.2";"723.2";"758.5";"";"50";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"25.5";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.6";"";"";"";"";"";"";
"05.04.2016 17:30";"36.8";"719.0";"753.2";"";"27";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"42.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.8";"";"";"";"";"";"";
"05.04.2016 11:30";"38.4";"721.6";"755.8";"-0.4";"22";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.0";"";"";"";"";"";"";
"05.04.2016 08:30";"31.6";"722.0";"757.0";"";"36";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"27.3";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.7";"";"";"";"";"";"";
"04.04.2016 17:30";"40.2";"717.8";"751.6";"";"33";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"42.0";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.9";"";"";"";"";"";"";
"04.04.2016 11:30";"38.8";"721.7";"755.8";"-0.5";"34";"Wind blowing from the east-northeast";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.2";"";"";"";"";"";"";
"04.04.2016 08:30";"32.4";"722.2";"757.1";"";"46";"Wind blowing from the east-northeast";"1";"";"";"50%.";" ";"";"";"25.6";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.3";"";"";"";"";"";"";
"03.04.2016 17:30";"41.4";"719.1";"752.8";"";"29";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"43.3";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.9";"";"";"";"";"";"";
"03.04.2016 11:30";"39.8";"722.7";"756.8";"-0.1";"31";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.6";"";"";"";"";"";"";
"03.04.2016 08:30";"30.6";"722.8";"757.9";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"02.04.2016 17:30";"40.2";"718.6";"752.4";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.4";"";"";"";"";"";"10.0";"22.8";"";"";"";"";"";"";
"02.04.2016 11:30";"40.0";"721.9";"755.9";"-0.3";"29";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"02.04.2016 08:30";"30.8";"722.2";"757.3";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"01.04.2016 17:30";"39.8";"718.4";"752.3";"";"26";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"42.4";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"01.04.2016 11:30";"38.0";"721.9";"756.1";"-0.1";"27";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.2";"";"";"";"";"";"";
"01.04.2016 08:30";"29.2";"722.0";"757.3";"";"39";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"31.03.2016 17:30";"39.0";"719.4";"753.4";"";"26";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"41.7";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
"31.03.2016 11:30";"38.8";"723.4";"757.6";"-0.5";"25";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.6";"";"";"";"";"";"";
"31.03.2016 08:30";"28.8";"723.9";"759.3";"";"35";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"23.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.0";"";"";"";"";"";"";
"30.03.2016 17:30";"38.8";"721.1";"755.2";"";"22";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"10.0";"13.2";"";"";"";"";"";"";
"30.03.2016 11:30";"37.2";"724.1";"758.5";"-0.3";"25";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"30.03.2016 08:30";"29.2";"724.4";"759.8";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"10.0";"11.6";"";"";"";"";"";"";
"29.03.2016 17:30";"39.2";"720.6";"754.6";"";"23";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"41.1";"";"";"";"";"";"10.0";"14.4";"";"";"";"";"";"";
"29.03.2016 11:30";"37.4";"723.8";"758.2";"-0.6";"22";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"29.03.2016 08:30";"27.8";"724.4";"759.9";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.1";"";"";"";"";"";"";"10.0";"10.5";"";"";"";"";"";"";
"28.03.2016 17:30";"37.8";"721.9";"756.2";"";"30";"Wind blowing from the west-northwest";"1";"";"";"40%.";" ";"";"";"";"39.5";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.2";"";"";"";"";"";"";
"28.03.2016 11:30";"34.8";"724.4";"759.1";"-0.4";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"28.03.2016 08:30";"27.4";"724.8";"760.4";"";"57";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"21.8";"";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"27.03.2016 17:30";"39.2";"719.5";"753.5";"";"29";"Wind blowing from the west-northwest";"1";"";"";"40%.";" ";"";"";"";"41.5";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.9";"";"";"";"";"";"";
"27.03.2016 11:30";"";"";"757.7";"";"";"";"";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.0";"";"";"";"";"";"";
"27.03.2016 08:30";"29.8";"723.3";"758.5";"";"48";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"26.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1500-2000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.6";"";"";"";"";"";"";
"26.03.2016 17:30";"39.8";"720.1";"754.0";"";"30";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"42.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.2";"";"";"";"";"";"";
"26.03.2016 11:30";"39.8";"723.5";"757.6";"-0.4";"26";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"26.03.2016 08:30";"29.2";"723.9";"759.3";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.1";"";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"25.03.2016 17:30";"39.8";"721.1";"755.1";"";"23";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"25.03.2016 11:30";"37.2";"724.5";"758.9";"-0.4";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.7";"";"";"";"";"";"";
"25.03.2016 08:30";"28.8";"724.9";"760.3";"";"34";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"22.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.5";"";"";"";"";"";"";
"24.03.2016 17:30";"39.2";"721.0";"755.1";"";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"24.03.2016 11:30";"38.8";"724.2";"758.4";"0.2";"22";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.2";"";"";"";"";"";"";
"24.03.2016 08:30";"28.2";"724.0";"759.5";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.1";"";"";"";"";"";"";"10.0";"7.4";"";"";"";"";"";"";
"23.03.2016 17:30";"38.2";"719.9";"754.0";"";"22";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"23.03.2016 11:30";"36.8";"723.1";"757.5";"0.1";"20";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.2";"";"";"";"";"";"";
"23.03.2016 08:30";"27.2";"723.0";"758.5";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"10.0";"8.5";"";"";"";"";"";"";
"22.03.2016 17:30";"";"";"753.1";"";"";"";"";"";"";"10%  or less, but not 0";" ";"";"";"";"40.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"12.7";"";"";"";"";"";"";
"22.03.2016 11:30";"37.2";"722.1";"756.4";"-0.5";"18";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.2";"";"";"";"";"";"";
"22.03.2016 08:30";"27.0";"722.6";"758.1";"";"33";"";"";"";"";"";" ";"";"";"21.8";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"9.3";"";"";"";"";"";"";
"21.03.2016 17:30";"36.6";"719.7";"754.0";"";"17";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"39.4";"";"";"";"";"";"10.0";"7.4";"";"";"";"";"";"";
"21.03.2016 11:30";"36.2";"723.5";"758.0";"-1.0";"18";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.5";"";"";"";"";"";"";
"21.03.2016 08:30";"28.0";"724.5";"760.0";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"10.3";"";"";"";"";"";"";
"20.03.2016 17:30";"37.8";"720.7";"754.9";"";"20";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.4";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"20.03.2016 11:30";"36.8";"724.1";"758.6";"-0.3";"23";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"20.03.2016 08:30";"29.2";"724.4";"759.8";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.3";"";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"19.03.2016 17:30";"37.8";"720.5";"754.7";"";"23";"Wind blowing from the west-northwest";"1";"";"";"20–30%.";" ";"";"";"";"40.1";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.0";"";"";"";"";"";"";
"19.03.2016 11:30";"37.0";"723.5";"757.9";"-0.5";"22";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"19.03.2016 08:30";"28.8";"724.0";"759.4";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.1";"";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"18.03.2016 17:30";"38.2";"718.7";"752.8";"";"20";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.1";"";"";"";"";"";"10.0";"11.6";"";"";"";"";"";"";
"18.03.2016 11:30";"37.4";"723.2";"757.6";"-0.1";"24";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"18.03.2016 08:30";"26.8";"723.3";"758.9";"";"40";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"11.9";"";"";"";"";"";"";
"17.03.2016 17:30";"38.4";"719.3";"753.4";"";"20";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"17.03.2016 11:30";"33.8";"722.9";"757.7";"-0.3";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.0";"";"";"";"";"";"";
"17.03.2016 08:30";"27.8";"723.2";"758.7";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"10.0";"20.2";"";"";"";"";"";"";
"16.03.2016 17:30";"36.2";"719.4";"753.7";"";"33";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"";"37.4";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.4";"";"";"";"";"";"";
"16.03.2016 11:30";"33.8";"722.4";"757.1";"-0.9";"46";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.7";"";"";"";"";"";"";
"16.03.2016 08:30";"26.6";"723.3";"758.9";"";"61";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"20.7";"";"";"";"";"";"";"10.0";"18.5";"";"";"";"";"";"";
"15.03.2016 17:30";"36.2";"719.8";"754.1";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.4";"";"";"";"";"";"10.0";"11.9";"";"";"";"";"";"";
"15.03.2016 11:30";"32.6";"723.9";"758.8";"-0.1";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.0";"";"";"";"";"";"";
"15.03.2016 08:30";"24.6";"724.0";"759.9";"";"35";"Wind blowing from the north-northwest";"1";"";"";"20–30%.";" ";"";"";"18.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"8.2";"";"";"";"";"";"";
"14.03.2016 17:30";"34.2";"720.9";"755.5";"";"22";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.4";"";"";"";"";"";"10.0";"9.4";"";"";"";"";"";"";
"14.03.2016 11:30";"31.4";"724.3";"759.4";"-0.7";"30";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.6";"";"";"";"";"";"";
"14.03.2016 08:30";"24.6";"725.0";"761.0";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.9";"";"";"";"";"";"";"10.0";"9.7";"";"";"";"";"";"";
"13.03.2016 17:30";"35.2";"719.9";"754.4";"";"20";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"37.8";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"9.0";"";"";"";"";"";"";
"13.03.2016 08:30";"26.6";"723.2";"758.8";"";"52";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"22.9";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.9";"";"";"";"";"";"";
"12.03.2016 17:30";"38.2";"718.7";"752.8";"";"30";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"39.5";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.7";"";"";"";"";"";"";
"12.03.2016 11:30";"35.2";"722.1";"756.7";"-1.0";"23";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.2";"";"";"";"";"";"";
"12.03.2016 08:30";"25.6";"723.1";"758.8";"";"42";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"22.7";"";"";"";"";"";"";"10.0";"11.6";"";"";"";"";"";"";
"11.03.2016 17:30";"36.7";"721.1";"755.4";"";"28";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"39.8";"Stratocumulus cumulogenitus.";"40%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.6";"";"";"";"";"";"";
"11.03.2016 11:30";"35.2";"724.7";"759.4";"-0.3";"20";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"9.0";"";"";"";"";"";"";
"11.03.2016 08:30";"24.8";"725.0";"760.9";"";"41";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"20.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.5";"";"";"";"";"";"";
