# Weather station Sangli, India, WMO_ID=43158,selection from 28.05.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43158&lang=en
#
"Local time in Sangli";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"14.11.2017 17:30";"28.2";"708.5";"753.2";"";"45";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"31.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.3";"";"";"";"";"";"";
"14.11.2017 08:30";"17.2";"711.9";"758.6";"";"79";"Wind blowing from the north-east";"1";"";"";"20–30%.";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"14.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"13.5";"";"";"";"";"";"";
"13.11.2017 17:30";"27.8";"708.7";"753.6";"";"46";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"30.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"15.2";"";"";"";"";"";"";
"13.11.2017 08:30";"16.2";"712.1";"759.1";"";"82";"Wind blowing from the north-east";"1";"";"";"40%.";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"13.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"13.1";"";"";"";"";"";"";
"12.11.2017 17:30";"27.4";"709.8";"754.7";"";"48";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"15.4";"";"";"";"";"";"";
"12.11.2017 08:30";"17.4";"713.1";"759.8";"";"74";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"14.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"1.0";"12.6";"";"";"";"";"";"";
"11.11.2017 17:30";"27.6";"710.6";"755.5";"";"41";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"32.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"13.3";"";"";"";"";"";"";
"11.11.2017 08:30";"18.8";"714.2";"760.9";"";"74";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"15.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.1";"";"";"";"";"";"";
"10.11.2017 17:30";"28.4";"710.7";"755.6";"";"42";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"32.7";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"10.11.2017 11:30";"20.0";"713.5";"760.0";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.2";"";"";"";"";"";"";"";"15.5";"";"";"";"";"";"";
"10.11.2017 08:30";"20.0";"713.5";"760.0";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.2";"";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"09.11.2017 17:30";"29.0";"710.6";"755.5";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"09.11.2017 08:30";"20.0";"713.9";"760.4";"";"80";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"16.9";"";"";"";"";"";"";"2.0";"16.5";"";"";"";"";"";"";
"08.11.2017 17:30";"29.6";"711.3";"756.2";"";"50";"Wind blowing from the east-southeast";"1";"";"";"20–30%.";" ";"";"";"";"33.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.2";"";"";"";"";"";"";
"08.11.2017 08:30";"20.4";"714.6";"760.9";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.1";"";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"07.11.2017 17:30";"29.4";"711.4";"756.2";"";"47";"Wind blowing from the east-southeast";"1";"";"";"20–30%.";" ";"";"";"";"32.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.8";"";"";"";"";"";"";
"07.11.2017 08:30";"21.0";"714.2";"760.6";"";"81";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"18.1";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"17.6";"";"";"";"";"";"";
"06.11.2017 17:30";"";"711.1";"756.0";"";"";"";"";"";"";"10%  or less, but not 0";" ";"";"";"";"32.2";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"18.5";"";"";"";"";"";"";
"06.11.2017 08:30";"23.8";"713.9";"759.8";"";"82";"Wind blowing from the east-southeast";"1";"";"";"20–30%.";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"20.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.5";"";"";"";"";"";"";
"05.11.2017 17:30";"28.8";"711.0";"755.5";"";"53";"Wind blowing from the east-southeast";"2";"";"";"40%.";" ";"";"";"";"32.0";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.2";"";"";"";"";"";"";
"05.11.2017 08:30";"22.4";"713.1";"759.0";"";"77";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"18.6";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"04.11.2017 17:30";"28.4";"710.4";"755.3";"";"40";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"31.3";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"04.11.2017 08:30";"20.4";"713.2";"759.5";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.1";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"03.11.2017 17:30";"28.0";"710.2";"755.2";"";"41";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"03.11.2017 08:30";"19.8";"713.4";"759.9";"";"75";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"16.4";"";"";"";"";"";"";"2.0";"15.2";"";"";"";"";"";"";
"02.11.2017 17:30";"28.8";"710.8";"755.8";"";"36";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"31.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.4";"";"";"";"";"";"";
"02.11.2017 08:30";"20.2";"713.0";"760.1";"";"75";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"17.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.7";"";"";"";"";"";"";
"01.11.2017 17:30";"29.4";"711.0";"755.8";"";"42";"Wind blowing from the east-northeast";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"32.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.0";"";"";"";"";"";"";
"01.11.2017 08:30";"20.4";"714.6";"761.1";"";"76";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"17.1";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"15.9";"";"";"";"";"";"";
"31.10.2017 17:30";"29.0";"710.9";"755.8";"";"40";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"";"32.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.9";"";"";"";"";"";"";
"31.10.2017 08:30";"20.4";"714.1";"760.4";"";"74";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"17.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.6";"";"";"";"";"";"";
"30.10.2017 17:30";"27.8";"711.6";"756.7";"";"39";"Wind blowing from the east-southeast";"1";"";"";"20–30%.";" ";"";"";"";"31.3";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.7";"";"";"";"";"";"";
"30.10.2017 08:30";"21.4";"715.3";"761.5";"";"81";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"18.4";"";"";"";"";"";"";"2.0";"18.0";"";"";"";"";"";"";
"29.10.2017 17:30";"28.0";"712.3";"757.4";"";"53";"Wind blowing from the east-southeast";"1";"";"";"50%.";" ";"";"";"";"30.2";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.6";"";"";"";"";"";"";
"29.10.2017 08:30";"24.0";"714.7";"760.6";"";"79";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"21.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.1";"";"";"";"";"";"";
"28.10.2017 17:30";"29.0";"711.9";"756.9";"";"58";"Wind blowing from the east-southeast";"1";"";"";"70 – 80%.";" ";"";"";"";"32.0";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"19.9";"";"";"";"";"";"";
"28.10.2017 08:30";"29.0";"711.9";"756.9";"";"58";"Wind blowing from the east-southeast";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"19.9";"";"";"";"";"";"";
"27.10.2017 17:30";"29.0";"711.6";"756.5";"";"53";"Wind blowing from the east-southeast";"1";"";"";"50%.";" ";"";"";"";"31.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.5";"";"";"";"";"";"";
"27.10.2017 08:30";"24.2";"714.7";"760.5";"";"79";"Calm, no wind";"0";"";"";"40%.";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"21.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1500-2000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"20.3";"";"";"";"";"";"";
"26.10.2017 17:30";"27.0";"712.2";"757.5";"";"73";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"32.2";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"21.8";"";"";"";"";"";"";
"26.10.2017 08:30";"23.0";"714.6";"759.9";"";"83";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"20.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.0";"";"";"";"";"";"";
"25.10.2017 17:30";"30.6";"712.0";"756.7";"";"52";"Wind blowing from the east-southeast";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"33.5";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.7";"";"";"";"";"";"";
"25.10.2017 08:30";"21.8";"714.9";"761.2";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"24.10.2017 17:30";"30.2";"711.3";"755.9";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"24.10.2017 08:30";"22.6";"713.9";"760.0";"";"78";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"19.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1500-2000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.6";"";"";"";"";"";"";
"23.10.2017 17:30";"29.6";"710.4";"755.2";"";"57";"Wind blowing from the east-northeast";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"32.5";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.2";"";"";"";"";"";"";
"23.10.2017 08:30";"23.4";"712.9";"758.6";"";"91";"Calm, no wind";"0";"";"";"60%.";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"21.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"21.9";"";"";"";"";"";"";
"22.10.2017 17:30";"27.8";"710.0";"754.9";"";"72";"Wind blowing from the west-southwest";"1";"";"";"100%.";" ";"";"";"";"29.2";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"70 – 80%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"22.4";"";"";"";"";"";"";
"22.10.2017 08:30";"24.0";"712.0";"757.8";"";"87";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"22.1";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"21.7";"";"";"";"";"";"";
"21.10.2017 17:30";"28.0";"710.1";"755.0";"";"70";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"30.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"22.0";"";"";"";"";"";"";
"19.10.2017 17:30";"29.8";"707.8";"752.4";"";"51";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"32.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.7";"";"";"";"";"";"";
"19.10.2017 08:30";"20.6";"710.8";"757.0";"";"80";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"18.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.1";"";"";"";"";"";"";
"18.10.2017 17:30";"29.2";"708.5";"753.1";"";"51";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.0";"";"";"";"";"";"";
"18.10.2017 08:30";"21.6";"711.3";"757.3";"";"90";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"20.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.8";"";"";"";"";"";"";
"17.10.2017 17:30";"28.6";"708.9";"753.7";"";"71";"Wind blowing from the west-southwest";"1";"";"";"60%.";" ";"";"";"";"30.5";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.9";"";"";"";"";"";"";
"17.10.2017 08:30";"24.4";"711.1";"756.7";"";"90";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"22.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"22.7";"";"";"";"";"";"";
