# Weather station Bramhapuri, India, WMO_ID=42946,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42946&lang=en
#
"Local time in Bramhapuri";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.06.2016 08:30";"28.6";"733.0";"752.7";"";"63";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"25.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.8";"";"";"";"";"";"";
"07.06.2016 17:30";"40.4";"729.4";"748.2";"";"33";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"41.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.2";"";"";"";"";"";"";
"07.06.2016 08:30";"30.4";"733.9";"753.5";"";"60";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"27.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.8";"";"";"";"";"";"";
"06.06.2016 17:30";"39.2";"729.7";"748.6";"";"34";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"41.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.7";"";"";"";"";"";"";
"06.06.2016 08:30";"30.0";"734.2";"753.8";"";"66";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"26.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"05.06.2016 17:30";"39.2";"730.3";"749.2";"";"34";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"41.3";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.7";"";"";"";"";"";"";
"05.06.2016 08:30";"31.4";"734.1";"753.6";"";"58";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"27.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.3";"";"";"";"";"";"";
"04.06.2016 17:30";"43.0";"728.9";"747.6";"";"28";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"44.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.6";"";"";"";"";"";"";
"04.06.2016 08:30";"32.2";"733.3";"752.8";"";"55";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"30.2";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"03.06.2016 17:30";"44.2";"728.8";"747.4";"";"26";"Wind blowing from the north-east";"2";"";"";"60%.";" ";"";"";"";"46.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.7";"";"";"";"";"";"";
"03.06.2016 08:30";"37.0";"731.7";"750.8";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"31.3";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"02.06.2016 17:30";"43.6";"728.6";"747.2";"";"25";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"45.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.8";"";"";"";"";"";"";
"02.06.2016 08:30";"36.6";"732.9";"752.1";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"31.3";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"01.06.2016 17:30";"39.0";"730.5";"749.4";"";"34";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"43.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.3";"";"";"";"";"";"";
"01.06.2016 08:30";"36.4";"733.7";"752.9";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"30.3";"";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"31.05.2016 17:30";"38.6";"730.8";"749.8";"";"35";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"43.5";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.7";"";"";"";"";"";"";
"31.05.2016 08:30";"33.6";"733.7";"753.1";"";"50";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"29.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.9";"";"";"";"";"";"";
"30.05.2016 17:30";"39.2";"729.7";"748.6";"";"35";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"42.5";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.1";"";"";"";"";"";"";
"30.05.2016 08:30";"32.0";"733.6";"753.1";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.9";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"29.05.2016 17:30";"43.0";"729.3";"748.0";"";"26";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"43.9";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.4";"";"";"";"";"";"";
"29.05.2016 08:30";"36.0";"733.5";"752.7";"";"44";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"29.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.0";"";"";"";"";"";"";
"28.05.2016 17:30";"43.0";"729.6";"748.3";"";"26";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"";"44.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.4";"";"";"";"";"";"";
"28.05.2016 08:30";"35.8";"733.9";"753.1";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.9";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"27.05.2016 17:30";"40.0";"730.3";"749.2";"";"33";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"45.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.7";"";"";"";"";"";"";
"27.05.2016 08:30";"36.6";"733.3";"752.5";"";"42";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"32.2";"";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"26.05.2016 17:30";"42.6";"729.7";"748.4";"";"26";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"44.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.6";"";"";"";"";"";"";
"26.05.2016 08:30";"35.4";"733.5";"752.8";"";"38";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"28.3";"";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"25.05.2016 17:30";"43.0";"728.3";"747.0";"";"28";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"44.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.6";"";"";"";"";"";"";
"25.05.2016 08:30";"36.0";"732.6";"751.8";"";"41";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"29.5";"";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"24.05.2016 17:30";"40.6";"728.9";"747.7";"";"38";"Wind blowing from the west-northwest";"2";"";"";"70 – 80%.";" ";"";"";"";"43.3";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"60%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.7";"";"";"";"";"";"";
"24.05.2016 08:30";"36.8";"733.3";"752.5";"";"41";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"30.9";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"23.05.2016 17:30";"43.6";"729.0";"747.6";"";"27";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"44.5";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"23.05.2016 08:30";"36.0";"732.8";"752.0";"";"42";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"31.3";"";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"22.05.2016 17:30";"43.4";"729.1";"747.7";"";"28";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"44.7";"";"";"";"";"";"10.0";"21.2";"";"";"";"";"";"";
"22.05.2016 08:30";"36.2";"732.0";"751.2";"";"42";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"29.8";"";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"21.05.2016 17:30";"39.8";"727.1";"745.9";"";"32";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"45.8";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.0";"";"";"";"";"";"";
"21.05.2016 08:30";"36.6";"730.4";"749.5";"";"42";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"29.9";"";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"20.05.2016 17:30";"35.8";"727.1";"746.2";"";"50";"Wind blowing from the north";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"60%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.9";"";"";"";"";"";"";
"20.05.2016 08:30";"36.0";"729.8";"748.9";"";"44";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"30.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.0";"";"";"";"";"";"";
"19.05.2016 17:30";"40.2";"727.3";"746.1";"";"37";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"42.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.1";"";"";"";"";"";"";
"19.05.2016 08:30";"33.6";"731.4";"750.7";"";"50";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"29.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.9";"";"";"";"";"";"";
"18.05.2016 17:30";"41.2";"728.0";"746.8";"";"38";"Wind blowing from the south-west";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"43.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"18.05.2016 08:30";"33.4";"732.3";"751.6";"";"57";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"30.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.7";"";"";"";"";"";"";
"17.05.2016 17:30";"41.8";"729.2";"747.9";"";"33";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"44.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.2";"";"";"";"";"";"";
"17.05.2016 08:30";"34.2";"733.2";"752.5";"";"52";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"31.4";"";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"16.05.2016 17:30";"42.0";"730.0";"748.8";"";"32";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"45.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.3";"";"";"";"";"";"";
"16.05.2016 08:30";"34.6";"734.4";"753.7";"";"50";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"30.4";"";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"15.05.2016 17:30";"42.6";"731.9";"750.7";"";"31";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"45.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.0";"";"";"";"";"";"";
"15.05.2016 08:30";"33.8";"735.8";"755.2";"";"48";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"29.4";"";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"14.05.2016 17:30";"44.4";"731.5";"750.1";"";"29";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"46.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.5";"";"";"";"";"";"";
"14.05.2016 08:30";"36.0";"734.8";"754.0";"";"47";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"31.4";"";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"13.05.2016 17:30";"43.0";"730.5";"749.2";"";"32";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"45.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.9";"";"";"";"";"";"";
"13.05.2016 08:30";"34.0";"734.3";"753.7";"";"43";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"29.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.9";"";"";"";"";"";"";
"12.05.2016 08:30";"34.4";"734.4";"753.7";"";"42";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.8";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"11.05.2016 17:30";"36.2";"733.0";"752.2";"";"54";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.6";"";"";"";"";"";"";
"11.05.2016 08:30";"34.4";"736.5";"755.9";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.3";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"10.05.2016 17:30";"39.0";"733.3";"752.3";"";"44";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"41.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.7";"";"";"";"";"";"";
"10.05.2016 08:30";"33.0";"737.0";"756.5";"";"47";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"27.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.4";"";"";"";"";"";"";
"09.05.2016 17:30";"39.8";"732.4";"751.3";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.3";"";"";"";"";"";"10.0";"22.3";"";"";"";"";"";"";
"09.05.2016 08:30";"31.4";"737.4";"757.0";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"08.05.2016 17:30";"34.2";"734.4";"753.8";"";"60";"Wind blowing from the north";"2";"";"";"60%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.5";"";"";"";"";"";"";
"08.05.2016 08:30";"31.6";"737.2";"756.8";"";"52";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"25.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.5";"";"";"";"";"";"";
"07.05.2016 17:30";"36.6";"733.3";"752.5";"";"53";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"39.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.4";"";"";"";"";"";"";
"07.05.2016 08:30";"28.0";"736.9";"756.7";"";"63";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.9";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.4";"";"";"";"";"";"";
"06.05.2016 17:30";"35.0";"733.8";"753.1";"";"53";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"36.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.2";"";"";"";"";"";"";
"06.05.2016 08:30";"27.6";"738.0";"757.9";"";"55";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"21.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.8";"";"";"";"";"";"";
"05.05.2016 17:30";"39.8";"732.4";"751.3";"";"40";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"42.4";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
"05.05.2016 08:30";"28.2";"737.4";"757.2";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.9";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"04.05.2016 17:30";"39.2";"731.3";"750.3";"";"41";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"42.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.6";"";"";"";"";"";"";
"04.05.2016 08:30";"32.0";"736.9";"756.5";"";"52";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"03.05.2016 17:30";"40.6";"732.3";"751.2";"";"40";"Wind blowing from the south-east";"2";"";"";"60%.";" ";"";"";"";"42.7";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.7";"";"";"";"";"";"";
"03.05.2016 08:30";"33.0";"736.4";"755.9";"";"57";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"27.8";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"02.05.2016 17:30";"41.6";"731.9";"750.7";"";"35";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"44.3";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.2";"";"";"";"";"";"";
"02.05.2016 08:30";"35.0";"735.6";"754.9";"";"50";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"27.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.2";"";"";"";"";"";"";
"01.05.2016 17:30";"41.0";"731.5";"750.4";"";"40";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"44.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.9";"";"";"";"";"";"";
"01.05.2016 08:30";"32.8";"735.6";"755.1";"";"58";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"28.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.6";"";"";"";"";"";"";
"30.04.2016 17:30";"35.4";"733.0";"752.2";"";"60";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.6";"";"";"";"";"";"";
"30.04.2016 08:30";"34.0";"736.5";"755.9";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"29.04.2016 17:30";"39.6";"732.9";"751.9";"";"41";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"44.3";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.1";"";"";"";"";"";"";
"29.04.2016 08:30";"33.0";"735.9";"755.4";"";"55";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"27.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.9";"";"";"";"";"";"";
"28.04.2016 17:30";"39.0";"733.2";"752.2";"";"43";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"42.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.4";"";"";"";"";"";"";
"28.04.2016 08:30";"28.4";"736.0";"755.8";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"27.04.2016 17:30";"41.4";"733.6";"752.5";"";"38";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"44.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.3";"";"";"";"";"";"";
"27.04.2016 08:30";"33.6";"736.4";"755.8";"";"54";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.7";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"26.04.2016 17:30";"42.4";"733.3";"752.1";"";"35";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"44.3";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.9";"";"";"";"";"";"";
"26.04.2016 08:30";"34.0";"736.3";"755.7";"";"53";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
