# Weather station Satara, India, WMO_ID=43113,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43113&lang=en
#
"Local time in Satara";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"24.11.2017 08:30";"21.2";"702.7";"761.2";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.2";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"23.11.2017 17:30";"30.0";"698.9";"755.7";"";"52";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"33.4";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"10%  or less, but not 0";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.0";"";"";"";"";"";"";
"23.11.2017 08:30";"21.8";"701.2";"759.7";"";"85";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"19.1";"";"";"";"";"";"";"2.0";"19.1";"";"";"";"";"";"";
"22.11.2017 08:30";"21.8";"701.2";"759.7";"";"85";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"19.1";"";"";"";"";"";"";"2.0";"19.1";"";"";"";"";"";"";
"21.11.2017 17:30";"28.4";"699.1";"756.1";"";"61";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.7";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.2";"";"";"";"";"";"";
"21.11.2017 08:30";"23.4";"702.1";"760.3";"";"83";"Calm, no wind";"0";"";"";"20–30%.";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"20.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.4";"";"";"";"";"";"";
"20.11.2017 17:30";"28.4";"699.9";"756.9";"";"62";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"30.9";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.5";"";"";"";"";"";"";
"20.11.2017 08:30";"22.8";"702.5";"760.9";"";"82";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"20.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1500-2000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.5";"";"";"";"";"";"";
"19.11.2017 17:30";"25.8";"700.2";"757.9";"";"63";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"28.1";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.2";"";"";"";"";"";"";
"19.11.2017 08:30";"19.2";"702.1";"761.1";"";"82";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"17.4";"";"Stratocumulus cumulogenitus.";"40%.";"1500-2000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"16.0";"";"";"";"";"";"";
"18.11.2017 17:30";"27.2";"698.8";"756.0";"";"47";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.8";"";"";"";"";"";"";
"18.11.2017 08:30";"18.6";"701.4";"760.6";"";"80";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"14.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.0";"";"";"";"";"";"";
"17.11.2017 17:30";"27.4";"698.2";"755.2";"";"46";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"14.6";"";"";"";"";"";"";
"17.11.2017 08:30";"19.0";"700.9";"760.0";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"16.11.2017 17:30";"27.4";"698.0";"755.0";"";"48";"Wind blowing from the north-northeast";"1";"";"";"20–30%.";" ";"";"";"";"31.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"15.4";"";"";"";"";"";"";
"16.11.2017 08:30";"18.8";"700.6";"759.7";"";"82";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"15.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.6";"";"";"";"";"";"";
"15.11.2017 17:30";"27.4";"697.5";"754.5";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"15.11.2017 08:30";"19.0";"700.4";"759.5";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.9";"";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"14.11.2017 17:30";"27.0";"691.0";"754.3";"";"37";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"30.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.2";"";"";"";"";"";"";
"14.11.2017 08:30";"17.4";"700.0";"759.3";"";"68";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"12.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.4";"";"";"";"";"";"";
"13.11.2017 17:30";"26.4";"697.2";"754.4";"";"36";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"30.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.3";"";"";"";"";"";"";
"13.11.2017 08:30";"16.4";"700.3";"759.8";"";"76";"Wind blowing from the east-northeast";"1";"";"";"20–30%.";" ";"";"";"11.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.2";"";"";"";"";"";"";
"12.11.2017 17:30";"26.0";"698.2";"755.6";"";"40";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"30.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.5";"";"";"";"";"";"";
"12.11.2017 08:30";"18.2";"701.2";"760.3";"";"67";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"11.11.2017 17:30";"26.0";"699.5";"757.0";"";"38";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"";"29.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.6";"";"";"";"";"";"";
"11.11.2017 08:30";"19.0";"702.3";"761.5";"";"73";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"14.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.0";"";"";"";"";"";"";
"10.11.2017 17:30";"27.0";"699.6";"756.9";"";"49";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"10.11.2017 11:30";"20.6";"701.6";"760.4";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"";"14.7";"";"";"";"";"";"";
"10.11.2017 08:30";"20.6";"701.6";"760.4";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"09.11.2017 17:30";"27.4";"699.3";"756.4";"";"43";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"32.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"13.8";"";"";"";"";"";"";
"09.11.2017 08:30";"20.4";"702.1";"760.9";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"08.11.2017 17:30";"27.4";"699.8";"757.0";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"16.2";"";"";"";"";"";"";
"08.11.2017 08:30";"20.4";"702.7";"761.6";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.3";"";"";"";"";"";"";"10.0";"15.2";"";"";"";"";"";"";
"07.11.2017 17:30";"28.2";"699.7";"756.7";"";"41";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"";"32.1";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"13.7";"";"";"";"";"";"";
"07.11.2017 08:30";"20.0";"702.1";"761.2";"";"79";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"16.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"16.2";"";"";"";"";"";"";
"06.11.2017 17:30";"28.2";"699.6";"756.5";"";"50";"Wind blowing from the west-northwest";"1";"";"";"50%.";" ";"";"";"";"31.4";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.8";"";"";"";"";"";"";
"06.11.2017 08:30";"21.8";"701.9";"760.5";"";"76";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"18.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"17.4";"";"";"";"";"";"";
"05.11.2017 17:30";"28.2";"699.0";"755.9";"";"48";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"31.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.0";"";"";"";"";"";"";
"05.11.2017 08:30";"20.4";"701.6";"760.4";"";"64";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"20.0";"13.4";"";"";"";"";"";"";
"04.11.2017 17:30";"26.4";"698.9";"756.2";"";"39";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"29.4";"";"";"";"";"";"20.0";"11.2";"";"";"";"";"";"";
"04.11.2017 08:30";"20.0";"701.3";"760.2";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"03.11.2017 17:30";"26.6";"698.5";"755.8";"";"33";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"29.1";"";"";"";"";"";"20.0";"9.2";"";"";"";"";"";"";
"03.11.2017 08:30";"19.6";"701.5";"760.5";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"20.0";"14.3";"";"";"";"";"";"";
"02.11.2017 17:30";"27.0";"699.4";"756.7";"";"46";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"30.1";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.5";"";"";"";"";"";"";
"02.11.2017 08:30";"19.0";"701.8";"761.0";"";"75";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"15.1";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.4";"";"";"";"";"";"";
"01.11.2017 17:30";"27.6";"699.7";"756.9";"";"49";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"31.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"16.0";"";"";"";"";"";"";
"01.11.2017 08:30";"18.4";"702.5";"761.7";"";"83";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"15.2";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.5";"";"";"";"";"";"";
"31.10.2017 17:30";"26.8";"699.4";"756.7";"";"38";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"30.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.3";"";"";"";"";"";"";
"31.10.2017 08:30";"18.0";"702.1";"761.5";"";"81";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"15.4";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.7";"";"";"";"";"";"";
"30.10.2017 17:30";"27.0";"700.3";"757.7";"";"41";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"30.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.5";"";"";"";"";"";"";
"30.10.2017 08:30";"20.2";"703.4";"762.4";"";"93";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"16.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.0";"";"";"";"";"";"";
"29.10.2017 17:30";"27.4";"700.8";"758.0";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"10.0";"18.0";"";"";"";"";"";"";
"29.10.2017 08:30";"22.0";"702.7";"761.2";"";"83";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"19.7";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.0";"";"";"";"";"";"";
"28.10.2017 17:30";"27.0";"700.1";"757.6";"";"56";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"30.6";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.5";"";"";"";"";"";"";
"28.10.2017 08:30";"23.4";"702.1";"760.3";"";"86";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"20.9";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.0";"";"";"";"";"";"";
"27.10.2017 17:30";"28.4";"699.8";"756.7";"";"57";"Wind blowing from the south-southeast";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"32.6";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.2";"";"";"";"";"";"";
"27.10.2017 08:30";"23.8";"702.7";"760.9";"";"83";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"21.8";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.8";"";"";"";"";"";"";
"26.10.2017 17:30";"29.2";"700.3";"757.2";"";"51";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"32.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.0";"";"";"";"";"";"";
"26.10.2017 08:30";"21.6";"703.0";"761.7";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"25.10.2017 17:30";"29.2";"700.6";"757.4";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.1";"";"";"";"";"";"20.0";"16.9";"";"";"";"";"";"";
"25.10.2017 08:30";"19.0";"703.1";"762.4";"";"75";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"15.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"14.4";"";"";"";"";"";"";
"24.10.2017 17:30";"29.0";"699.9";"757.0";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"20.0";"14.7";"";"";"";"";"";"";
"24.10.2017 08:30";"22.0";"702.3";"760.9";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"20.0";"19.3";"";"";"";"";"";"";
"23.10.2017 17:30";"29.4";"698.8";"755.6";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"20.0";"19.7";"";"";"";"";"";"";
"23.10.2017 08:30";"23.2";"700.8";"758.8";"";"91";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"21.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.7";"";"";"";"";"";"";
