# Weather station Najibabad, India, WMO_ID=42143,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42143&lang=en
#
"Local time in Najibabad";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"28.10.2017 08:30";"22.6";"737.8";"761.2";"";"66";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"27.10.2017 17:30";"22.4";"736.8";"760.2";"";"62";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"27.10.2017 08:30";"22.0";"738.9";"762.4";"";"66";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"26.10.2017 08:30";"23.2";"738.7";"762.1";"";"58";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"16.8";"";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"25.10.2017 17:30";"23.4";"734.6";"757.8";"";"55";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"25.10.2017 08:30";"23.2";"737.8";"761.1";"";"58";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"24.10.2017 17:30";"22.4";"731.7";"754.9";"";"57";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"24.10.2017 08:30";"22.4";"734.4";"757.7";"";"65";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"23.10.2017 08:30";"22.6";"734.9";"758.2";"";"64";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"22.10.2017 17:30";"24.2";"732.0";"755.1";"";"66";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"22.10.2017 08:30";"23.2";"734.9";"758.1";"";"67";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"21.10.2017 08:30";"24.0";"733.5";"756.6";"";"68";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"20.10.2017 17:30";"28.4";"731.3";"754.0";"";"57";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"20.10.2017 08:30";"24.4";"733.6";"756.7";"";"66";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"17.6";"";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"19.10.2017 17:30";"28.8";"731.4";"754.1";"";"55";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"18.10.2017 17:30";"28.6";"731.5";"754.2";"";"56";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"18.10.2017 08:30";"24.4";"734.2";"757.3";"";"69";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"17.6";"";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"17.10.2017 17:30";"28.4";"731.5";"754.2";"";"57";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"17.10.2017 08:30";"24.6";"733.5";"756.6";"";"68";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"16.10.2017 17:30";"28.2";"731.6";"754.3";"";"57";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"16.10.2017 08:30";"24.8";"733.9";"757.0";"";"67";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"15.10.2017 17:30";"29.4";"731.4";"754.0";"";"64";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"15.10.2017 08:30";"27.4";"733.2";"756.0";"";"67";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"14.10.2017 17:30";"29.2";"730.6";"753.2";"";"66";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"14.10.2017 08:30";"27.4";"733.2";"756.1";"";"67";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"20.8";"";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"13.10.2017 17:30";"29.4";"730.7";"753.3";"";"64";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"12.10.2017 08:30";"27.0";"733.0";"755.9";"";"70";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"11.10.2017 17:30";"30.6";"731.4";"754.0";"";"59";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"11.10.2017 08:30";"28.4";"733.9";"756.7";"";"61";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"10.10.2017 17:30";"30.6";"731.7";"754.3";"";"58";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"10.10.2017 08:30";"27.2";"733.1";"756.0";"";"59";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"09.10.2017 17:30";"31.4";"731.3";"753.8";"";"63";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"09.10.2017 08:30";"28.2";"734.6";"757.4";"";"65";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"08.10.2017 17:30";"31.6";"731.3";"753.8";"";"62";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"08.10.2017 08:30";"28.4";"733.9";"756.7";"";"75";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"07.10.2017 17:30";"30.4";"731.4";"754.0";"";"69";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"07.10.2017 08:30";"28.6";"733.5";"756.3";"";"75";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"06.10.2017 17:30";"31.2";"731.1";"753.6";"";"67";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"06.10.2017 08:30";"28.6";"733.8";"756.6";"";"82";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"05.10.2017 17:30";"30.8";"731.5";"754.0";"";"67";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"04.10.2017 17:30";"29.6";"731.7";"754.3";"";"70";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"04.10.2017 08:30";"27.2";"733.8";"756.7";"";"84";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"03.10.2017 17:30";"30.0";"731.4";"754.0";"";"67";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"03.10.2017 08:30";"26.4";"733.2";"756.1";"";"84";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"02.10.2017 17:30";"29.4";"730.9";"753.5";"";"71";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"02.10.2017 08:30";"25.0";"733.2";"756.2";"";"93";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"01.10.2017 17:30";"28.6";"731.6";"754.3";"";"67";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"01.10.2017 08:30";"26.4";"733.6";"756.5";"";"80";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"30.09.2017 17:30";"29.6";"731.7";"754.3";"";"77";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"30.09.2017 08:30";"26.2";"733.2";"756.1";"";"79";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"29.09.2017 17:30";"29.6";"730.7";"753.3";"";"67";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"29.09.2017 08:30";"26.4";"733.9";"756.8";"";"76";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"28.09.2017 17:30";"29.4";"730.5";"753.1";"";"68";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"28.09.2017 08:30";"26.2";"733.5";"756.4";"";"79";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"27.09.2017 17:30";"29.6";"731.5";"754.1";"";"77";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"27.09.2017 08:30";"26.2";"733.3";"756.2";"";"79";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"26.09.2017 17:30";"30.0";"731.7";"754.3";"";"73";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"26.09.2017 08:30";"24.0";"733.5";"756.6";"";"96";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"22.2";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"25.09.2017 17:30";"28.4";"730.7";"753.4";"";"86";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"25.9";"";"";"";"";"";"";
"25.09.2017 08:30";"24.4";"733.4";"756.5";"";"96";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"24.09.2017 17:30";"25.4";"731.7";"754.7";"";"96";"Wind blowing from the east-northeast";"1";"";"";"100%.";" ";"";"";"";"27.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.8";"";"";"";"";"";"";
"24.09.2017 08:30";"23.2";"732.3";"755.5";"";"100";"Wind blowing from the east-northeast";"1";"";"";"100%.";" ";"";"";"22.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.2";"";"";"";"";"";"";
"23.09.2017 17:30";"24.2";"731.5";"754.5";"";"98";"Wind blowing from the east-northeast";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.9";"";"";"";"";"";"";
"23.09.2017 08:30";"23.2";"732.5";"755.7";"";"98";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"22.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.9";"";"";"";"";"";"";
"22.09.2017 17:30";"26.4";"731.6";"754.5";"";"100";"Wind blowing from the east-northeast";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"22.09.2017 08:30";"26.2";"732.3";"755.2";"";"90";"Wind blowing from the east-northeast";"1";"";"";"100%.";" ";"";"";"24.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.5";"";"";"";"";"";"";
"21.09.2017 17:30";"31.6";"729.5";"751.9";"";"66";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"34.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.6";"";"";"";"";"";"";
"21.09.2017 08:30";"27.4";"732.0";"754.8";"";"77";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"20.09.2017 17:30";"31.2";"730.5";"753.0";"";"67";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"19.09.2017 17:30";"30.2";"730.4";"753.0";"";"74";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"33.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.1";"";"";"";"";"";"";
"19.09.2017 08:30";"26.4";"732.7";"755.6";"";"92";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.0";"";"";"";"";"";"";
"18.09.2017 17:30";"31.6";"730.4";"752.8";"";"70";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"18.09.2017 08:30";"27.0";"732.0";"754.8";"";"92";"Wind blowing from the east-northeast";"1";"";"";"100%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.6";"";"";"";"";"";"";
"17.09.2017 08:30";"27.0";"745.1";"768.4";"";"90";"Wind blowing from the east-northeast";"1";"";"";"100%.";" ";"";"";"25.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.2";"";"";"";"";"";"";
"16.09.2017 17:30";"30.2";"730.5";"753.1";"";"74";"Wind blowing from the east-northeast";"1";"";"";"100%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.1";"";"";"";"";"";"";
"16.09.2017 08:30";"28.0";"732.9";"755.7";"";"87";"Wind blowing from the east-northeast";"1";"";"";"100%.";" ";"";"";"25.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.7";"";"";"";"";"";"";
"15.09.2017 17:30";"31.6";"730.2";"752.6";"";"66";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"15.09.2017 08:30";"28.4";"732.9";"755.7";"";"79";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"14.09.2017 17:30";"32.0";"730.4";"752.8";"";"64";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"34.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.3";"";"";"";"";"";"";
"14.09.2017 08:30";"29.0";"732.8";"755.5";"";"82";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"25.6";"";"";"";"";"";"";
"13.09.2017 08:30";"27.8";"734.3";"757.2";"";"81";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"12.09.2017 17:30";"32.0";"730.4";"752.8";"";"63";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"34.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.0";"";"";"";"";"";"";
"12.09.2017 08:30";"28.2";"733.5";"756.3";"";"79";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"11.09.2017 17:30";"32.2";"730.4";"752.8";"";"65";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"11.09.2017 08:30";"28.2";"733.5";"756.3";"";"79";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"10.09.2017 17:30";"31.2";"728.7";"751.1";"";"75";"Wind blowing from the east-northeast";"1";"";"";"20–30%.";" ";"";"";"";"33.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"10.09.2017 08:30";"27.0";"732.1";"754.9";"";"89";"Wind blowing from the east-northeast";"1";"";"";"70 – 80%.";" ";"";"";"24.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.0";"";"";"";"";"";"";
"09.09.2017 17:30";"31.2";"729.3";"751.7";"";"71";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"4.0";"25.3";"";"";"";"";"";"";
"09.09.2017 08:30";"27.0";"732.8";"755.7";"";"87";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"08.09.2017 17:30";"30.4";"729.7";"752.2";"";"74";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"2.0";"25.2";"";"";"";"";"";"";
"08.09.2017 08:30";"27.0";"732.3";"755.2";"";"86";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"07.09.2017 17:30";"29.6";"729.9";"752.5";"";"77";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.1";"";"";"";"";"";"";
"07.09.2017 08:30";"25.4";"732.9";"755.9";"";"91";"Wind blowing from the east-northeast";"1";"";"";"100%.";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.9";"";"";"";"";"";"";
"06.09.2017 17:30";"31.4";"729.9";"752.3";"";"70";"Wind blowing from the east-northeast";"1";"";"";"70 – 80%.";" ";"";"";"";"33.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.2";"";"";"";"";"";"";
"06.09.2017 08:30";"27.0";"732.2";"755.1";"";"89";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.0";"";"";"";"";"";"";
"05.09.2017 17:30";"31.4";"729.9";"752.3";"";"73";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"33.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.1";"";"";"";"";"";"";
"05.09.2017 08:30";"25.6";"732.5";"755.5";"";"93";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"04.09.2017 08:30";"27.2";"732.3";"755.1";"";"84";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"03.09.2017 17:30";"30.6";"729.7";"752.2";"";"74";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"32.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.5";"";"";"";"";"";"";
"03.09.2017 08:30";"27.6";"731.7";"754.5";"";"87";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"22.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.3";"";"";"";"";"";"";
"02.09.2017 17:30";"29.7";"729.8";"752.4";"";"81";"Wind blowing from the east-northeast";"1";"";"";"70 – 80%.";" ";"";"";"";"32.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"02.09.2017 08:30";"25.2";"732.2";"755.2";"";"100";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.2";"";"";"";"";"";"";
"01.09.2017 17:30";"29.6";"729.1";"751.7";"";"78";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"31.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.4";"";"";"";"";"";"";
"01.09.2017 08:30";"25.2";"731.7";"754.7";"";"98";"Wind blowing from the east-northeast";"1";"";"";"100%.";" ";"";"";"23.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.9";"";"";"";"";"";"";
"30.08.2017 17:30";"31.2";"729.8";"752.3";"";"73";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"33.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.9";"";"";"";"";"";"";
"30.08.2017 08:30";"27.6";"732.2";"755.0";"";"89";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"25.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.6";"";"";"";"";"";"";
"29.08.2017 08:30";"27.0";"731.6";"754.4";"";"87";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"23.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.7";"";"";"";"";"";"";
"28.08.2017 17:30";"29.4";"729.2";"751.8";"";"82";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"31.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"28.08.2017 08:30";"27.4";"731.4";"754.2";"";"89";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.4";"";"";"";"";"";"";
"27.08.2017 17:30";"31.4";"728.9";"751.3";"";"73";"Wind blowing from the east-northeast";"1";"";"";"70 – 80%.";" ";"";"";"";"34.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.1";"";"";"";"";"";"";
"27.08.2017 08:30";"27.8";"732.4";"755.2";"";"86";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"26.08.2017 17:30";"30.6";"727.6";"750.0";"";"74";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"33.0";"";"";"600-1000";"";"";"4.0";"25.5";"";"";"";"";"";"";
"26.08.2017 08:30";"27.2";"729.5";"752.2";"";"92";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"24.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.8";"";"";"";"";"";"";
"25.08.2017 17:30";"29.6";"";"";"";"60";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"32.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.0";"";"";"";"";"";"";
"24.08.2017 17:30";"31.2";"729.0";"751.4";"";"73";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"33.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.9";"";"";"";"";"";"";
"24.08.2017 08:30";"27.0";"732.3";"755.2";"";"87";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"23.08.2017 17:30";"39.6";"731.8";"753.7";"";"44";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"39.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.1";"";"";"";"";"";"";
"23.08.2017 08:30";"25.0";"732.2";"755.2";"";"95";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.1";"";"";"";"";"";"";
"22.08.2017 17:30";"31.2";"728.0";"750.4";"";"75";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"32.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
