# Weather station Banda, India, WMO_ID=42473,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42473&lang=en
#
"Local time in Banda";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"15.09.2016 17:30";"28.8";"741.9";"752.1";"";"86";"Calm, no wind";"0";"";"";"70 – 80%.";"Rain, not freezing, intermittent, heavy at time of observation. ";"Rain.";"Rain.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.3";"";"";"";"";"";"";
"15.09.2016 08:30";"27.8";"744.9";"755.2";"";"94";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"26.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.7";"";"";"";"";"";"";
"14.09.2016 17:30";"30.4";"742.3";"752.5";"";"83";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"31.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.1";"";"";"";"";"";"";
"14.09.2016 08:30";"28.6";"745.6";"755.9";"";"65";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"25.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.4";"";"";"";"";"";"";
"13.09.2016 17:30";"26.4";"742.5";"752.8";"";"90";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"32.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
"13.09.2016 08:30";"28.6";"745.2";"755.5";"";"91";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"26.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.9";"";"";"";"";"";"";
"12.09.2016 17:30";"34.0";"741.5";"751.5";"";"62";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"37.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"25.6";"";"";"";"";"";"";
"12.09.2016 08:30";"29.8";"744.1";"754.3";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"11.09.2016 17:30";"33.4";"740.7";"750.8";"";"60";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"37.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.6";"";"";"";"";"";"";
"11.09.2016 08:30";"29.8";"744.1";"754.3";"";"66";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"26.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.8";"";"";"";"";"";"";
"10.09.2016 17:30";"33.0";"741.5";"751.6";"";"64";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"36.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.4";"";"";"";"";"";"";
"10.09.2016 08:30";"29.8";"745.0";"755.2";"";"70";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"09.09.2016 17:30";"33.6";"742.2";"752.3";"";"59";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"36.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"09.09.2016 08:30";"30.0";"745.2";"755.4";"";"75";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"26.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"25.2";"";"";"";"";"";"";
"08.09.2016 17:30";"31.4";"742.4";"752.5";"";"72";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"35.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.8";"";"";"";"";"";"";
"08.09.2016 08:30";"29.6";"744.3";"754.5";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"07.09.2016 17:30";"33.0";"741.5";"751.6";"";"58";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"34.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.8";"";"";"";"";"";"";
"07.09.2016 08:30";"28.0";"744.0";"754.3";"";"74";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"26.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"06.09.2016 17:30";"33.0";"741.5";"751.6";"";"58";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"34.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"05.09.2016 17:30";"32.4";"741.5";"751.6";"";"55";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"34.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.2";"";"";"";"";"";"";
"05.09.2016 08:30";"28.6";"743.9";"754.2";"";"76";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"26.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.0";"";"";"";"";"";"";
"04.09.2016 17:30";"33.0";"741.2";"751.3";"";"60";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"35.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.2";"";"";"";"";"";"";
"04.09.2016 08:30";"29.8";"743.2";"753.4";"";"73";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"27.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.4";"";"";"";"";"";"";
"03.09.2016 17:30";"32.8";"738.9";"748.9";"";"61";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"34.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.3";"";"";"";"";"";"";
"03.09.2016 08:30";"30.0";"741.3";"751.5";"";"75";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"27.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"25.2";"";"";"";"";"";"";
"02.09.2016 17:30";"30.4";"738.8";"748.9";"";"77";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.9";"";"";"";"";"";"";
"02.09.2016 08:30";"29.6";"741.7";"751.9";"";"83";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"27.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"26.5";"";"";"";"";"";"";
"01.09.2016 17:30";"32.8";"739.3";"749.4";"";"70";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"34.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"26.7";"";"";"";"";"";"";
"01.09.2016 08:30";"28.6";"742.6";"752.8";"";"88";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"27.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"26.4";"";"";"";"";"";"";
"31.08.2016 17:30";"28.8";"740.2";"750.4";"";"83";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"33.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.7";"";"";"";"";"";"";
"30.08.2016 17:30";"27.8";"740.2";"750.4";"";"87";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"35.8";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.5";"";"";"";"";"";"";
"30.08.2016 08:30";"30.6";"741.7";"751.9";"";"84";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"28.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"27.6";"";"";"";"";"";"";
"29.08.2016 08:30";"31.0";"742.8";"753.0";"";"78";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"28.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"26.8";"";"";"";"";"";"";
"28.08.2016 17:30";"34.0";"741.6";"751.6";"";"67";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"36.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"27.1";"";"";"";"";"";"";
"28.08.2016 08:30";"30.6";"745.0";"755.2";"";"86";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"28.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"27.9";"";"";"";"";"";"";
"27.08.2016 17:30";"33.0";"741.2";"751.3";"";"68";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"35.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"26.3";"";"";"";"";"";"";
"27.08.2016 08:30";"29.2";"744.5";"754.7";"";"88";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"26.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"27.0";"";"";"";"";"";"";
"26.08.2016 17:30";"32.0";"741.5";"751.6";"";"75";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"35.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.0";"";"";"";"";"";"";
"26.08.2016 08:30";"29.0";"744.2";"754.5";"";"91";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"27.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"27.3";"";"";"";"";"";"";
"25.08.2016 17:30";"29.0";"741.5";"751.7";"";"85";"Calm, no wind";"0";"";"";"70 – 80%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Rain.";"";"34.4";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.2";"";"";"";"";"";"";
"24.08.2016 17:30";"31.4";"740.3";"750.4";"";"70";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"33.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"25.2";"";"";"";"";"";"";
"24.08.2016 08:30";"27.4";"742.1";"752.4";"";"89";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"25.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.4";"";"";"";"";"";"";
"23.08.2016 17:30";"28.8";"739.0";"749.2";"";"88";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"30.2";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.6";"";"";"";"";"";"";
"23.08.2016 08:30";"25.2";"741.3";"751.6";"";"98";"Calm, no wind";"0";"";"";"70 – 80%.";"Rain, not freezing, intermittent, heavy at time of observation. ";"Rain.";"Rain.";"24.6";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"22.08.2016 17:30";"30.0";"740.8";"751.0";"";"82";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"31.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"26.6";"";"";"";"";"";"";
"21.08.2016 17:30";"30.2";"739.4";"749.5";"";"70";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"33.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"21.08.2016 08:30";"27.4";"741.3";"751.6";"";"";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"20.08.2016 17:30";"29.8";"739.2";"749.4";"";"77";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"32.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.3";"";"";"";"";"";"";
"20.08.2016 08:30";"28.0";"740.2";"750.4";"";"74";"Wind blowing from the south-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"23.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.0";"";"";"";"";"";"";
"19.08.2016 17:30";"26.0";"735.5";"745.7";"";"92";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"27.2";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"18.08.2016 17:30";"26.6";"739.0";"749.3";"";"95";"Calm, no wind";"0";"";"";"70 – 80%.";"Rain, not freezing, continuous, moderate at time of observation. ";"Rain.";"Rain.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.7";"";"";"";"";"";"";
"18.08.2016 08:30";"28.0";"739.6";"749.8";"";"92";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"26.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.6";"";"";"";"";"";"";
"17.08.2016 17:30";"28.2";"737.8";"748.0";"";"87";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"28.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.9";"";"";"";"";"";"";
"17.08.2016 08:30";"26.0";"738.6";"748.9";"";"95";"Calm, no wind";"0";"";"";"70 – 80%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.1";"";"";"";"";"";"";
"16.08.2016 17:30";"26.0";"737.1";"747.4";"";"94";"Calm, no wind";"0";"";"";"70 – 80%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Rain.";"";"26.4";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"16.08.2016 08:30";"24.4";"738.8";"749.1";"";"98";"Calm, no wind";"0";"";"";"70 – 80%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Rain.";"23.8";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"15.08.2016 17:30";"26.8";"738.4";"748.6";"";"94";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"27.2";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.7";"";"";"";"";"";"";
"15.08.2016 08:30";"25.2";"739.9";"750.2";"";"98";"Calm, no wind";"0";"";"";"70 – 80%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Rain.";"24.6";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"14.08.2016 08:30";"27.4";"741.0";"751.3";"";"95";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"26.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.6";"";"";"";"";"";"";
"13.08.2016 17:30";"27.0";"739.8";"750.1";"";"92";"Calm, no wind";"0";"";"";"70 – 80%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Rain.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.6";"";"";"";"";"";"";
"13.08.2016 08:30";"28.2";"741.4";"751.6";"";"91";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"27.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.5";"";"";"";"";"";"";
"12.08.2016 17:30";"30.6";"740.3";"750.4";"";"77";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"31.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.1";"";"";"";"";"";"";
"12.08.2016 08:30";"27.6";"741.9";"752.2";"";"82";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"26.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"11.08.2016 17:30";"33.2";"740.4";"750.5";"";"68";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"34.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"26.6";"";"";"";"";"";"";
