# Weather station Kanpur / Chakeri, India, WMO_ID=42367,selection from 17.11.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42367&lang=en
#
"Local time in Kanpur / Chakeri";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"19.06.2016 08:30";"32.0";"743.1";"753.4";"";"71";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"4.0";"26.1";"";"";"";"";"";"";
"18.06.2016 17:30";"27.0";"739.4";"749.8";"";"90";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"35.0";"";"";"600-1000";"";"";"4.0";"25.2";"";"";"";"";"";"";
"18.06.2016 08:30";"31.2";"741.2";"751.5";"";"75";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"28.6";"";"";"";"600-1000";"";"";"4.0";"26.2";"";"";"";"";"";"";
"17.06.2016 08:30";"33.0";"740.8";"751.0";"";"65";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"27.8";"";"";"";"600-1000";"";"";"4.0";"25.7";"";"";"";"";"";"";
"16.06.2016 17:30";"34.2";"736.5";"746.6";"";"50";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"36.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.3";"";"";"";"";"";"";
"16.06.2016 08:30";"31.0";"739.8";"750.1";"";"76";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"24.7";"";"";"";"600-1000";"";"";"4.0";"26.3";"";"";"";"";"";"";
"15.06.2016 17:30";"26.4";"737.9";"748.3";"";"92";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"";"38.4";"";"";"600-1000";"";"";"2.0";"25.0";"";"";"";"";"";"";
"15.06.2016 08:30";"30.8";"738.9";"749.2";"";"68";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"28.3";"";"";"";"600-1000";"";"";"4.0";"24.2";"";"";"";"";"";"";
"14.06.2016 17:30";"39.0";"736.3";"746.3";"";"31";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"13.06.2016 08:30";"35.6";"740.3";"750.4";"";"42";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"31.6";"";"";"";"600-1000";"";"";"4.0";"20.8";"";"";"";"";"";"";
"12.06.2016 17:30";"40.4";"740.2";"750.2";"";"";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"41.8";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"12.06.2016 08:30";"35.0";"740.4";"750.6";"";"45";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"29.6";"";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"11.06.2016 17:30";"41.2";"743.9";"753.9";"";"27";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"42.6";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"11.06.2016 08:30";"34.0";"739.9";"750.1";"";"51";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"30.4";"";"";"";"600-1000";"";"";"4.0";"22.4";"";"";"";"";"";"";
"10.06.2016 17:30";"42.0";"741.6";"751.6";"";"25";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"42.6";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"10.06.2016 08:30";"32.4";"740.3";"750.6";"";"60";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"28.6";"";"";"";"600-1000";"";"";"4.0";"23.8";"";"";"";"";"";"";
"09.06.2016 17:30";"39.8";"741.3";"751.3";"";"32";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"09.06.2016 08:30";"32.0";"740.3";"750.6";"";"58";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"08.06.2016 17:30";"37.4";"740.0";"750.1";"";"48";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"37.6";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"08.06.2016 08:30";"30.4";"742.4";"752.7";"";"67";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"07.06.2016 08:30";"33.0";"742.0";"752.3";"";"64";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"06.06.2016 17:30";"34.0";"740.5";"750.7";"";"47";"Wind blowing from the north";"2";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.0";"";"";"";"";"";"";
"06.06.2016 08:30";"34.2";"743.1";"753.3";"";"59";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"28.8";"";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"05.06.2016 08:30";"33.6";"743.2";"753.4";"";"61";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"29.5";"";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"04.06.2016 17:30";"36.8";"741.4";"751.5";"";"49";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"37.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.4";"";"";"";"";"";"";
"04.06.2016 08:30";"35.2";"743.1";"753.3";"";"55";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"30.5";"";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"03.06.2016 17:30";"39.8";"740.3";"750.3";"";"45";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"40.6";"";"";"";"";"";"4.0";"25.7";"";"";"";"";"";"";
"03.06.2016 08:30";"34.4";"743.0";"753.2";"";"61";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"29.7";"";"";"";"";"";"";"4.0";"25.9";"";"";"";"";"";"";
"02.06.2016 17:30";"40.4";"739.9";"749.9";"";"40";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"41.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.4";"";"";"";"";"";"";
"02.06.2016 08:30";"33.8";"742.9";"753.1";"";"64";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"29.4";"";"";"";"600-1000";"";"";"4.0";"26.0";"";"";"";"";"";"";
"01.06.2016 17:30";"40.0";"739.7";"749.7";"";"32";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.6";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"01.06.2016 08:30";"34.0";"743.0";"753.2";"";"54";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"31.05.2016 17:30";"34.2";"740.6";"750.8";"";"45";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"35.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.5";"";"";"";"";"";"";
"31.05.2016 08:30";"32.6";"743.0";"753.3";"";"57";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"30.05.2016 17:30";"35.4";"740.8";"751.0";"";"45";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"35.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.7";"";"";"";"";"";"";
"29.05.2016 17:30";"33.8";"740.2";"750.4";"";"52";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"29.05.2016 08:30";"26.8";"742.0";"752.5";"";"69";"Wind blowing from the south";"3";"";"";"50%.";" ";"";"";"22.1";"";"";"";"600-1000";"";"";"4.0";"20.7";"";"";"";"";"";"";
"28.05.2016 08:30";"30.8";"741.6";"751.9";"";"67";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"27.8";"";"";"";"600-1000";"";"";"4.0";"23.9";"";"";"";"";"";"";
"27.05.2016 17:30";"39.6";"737.9";"747.9";"";"35";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"40.8";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"27.05.2016 08:30";"33.6";"740.8";"751.0";"";"61";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"28.8";"";"";"";"600-1000";"";"";"4.0";"25.2";"";"";"";"";"";"";
"26.05.2016 17:30";"36.2";"737.9";"748.0";"";"49";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"36.4";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"26.05.2016 08:30";"29.2";"741.1";"751.5";"";"58";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"21.8";"";"";"";"600-1000";"";"";"2.0";"20.1";"";"";"";"";"";"";
"25.05.2016 17:30";"33.0";"735.7";"745.9";"";"42";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"33.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.6";"";"";"";"";"";"";
"25.05.2016 08:30";"31.2";"739.9";"750.2";"";"50";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"23.05.2016 08:30";"33.6";"740.2";"750.4";"";"56";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"29.0";"";"";"";"600-1000";"";"";"4.0";"23.6";"";"";"";"";"";"";
"22.05.2016 17:30";"39.4";"736.2";"746.2";"";"37";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"22.05.2016 08:30";"31.0";"739.7";"750.0";"";"63";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"21.05.2016 17:30";"37.8";"743.0";"753.1";"";"42";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"21.05.2016 08:30";"30.0";"740.0";"750.3";"";"56";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"20.05.2016 17:30";"38.4";"735.7";"745.7";"";"46";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"20.05.2016 08:30";"31.0";"739.8";"750.1";"";"69";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"19.05.2016 08:30";"32.0";"740.4";"750.7";"";"66";"Wind blowing from the south-east";"4";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"4.0";"24.9";"";"";"";"";"";"";
"18.05.2016 17:30";"42.2";"736.7";"746.6";"";"17";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"43.6";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"18.05.2016 08:30";"33.6";"740.1";"750.3";"";"44";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"17.05.2016 08:30";"36.2";"740.8";"750.9";"";"29";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"28.8";"";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"16.05.2016 17:30";"42.0";"738.3";"748.2";"";"15";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"44.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"10.3";"";"";"";"";"";"";
"16.05.2016 08:30";"36.6";"741.8";"751.9";"";"39";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.8";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"15.05.2016 17:30";"41.6";"740.2";"750.1";"";"25";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"42.8";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"14.05.2016 17:30";"41.8";"739.7";"749.6";"";"22";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"43.8";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"14.05.2016 08:30";"34.0";"742.6";"752.8";"";"49";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"13.05.2016 17:30";"40.6";"739.2";"749.2";"";"29";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"13.05.2016 08:30";"33.2";"742.1";"752.3";"";"52";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"28.4";"";"";"";"600-1000";"";"";"4.0";"22.1";"";"";"";"";"";"";
"12.05.2016 17:30";"38.8";"738.7";"748.7";"";"35";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.8";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"12.05.2016 08:30";"31.6";"743.3";"753.6";"";"66";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"11.05.2016 17:30";"35.4";"742.1";"752.3";"";"53";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"11.05.2016 08:30";"31.2";"746.3";"756.7";"";"64";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"26.5";"";"";"";"600-1000";"";"";"4.0";"23.7";"";"";"";"";"";"";
"10.05.2016 17:30";"38.0";"742.0";"752.1";"";"50";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"10.05.2016 08:30";"31.4";"746.9";"757.3";"";"63";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"24.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.6";"";"";"";"";"";"";
"09.05.2016 17:30";"36.6";"742.0";"752.1";"";"49";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"37.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.4";"";"";"";"";"";"";
"08.05.2016 17:30";"38.0";"742.3";"752.4";"";"51";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"39.2";"";"";"";"";"";"4.0";"26.1";"";"";"";"";"";"";
"08.05.2016 08:30";"32.2";"746.1";"756.4";"";"63";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"07.05.2016 23:30";"29.4";"744.5";"754.9";"";"50";"Wind blowing from the east-southeast";"2";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"17.8";"";"";"";"";"";"";
"07.05.2016 17:30";"35.6";"742.8";"753.0";"";"47";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"36.4";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"07.05.2016 08:30";"28.6";"746.0";"756.5";"";"64";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"21.8";"";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"06.05.2016 17:30";"33.2";"742.9";"753.2";"";"59";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"05.05.2016 17:30";"36.0";"742.8";"753.0";"";"59";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"26.9";"";"";"";"";"";"";
"04.05.2016 17:30";"37.0";"741.4";"751.5";"";"54";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"26.2";"";"";"";"";"";"";
"04.05.2016 08:30";"30.6";"746.3";"756.7";"";"59";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"25.5";"";"";"";"600-1000";"";"";"4.0";"21.7";"";"";"";"";"";"";
"03.05.2016 17:30";"36.2";"740.4";"750.5";"";"29";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"36.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"15.3";"";"";"";"";"";"";
"03.05.2016 08:30";"29.6";"743.1";"753.5";"";"71";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"26.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.8";"";"";"";"";"";"";
"02.05.2016 17:30";"42.4";"740.0";"749.9";"";"27";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"44.4";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"02.05.2016 08:30";"33.8";"743.8";"754.1";"";"40";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"01.05.2016 17:30";"39.4";"740.7";"750.7";"";"27";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"01.05.2016 08:30";"31.2";"744.1";"754.4";"";"43";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"20.7";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"30.04.2016 17:30";"39.8";"742.1";"752.1";"";"26";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"42.4";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"30.04.2016 08:30";"33.0";"745.3";"755.6";"";"55";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"21.7";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.9";"";"";"";"";"";"";
"29.04.2016 17:30";"40.2";"743.7";"753.7";"";"44";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"42.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.9";"";"";"";"";"";"";
"29.04.2016 08:30";"31.2";"745.4";"755.8";"";"57";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"21.0";"";"";"";"600-1000";"";"";"4.0";"21.8";"";"";"";"";"";"";
"28.04.2016 17:30";"39.4";"742.2";"752.2";"";"35";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"41.8";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"28.04.2016 08:30";"32.0";"745.5";"755.8";"";"49";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"21.8";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"27.04.2016 17:30";"41.0";"742.9";"752.9";"";"41";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"27.04.2016 08:30";"33.2";"746.0";"756.3";"";"47";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"22.6";"";"";"";"200-300";"";"";"3.9";"20.3";"";"";"";"";"";"";
"26.04.2016 17:30";"39.0";"744.9";"755.0";"";"31";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"41.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.9";"";"";"";"";"";"";
"26.04.2016 08:30";"32.2";"746.4";"756.7";"";"55";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"21.7";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.1";"";"";"";"";"";"";
"25.04.2016 17:30";"38.0";"743.6";"753.7";"";"43";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"40.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.2";"";"";"";"";"";"";
"25.04.2016 08:30";"32.6";"743.6";"753.9";"";"53";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"18.8";"";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"24.04.2016 17:30";"37.0";"740.3";"750.4";"";"47";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"24.04.2016 08:30";"30.4";"742.2";"752.5";"";"51";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"18.6";"";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"23.04.2016 17:30";"37.4";"740.6";"750.7";"";"46";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"22.04.2016 17:30";"40.2";"738.7";"748.7";"";"49";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"4.0";"27.6";"";"";"";"";"";"";
"22.04.2016 08:30";"34.2";"742.3";"752.5";"";"43";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"21.04.2016 17:30";"38.2";"741.7";"751.8";"";"34";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.8";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"21.04.2016 08:30";"32.6";"741.9";"752.2";"";"46";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"20.04.2016 17:30";"39.0";"743.0";"753.1";"";"32";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"20.04.2016 08:30";"34.6";"745.2";"755.4";"";"42";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"24.2";"";"";"";"600-1000";"";"";"4.0";"19.9";"";"";"";"";"";"";
"19.04.2016 08:30";"33.0";"744.7";"755.0";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"18.04.2016 17:30";"39.2";"741.8";"751.8";"";"34";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.8";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"18.04.2016 08:30";"33.6";"744.5";"754.8";"";"42";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"22.8";"";"";"";"600-1000";"";"";"4.0";"19.0";"";"";"";"";"";"";
"17.04.2016 17:30";"39.4";"741.3";"751.3";"";"29";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"41.2";"";"";"600-1000";"";"";"4.0";"18.2";"";"";"";"";"";"";
"17.04.2016 08:30";"32.8";"742.7";"753.0";"";"36";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"25.2";"";"";"";"600-1000";"";"";"4.0";"15.9";"";"";"";"";"";"";
"16.04.2016 17:30";"40.4";"740.9";"750.9";"";"26";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"16.04.2016 08:30";"34.0";"743.5";"753.7";"";"36";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"22.3";"";"";"";"600-1000";"";"";"4.0";"16.8";"";"";"";"";"";"";
"15.04.2016 17:30";"39.6";"741.7";"751.7";"";"24";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"42.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"15.5";"";"";"";"";"";"";
"14.04.2016 08:30";"30.4";"743.1";"753.5";"";"33";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"13.04.2016 08:30";"30.4";"743.9";"754.3";"";"35";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"23.7";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"12.04.2016 17:30";"35.6";"742.1";"752.3";"";"18";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"36.6";"";"";"";"";"";"4.0";"7.9";"";"";"";"";"";"";
"12.04.2016 08:30";"29.4";"745.4";"755.8";"";"36";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"23.7";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"12.9";"";"";"";"";"";"";
"11.04.2016 17:30";"38.0";"743.3";"753.4";"";"17";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.6";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"11.04.2016 08:30";"31.6";"745.7";"756.1";"";"33";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"13.3";"";"";"";"";"";"";
"10.04.2016 17:30";"38.6";"743.7";"753.8";"";"43";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"41.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.9";"";"";"";"";"";"";
"10.04.2016 08:30";"31.0";"747.1";"757.5";"";"42";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"09.04.2016 17:30";"37.8";"744.4";"754.5";"";"47";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"40.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.6";"";"";"";"";"";"";
"09.04.2016 08:30";"29.6";"746.6";"757.0";"";"45";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"18.6";"";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"08.04.2016 17:30";"37.2";"743.8";"753.9";"";"46";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"38.8";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"08.04.2016 08:30";"29.6";"747.0";"757.4";"";"45";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"07.04.2016 17:30";"36.0";"743.9";"754.1";"";"46";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"36.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.7";"";"";"";"";"";"";
