# Weather station Ghazipur, India, WMO_ID=42482,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42482&lang=en
#
"Local time in Ghazipur";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"27.03.2017 08:30";"24.0";"";"758.7";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"26.03.2017 17:30";"32.0";"";"754.2";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"26.03.2017 08:30";"21.0";"";"758.1";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"25.03.2017 08:30";"27.0";"";"757.1";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"24.03.2017 17:30";"35.0";"";"753.1";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"22.03.2017 20:30";"30.4";"";"755.2";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"17.2";"";"";"";"";"";"";
"22.03.2017 17:30";"30.4";"";"755.2";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"22.03.2017 08:30";"23.4";"";"758.3";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"21.03.2017 17:30";"29.4";"";"757.1";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"20.03.2017 17:30";"28.4";"750.5";"756.2";"";"38";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"12.6";"";"";"";"";"";"";
"20.03.2017 08:30";"23.0";"753.9";"759.7";"";"59";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"19.03.2017 08:30";"20.4";"753.3";"759.2";"";"73";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"17.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"15.4";"";"";"";"";"";"";
"17.03.2017 17:30";"28.0";"747.9";"753.6";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"17.03.2017 08:30";"23.0";"751.3";"757.1";"";"49";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"15.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"11.7";"";"";"";"";"";"";
"15.03.2017 17:30";"28.0";"753.0";"758.7";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"15.03.2017 08:30";"17.0";"754.3";"760.3";"";"61";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"13.03.2017 08:30";"18.8";"755.3";"761.2";"";"61";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"12.03.2017 17:30";"23.4";"752.6";"758.4";"";"45";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"10.8";"";"";"";"";"";"";
"12.03.2017 08:30";"16.6";"753.5";"759.5";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.7";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"11.03.2017 17:30";"25.4";"749.0";"754.8";"";"59";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"16.7";"";"";"";"";"";"";
"11.03.2017 08:30";"17.0";"751.7";"757.7";"";"92";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"15.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"15.6";"";"";"";"";"";"";
"10.03.2017 17:30";"24.4";"746.3";"752.1";"";"62";"Wind blowing from the north-west";"2";"";"";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"16.6";"";"";"";"";"";"";
"10.03.2017 08:30";"24.0";"749.2";"755.0";"";"66";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"09.03.2017 17:30";"27.4";"747.3";"753.0";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"09.03.2017 08:30";"21.0";"750.5";"756.4";"";"63";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"17.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"13.7";"";"";"";"";"";"";
"08.03.2017 08:30";"21.0";"751.4";"757.3";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"07.03.2017 17:30";"27.4";"749.5";"755.2";"";"42";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"13.2";"";"";"";"";"";"";
"07.03.2017 08:30";"20.0";"752.0";"757.9";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"06.03.2017 08:30";"21.0";"752.7";"758.6";"";"49";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"05.03.2017 17:30";"26.0";"749.7";"755.5";"";"45";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"05.03.2017 08:30";"21.0";"752.0";"757.9";"";"52";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"04.03.2017 08:30";"23.0";"751.2";"757.0";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"03.03.2017 17:30";"30.0";"748.6";"754.3";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"03.03.2017 08:30";"22.4";"751.8";"757.6";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"02.03.2017 17:30";"28.4";"748.9";"754.6";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"02.03.2017 08:30";"21.0";"753.5";"759.4";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"01.03.2017 17:30";"28.6";"751.3";"757.0";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"28.02.2017 17:30";"27.0";"752.3";"758.1";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"28.02.2017 08:30";"20.0";"756.4";"762.3";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"27.02.2017 17:30";"26.4";"753.3";"759.1";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"27.02.2017 08:30";"20.0";"756.0";"761.9";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"26.02.2017 17:30";"27.0";"750.8";"756.5";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"25.02.2017 17:30";"25.4";"752.9";"758.7";"";"45";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"25.02.2017 08:30";"17.0";"756.4";"762.4";"";"67";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"24.02.2017 17:30";"24.0";"753.5";"759.3";"";"39";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"24.02.2017 08:30";"16.4";"755.8";"761.8";"";"64";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"23.02.2017 17:30";"25.0";"752.8";"758.6";"";"41";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"23.02.2017 08:30";"19.0";"755.0";"760.9";"";"60";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"22.02.2017 17:30";"25.4";"751.5";"757.3";"";"52";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"22.02.2017 08:30";"22.0";"752.8";"758.7";"";"66";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"21.02.2017 08:30";"23.4";"749.7";"755.5";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"20.02.2017 17:30";"28.0";"747.3";"753.0";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"19.02.2017 17:30";"26.4";"751.2";"757.0";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"19.02.2017 08:30";"18.0";"756.2";"762.2";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"18.02.2017 17:30";"25.0";"754.3";"760.1";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"17.02.2017 17:30";"24.4";"754.3";"760.1";"";"69";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.4";"";"";"";"";"";"";
"17.02.2017 08:30";"18.0";"757.3";"763.3";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"16.02.2017 17:30";"24.4";"755.6";"761.4";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"15.02.2017 17:30";"21.4";"758.0";"763.9";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"15.02.2017 08:30";"17.4";"760.6";"766.6";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"14.02.2017 17:30";"23.4";"757.7";"763.6";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"14.02.2017 08:30";"19.0";"";"767.3";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"13.02.2017 17:30";"22.4";"";"763.4";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"13.02.2017 08:30";"18.0";"";"765.7";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"12.02.2017 17:30";"22.0";"";"762.6";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"12.02.2017 08:30";"16.0";"";"765.2";"";"71";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"10.8";"";"";"";"";"";"";
"11.02.2017 17:30";"20.0";"";"760.7";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"11.02.2017 08:30";"16.4";"";"763.6";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"10.02.2017 17:30";"22.4";"";"759.0";"";"43";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"09.02.2017 17:30";"25.4";"";"758.8";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"08.02.2017 17:30";"23.0";"";"759.7";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"08.02.2017 08:30";"16.4";"";"763.6";"";"79";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"07.02.2017 17:30";"23.4";"";"759.0";"";"41";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"04.02.2017 17:30";"23.0";"754.1";"760.0";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"02.02.2017 17:30";"18.0";"756.4";"762.4";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"02.02.2017 08:30";"15.0";"759.7";"765.8";"";"100";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"2.0";"15.0";"";"";"";"";"";"";
"01.02.2017 17:30";"19.0";"755.6";"761.5";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"31.01.2017 17:30";"20.4";"754.1";"760.0";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"31.01.2017 08:30";"16.0";"756.4";"762.4";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"2.0";"13.0";"";"";"";"";"";"";
"30.01.2017 17:30";"19.0";"754.2";"760.1";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"29.01.2017 17:30";"21.4";"755.6";"761.5";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"29.01.2017 08:30";"15.4";"758.4";"764.4";"";"87";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"28.01.2017 17:30";"20.4";"754.7";"760.6";"";"69";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"6.0";"14.6";"";"";"";"";"";"";
"28.01.2017 08:30";"14.4";"758.8";"764.9";"";"97";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"27.01.2017 17:30";"20.0";"755.3";"761.2";"";"92";"Calm, no wind";"0";"";"";"100%.";"Drizzle (not freezing) or snow grains not falling as shower(s). ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"18.7";"";"";"";"";"";"";
"27.01.2017 08:30";"18.0";"758.1";"764.1";"";"90";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"16.3";"";"";"";"";"";"";
"26.01.2017 08:30";"17.0";"758.8";"764.8";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"25.01.2017 17:30";"23.4";"756.8";"762.7";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"24.01.2017 17:30";"25.0";"756.9";"762.7";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"24.01.2017 08:30";"17.0";"";"765.8";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"23.01.2017 17:30";"24.0";"";"762.1";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"23.01.2017 08:30";"15.4";"";"765.6";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"22.01.2017 17:30";"23.0";"";"762.7";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"21.01.2017 17:30";"22.0";"";"763.2";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.5";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"21.01.2017 08:30";"13.0";"";"766.0";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.1";"";"";"";"";"";"";
"20.01.2017 17:30";"22.4";"";"762.1";"";"45";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"20.01.2017 08:30";"14.4";"";"766.0";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"18.01.2017 17:30";"20.4";"";"763.7";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"17.01.2017 17:30";"22.0";"";"760.6";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"17.01.2017 08:30";"14.4";"";"763.2";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"16.01.2017 17:30";"19.0";"";"760.3";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"15.01.2017 17:30";"19.0";"";"762.5";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"15.01.2017 08:30";"11.4";"";"765.4";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"14.01.2017 17:30";"17.0";"";"763.6";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"13.01.2017 08:30";"11.6";"";"764.1";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"4.6";"";"";"";"";"";"";
"05.01.2017 17:30";"18.4";"";"759.7";"";"86";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"0.05";"16.0";"";"";"";"";"";"";
"04.01.2017 17:30";"18.4";"";"761.0";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"1.0";"15.7";"";"";"";"";"";"";
"02.01.2017 17:30";"18.0";"";"760.8";"";"92";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"0.2";"16.7";"";"";"";"";"";"";
"01.01.2017 17:30";"16.4";"";"760.3";"";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, has begun or has become thicker during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.05";"16.4";"";"";"";"";"";"";
"29.12.2016 17:30";"14.0";"";"761.6";"";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, has begun or has become thicker during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.2";"14.0";"";"";"";"";"";"";
"27.12.2016 17:30";"19.0";"";"761.5";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"2.0";"16.3";"";"";"";"";"";"";
"26.12.2016 17:30";"17.0";"";"759.3";"";"92";"Wind blowing from the west";"1";"";"";"no clouds";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.5";"15.6";"";"";"";"";"";"";
"25.12.2016 17:30";"23.0";"";"757.6";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"2.0";"18.9";"";"";"";"";"";"";
"24.12.2016 17:30";"21.0";"";"757.1";"";"72";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.0";"15.7";"";"";"";"";"";"";
"23.12.2016 17:30";"20.4";"";"758.0";"";"81";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible, has begun or has become thicker during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.5";"17.1";"";"";"";"";"";"";
"23.12.2016 08:30";"14.4";"";"761.5";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible, has begun or has become thicker during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.5";"14.4";"";"";"";"";"";"";
"21.12.2016 17:30";"19.4";"";"759.0";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"20.12.2016 17:30";"19.0";"";"759.2";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"19.12.2016 08:30";"15.4";"757.3";"763.3";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"18.12.2016 17:30";"21.4";"755.4";"761.3";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"18.12.2016 08:30";"15.2";"757.7";"763.7";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"17.12.2016 17:30";"20.0";"753.9";"759.8";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"1.0";"16.7";"";"";"";"";"";"";
"17.12.2016 08:30";"15.4";"757.4";"763.4";"";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"less than 0.05";"15.4";"";"";"";"";"";"";
"16.12.2016 17:30";"18.4";"755.0";"760.9";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"0.5";"15.0";"";"";"";"";"";"";
"15.12.2016 17:30";"20.0";"754.8";"760.7";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"12.12.2016 17:30";"15.4";"";"759.3";"";"96";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.05";"14.7";"";"";"";"";"";"";
"11.12.2016 17:30";"15.4";"";"758.5";"";"89";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.5";"13.6";"";"";"";"";"";"";
"10.12.2016 17:30";"14.4";"";"759.5";"";"89";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, has begun or has become thicker during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.5";"12.6";"";"";"";"";"";"";
