# Weather station Pantnagar, India, WMO_ID=42148,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42148&lang=en
#
"Local time in Pantnagar";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.12.2017 17:30";"19.6";"739.2";"759.5";"";"64";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.1";"";"";"";"";"";"1.0";"12.5";"";"";"";"";"";"";
"08.12.2017 11:30";"20.4";"741.4";"761.7";"-0.2";"61";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.0";"12.6";"";"";"";"";"";"";
"08.12.2017 08:30";"11.4";"741.6";"762.6";"";"92";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"7.6";"";"";"";"";"";"";"1.0";"10.2";"";"";"";"";"";"";
"07.12.2017 17:30";"20.4";"739.4";"759.7";"";"63";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.3";"";"";"";"";"";"2.0";"13.0";"";"";"";"";"";"";
"07.12.2017 11:30";"21.0";"741.2";"761.5";"0.1";"65";"Wind blowing from the west";"1";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"14.1";"";"";"";"";"";"";
"07.12.2017 08:30";"15.0";"741.1";"761.8";"";"89";"Calm, no wind";"0";"";"";"60%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"12.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"13.2";"";"";"";"";"";"";
"06.12.2017 20:30";"21.2";"738.7";"759.4";"";"75";"Calm, no wind";"0";"";"";"40%.";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"16.6";"";"";"";"";"";"";
"06.12.2017 17:30";"21.2";"738.7";"759.4";"";"75";"Calm, no wind";"0";"";"";"40%.";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"16.6";"";"";"";"";"";"";
"06.12.2017 11:30";"21.2";"741.4";"761.6";"0.5";"64";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"14.0";"";"";"";"";"";"";
"06.12.2017 08:30";"14.8";"740.9";"761.6";"";"93";"Calm, no wind";"0";"";"";"70 – 80%.";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"12.7";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"0.2";"13.7";"";"";"";"";"";"";
"05.12.2017 17:30";"18.0";"740.4";"761.1";"";"82";"variable wind direction";"1";"";"";"100%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"22.2";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"1.0";"14.9";"";"";"";"";"";"";
"05.12.2017 11:30";"18.8";"741.7";"762.2";"-0.1";"71";"Wind blowing from the west";"2";"";"";"100%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"13.5";"";"";"";"";"";"";
"05.12.2017 08:30";"14.8";"741.8";"762.6";"";"90";"Wind blowing from the north-northwest";"2";"";"";"90  or more, but not 100%";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"12.6";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"13.2";"";"";"";"";"";"";
"04.12.2017 17:30";"16.8";"739.6";"760.1";"";"78";"Calm, no wind";"0";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"20.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"1.0";"12.9";"";"";"";"";"";"";
"04.12.2017 11:30";"18.0";"742.3";"762.8";"0.3";"67";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"11.8";"";"";"";"";"";"";
"04.12.2017 08:30";"9.2";"742.0";"763.2";"";"95";"Calm, no wind";"0";"";"";"70 – 80%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"6.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"8.4";"";"";"";"";"";"";
"03.12.2017 17:30";"18.2";"740.6";"761.1";"";"71";"Calm, no wind";"0";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"24.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"12.9";"";"";"";"";"";"";
"03.12.2017 11:30";"20.4";"743.2";"763.6";"0.2";"59";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"12.2";"";"";"";"";"";"";
"03.12.2017 08:30";"9.2";"743.0";"764.2";"";"95";"Calm, no wind";"0";"";"";"60%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"6.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"8.4";"";"";"";"";"";"";
"02.12.2017 17:30";"21.0";"741.1";"761.4";"";"75";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.5";"";"";"";"";"";"2.0";"16.4";"";"";"";"";"";"";
"02.12.2017 11:30";"21.8";"743.6";"763.9";"0.1";"49";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"10.5";"";"";"";"";"";"";
"02.12.2017 08:30";"9.4";"743.5";"764.7";"";"95";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"6.6";"";"";"";"";"";"";"2.0";"8.6";"";"";"";"";"";"";
"01.12.2017 17:30";"18.4";"740.2";"760.7";"";"88";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.2";"";"";"";"";"";"1.0";"16.4";"";"";"";"";"";"";
"01.12.2017 11:30";"21.0";"742.6";"762.9";"-0.2";"57";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"12.1";"";"";"";"";"";"";
"01.12.2017 08:30";"8.6";"742.8";"764.0";"";"92";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"6.0";"";"";"";"";"";"";"2.0";"7.3";"";"";"";"";"";"";
"30.11.2017 17:30";"19.6";"740.3";"760.6";"";"83";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"23.2";"";"";"";"";"";"2.0";"16.6";"";"";"";"";"";"";
"30.11.2017 11:30";"20.8";"742.7";"763.0";"-0.2";"62";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"13.1";"";"";"";"";"";"";
"30.11.2017 08:30";"8.4";"742.9";"764.2";"";"92";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"5.5";"";"";"";"";"";"";"1.0";"7.1";"";"";"";"";"";"";
"29.11.2017 17:30";"19.2";"741.3";"761.7";"";"79";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.4";"";"";"";"";"";"1.0";"15.5";"";"";"";"";"";"";
"29.11.2017 11:30";"22.0";"744.0";"764.3";"0.7";"66";"Wind blowing from the east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"15.3";"";"";"";"";"";"";
"29.11.2017 08:30";"9.4";"743.3";"764.5";"";"95";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"6.4";"";"";"";"";"";"";"2.0";"8.6";"";"";"";"";"";"";
"28.11.2017 17:30";"19.4";"739.2";"759.5";"";"85";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"22.5";"";"";"";"";"";"2.0";"16.8";"";"";"";"";"";"";
"28.11.2017 11:30";"20.8";"741.0";"761.3";"0.6";"57";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"11.9";"";"";"";"";"";"";
"28.11.2017 08:30";"9.4";"740.4";"761.5";"";"95";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"5.7";"";"";"";"";"";"";"1.0";"8.6";"";"";"";"";"";"";
"27.11.2017 17:30";"18.0";"739.0";"759.7";"";"80";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"24.4";"";"";"";"";"";"1.0";"14.5";"";"";"";"";"";"";
"27.11.2017 11:30";"20.2";"741.2";"761.5";"0.4";"55";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"10.7";"";"";"";"";"";"";
"27.11.2017 08:30";"9.4";"740.8";"762.0";"";"92";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"5.0";"";"";"";"";"";"";"2.0";"8.2";"";"";"";"";"";"";
"26.11.2017 17:30";"20.2";"740.5";"760.8";"";"75";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.9";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"26.11.2017 11:30";"22.6";"743.4";"763.6";"-0.2";"41";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"8.7";"";"";"";"";"";"";
"26.11.2017 08:30";"10.4";"743.6";"764.8";"";"92";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"6.3";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"25.11.2017 17:30";"19.0";"740.5";"760.9";"";"79";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.7";"";"";"";"";"";"2.0";"15.3";"";"";"";"";"";"";
"25.11.2017 11:30";"21.8";"742.9";"763.1";"0.9";"47";"Wind blowing from the south-east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"25.11.2017 08:30";"11.4";"742.0";"763.0";"";"83";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"6.5";"";"";"";"";"";"";"2.0";"8.6";"";"";"";"";"";"";
"24.11.2017 17:30";"19.8";"739.9";"760.2";"";"69";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.6";"";"";"";"";"";"2.0";"13.9";"";"";"";"";"";"";
"24.11.2017 11:30";"20.8";"742.1";"762.4";"0.6";"52";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"24.11.2017 08:30";"9.2";"741.5";"762.7";"";"95";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"5.5";"";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"23.11.2017 17:30";"19.8";"738.9";"759.2";"";"62";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.0";"";"";"";"";"";"2.0";"12.3";"";"";"";"";"";"";
"23.11.2017 11:30";"21.0";"740.3";"760.6";"0.0";"52";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"23.11.2017 08:30";"9.0";"740.3";"761.5";"";"95";"Calm, no wind";"0";"";"";"50%.";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"4.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"0.5";"8.2";"";"";"";"";"";"";
"22.11.2017 17:30";"20.4";"738.5";"758.8";"";"64";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.8";"";"";"";"";"";"1.0";"13.4";"";"";"";"";"";"";
"22.11.2017 11:30";"20.4";"741.1";"761.4";"0.5";"55";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"22.11.2017 08:30";"9.0";"740.6";"761.8";"";"97";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"5.5";"";"";"";"";"";"";"0.5";"8.6";"";"";"";"";"";"";
"21.11.2017 17:30";"19.0";"739.4";"759.8";"";"74";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"24.4";"";"";"";"";"";"2.0";"14.2";"";"";"";"";"";"";
"21.11.2017 11:30";"19.2";"741.3";"761.7";"0.3";"62";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.0";"11.6";"";"";"";"";"";"";
