# Weather station Shahjahanpur, India, WMO_ID=42266,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42266&lang=en
#
"Local time in Shahjahanpur";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"04.01.2017 08:30";"12.0";"748.4";"762.4";"";"100";"Wind blowing from the south-west";"1";"";"";"no clouds";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"11.5";"";"";"";"";"";"";"0.5";"12.0";"";"";"";"";"";"";
"03.01.2017 08:30";"10.4";"749.5";"763.6";"";"100";"Wind blowing from the south";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, has begun or has become thicker during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"9.9";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.05";"10.4";"";"";"";"";"";"";
"02.01.2017 17:30";"19.4";"747.0";"760.6";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"21.0";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"02.01.2017 08:30";"12.0";"749.0";"763.0";"";"93";"Wind blowing from the south";"1";"";"";"no clouds";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"9.8";"";"";"";"";"";"";"0.2";"10.9";"";"";"";"";"";"";
"01.01.2017 17:30";"20.8";"746.3";"759.9";"";"68";"Wind blowing from the south";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"21.3";"";"";"";"";"";"2.0";"14.7";"";"";"";"";"";"";
"29.12.2016 17:30";"18.6";"745.2";"758.8";"";"84";"Wind blowing from the north-east";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"19.1";"";"";"";"";"";"2.0";"15.9";"";"";"";"";"";"";
"29.12.2016 08:30";"11.0";"749.5";"763.6";"";"95";"Wind blowing from the north-east";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.3";"";"";"";"";"";"";"1.0";"10.2";"";"";"";"";"";"";
"28.12.2016 08:30";"8.4";"747.4";"761.6";"";"100";"Wind blowing from the north-east";"1";"";"";"no clouds";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"7.7";"";"";"";"";"";"";"less than 0.05";"8.4";"";"";"";"";"";"";
"27.12.2016 17:30";"19.4";"745.7";"759.3";"";"60";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"21.4";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"27.12.2016 08:30";"11.0";"";"762.4";"";"90";"Wind blowing from the west";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.3";"";"";"";"";"";"";"1.0";"9.4";"";"";"";"";"";"";
"26.12.2016 17:30";"22.0";"";"757.9";"";"50";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"23.2";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"26.12.2016 08:30";"11.8";"";"761.2";"";"95";"Wind blowing from the west";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.1";"";"";"";"";"";"";"1.0";"11.0";"";"";"";"";"";"";
"25.12.2016 17:30";"22.6";"";"757.6";"";"73";"Wind blowing from the east";"1";"";"";"20–30%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"23.4";"";"";"2500 or more, or no clouds.";"";"";"2.0";"17.5";"";"";"";"";"";"";
"25.12.2016 08:30";"11.2";"";"760.0";"";"97";"Wind blowing from the north";"1";"";"";"no clouds";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"8.9";"";"";"";"";"";"";"less than 0.05";"10.8";"";"";"";"";"";"";
"24.12.2016 17:30";"22.4";"";"756.0";"";"66";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"24.4";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"24.12.2016 08:30";"9.4";"";"759.5";"";"92";"Wind blowing from the east";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"8.4";"";"";"";"";"";"";"2.0";"8.2";"";"";"";"";"";"";
"23.12.2016 17:30";"23.4";"";"756.8";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.6";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"22.12.2016 17:30";"20.4";"";"759.1";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"22.0";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"22.12.2016 08:30";"9.6";"";"761.7";"";"97";"Wind blowing from the east";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"7.4";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"less than 0.05";"9.2";"";"";"";"";"";"";
"21.12.2016 17:30";"19.0";"";"759.1";"";"75";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"21.0";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"21.12.2016 08:30";"11.0";"";"761.4";"";"88";"Wind blowing from the west";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.1";"";"";"";"";"";"";"2.0";"9.0";"";"";"";"";"";"";
"20.12.2016 17:30";"22.4";"";"757.6";"";"51";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"24.0";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"19.12.2016 08:30";"11.0";"748.6";"762.7";"";"85";"Wind blowing from the west";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"7.2";"";"";"";"";"";"";"2.0";"8.6";"";"";"";"";"";"";
"18.12.2016 08:30";"7.6";"748.4";"762.6";"";"92";"Wind blowing from the west";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"6.6";"";"";"";"";"";"";"2.0";"6.3";"";"";"";"";"";"";
"17.12.2016 08:30";"9.4";"748.8";"763.0";"";"97";"Wind blowing from the west";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"8.0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"less than 0.05";"9.0";"";"";"";"";"";"";
"16.12.2016 17:30";"18.4";"747.2";"760.9";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"19.5";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"15.12.2016 17:30";"20.4";"745.7";"759.3";"";"64";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"22.0";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"15.12.2016 08:30";"10.6";"747.6";"761.7";"";"97";"Wind blowing from the west";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"9.0";"";"";"";"";"";"";"2.0";"10.2";"";"";"";"";"";"";
"14.12.2016 17:30";"22.0";"746.2";"759.7";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"23.6";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"13.12.2016 17:30";"16.4";"745.8";"759.6";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"18.4";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"13.12.2016 08:30";"10.8";"746.7";"760.8";"";"97";"Wind blowing from the east";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"10.1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"less than 0.05";"10.4";"";"";"";"";"";"";
"12.12.2016 17:30";"19.0";"745.0";"758.6";"";"81";"Wind blowing from the east";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"20.8";"";"";"";"";"";"2.0";"15.6";"";"";"";"";"";"";
"12.12.2016 08:30";"12.8";"746.0";"759.9";"";"97";"Wind blowing from the north-northeast";"11";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, has begun or has become thicker during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"11.4";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"2500 or more, or no clouds.";"";"";"less than 0.05";"12.4";"";"";"";"";"";"";
"11.12.2016 17:30";"19.4";"743.8";"757.4";"";"87";"Wind blowing from the east";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"21.0";"";"";"";"";"";"2.0";"17.1";"";"";"";"";"";"";
"11.12.2016 08:30";"10.6";"746.5";"760.6";"";"97";"Wind blowing from the east";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, has begun or has become thicker during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"9.8";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"less than 0.05";"10.2";"";"";"";"";"";"";
"10.12.2016 17:30";"18.0";"744.9";"758.6";"";"75";"Wind blowing from the south";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"19.5";"";"";"";"";"";"2.0";"13.4";"";"";"";"";"";"";
"10.12.2016 08:30";"12.0";"747.5";"761.5";"";"93";"Wind blowing from the east";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.2";"";"";"";"";"";"";"1.0";"10.9";"";"";"";"";"";"";
"09.12.2016 17:30";"14.4";"743.8";"757.6";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"16.8";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"09.12.2016 08:30";"9.8";"747.6";"761.7";"";"95";"Wind blowing from the south";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"9.0";"";"";"";"";"";"";"1.0";"9.0";"";"";"";"";"";"";
"08.12.2016 17:30";"14.0";"746.4";"760.3";"";"93";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"14.6";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.05";"12.9";"";"";"";"";"";"";
"08.12.2016 08:30";"11.0";"748.7";"762.8";"";"97";"Wind blowing from the west";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, has begun or has become thicker during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"10.4";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.05";"10.6";"";"";"";"";"";"";
"07.12.2016 17:30";"15.4";"746.2";"760.0";"";"96";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"15.6";"";"Sky obscured by fog and/or other meteorological phenomena.";"2500 or more, or no clouds.";"";"";"1.0";"14.7";"";"";"";"";"";"";
"07.12.2016 08:30";"12.4";"749.5";"763.5";"";"100";"Wind blowing from the north-west";"1";"";"";"no clouds";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"11.8";"";"";"";"";"";"";"0.05";"12.4";"";"";"";"";"";"";
"06.12.2016 17:30";"16.4";"747.8";"761.6";"";"90";"Wind blowing from the west";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"17.0";"";"";"";"";"";"1.0";"14.7";"";"";"";"";"";"";
"04.12.2016 08:30";"12.4";"751.0";"765.1";"";"96";"Wind blowing from the south-west";"1";"";"";"no clouds";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"11.6";"";"";"";"";"";"";"0.2";"11.7";"";"";"";"";"";"";
"03.12.2016 17:30";"23.0";"748.3";"761.8";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.6";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"03.12.2016 08:30";"14.0";"742.6";"756.4";"";"96";"Wind blowing from the north-west";"1";"";"";"no clouds";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"13.3";"";"";"";"";"";"";"0.2";"13.3";"";"";"";"";"";"";
"02.12.2016 17:30";"24.4";"745.7";"759.1";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.6";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"02.12.2016 08:30";"13.8";"749.1";"763.0";"";"95";"Wind blowing from the north-west";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.6";"";"";"";"";"";"";"2.0";"13.0";"";"";"";"";"";"";
"01.12.2016 17:30";"25.4";"744.9";"758.2";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.8";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"01.12.2016 08:30";"15.0";"748.5";"762.4";"";"81";"Wind blowing from the north-west";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.5";"";"";"";"";"";"";"2.0";"11.7";"";"";"";"";"";"";
"30.11.2016 17:30";"26.4";"746.1";"759.4";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"30.11.2016 08:30";"12.8";"748.7";"762.7";"";"96";"Wind blowing from the east";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.8";"";"";"";"";"";"";"2.0";"12.1";"";"";"";"";"";"";
"29.11.2016 17:30";"25.0";"744.2";"757.5";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.2";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"29.11.2016 08:30";"14.6";"747.0";"760.9";"";"98";"variable wind direction";"1";"";"";"no clouds";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"13.0";"";"";"";"";"";"";"0.05";"14.3";"";"";"";"";"";"";
"28.11.2016 17:30";"22.0";"743.1";"756.6";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.2";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"28.11.2016 08:30";"12.4";"747.2";"761.2";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"27.11.2016 17:30";"25.0";"743.9";"757.2";"";"61";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"25.6";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"27.11.2016 08:30";"13.0";"746.3";"760.2";"";"90";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky invisible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.2";"";"";"";"";"";"";"1.0";"11.4";"";"";"";"";"";"";
"26.11.2016 17:30";"25.4";"743.4";"756.7";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"26.11.2016 08:30";"14.0";"745.2";"759.1";"";"82";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"25.11.2016 17:30";"26.0";"741.9";"755.1";"";"42";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"25.11.2016 08:30";"13.0";"746.1";"760.0";"";"83";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"10.4";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"24.11.2016 17:30";"26.0";"743.6";"756.9";"";"45";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"27.8";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"24.11.2016 08:30";"15.4";"745.4";"759.2";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.8";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"23.11.2016 17:30";"24.4";"742.6";"755.9";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.4";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"23.11.2016 08:30";"13.0";"746.1";"760.0";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"22.11.2016 17:30";"26.4";"742.3";"755.5";"";"46";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"27.8";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"22.11.2016 08:30";"13.4";"745.5";"759.4";"";"84";"Wind blowing from the west";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.4";"";"";"";"";"";"";"1.0";"10.7";"";"";"";"";"";"";
"21.11.2016 17:30";"25.0";"743.1";"756.4";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.4";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"21.11.2016 08:30";"13.4";"747.0";"760.9";"";"91";"Wind blowing from the north";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.1";"";"";"";"";"";"";"2.0";"11.9";"";"";"";"";"";"";
"20.11.2016 17:30";"25.0";"744.2";"757.5";"";"55";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"26.5";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"20.11.2016 08:30";"12.4";"746.8";"760.8";"";"88";"Wind blowing from the east";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.2";"";"";"";"";"";"";"2.0";"10.5";"";"";"";"";"";"";
"19.11.2016 17:30";"25.0";"743.1";"756.4";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.8";"";"";"";"";"";"2.0";"15.8";"";"";"";"";"";"";
"19.11.2016 08:30";"13.2";"745.9";"759.8";"";"88";"Wind blowing from the south";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.6";"";"";"";"";"";"";"2.0";"11.3";"";"";"";"";"";"";
"18.11.2016 17:30";"24.0";"743.9";"757.3";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
