# Weather station Varanasi, India, WMO_ID=42483,selection from 17.11.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42483&lang=en
#
"Local time in Varanasi";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"26.11.2017 17:30";"22.0";"753.5";"761.4";"";"60";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.5";"";"";"";"";"";"2.0";"13.8";"";"";"";"";"";"";
"26.11.2017 08:30";"13.0";"755.9";"764.1";"";"88";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.2";"";"";"";"";"";"";"1.0";"11.1";"";"";"";"";"";"";
"25.11.2017 17:30";"21.6";"753.9";"761.8";"";"61";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.2";"";"";"";"";"";"2.0";"13.7";"";"";"";"";"";"";
"25.11.2017 08:30";"13.8";"756.3";"764.4";"";"80";"Wind blowing from the south";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.1";"";"";"";"";"";"";"1.0";"10.4";"";"";"";"";"";"";
"24.11.2017 17:30";"21.4";"752.7";"760.6";"";"57";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.0";"";"";"";"";"";"2.0";"12.6";"";"";"";"";"";"";
"24.11.2017 08:30";"12.0";"755.4";"763.6";"";"88";"Wind blowing from the south-east";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"9.7";"";"";"";"";"";"";"1.0";"10.1";"";"";"";"";"";"";
"23.11.2017 17:30";"22.0";"751.7";"759.6";"";"54";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.0";"";"";"";"";"";"2.0";"12.1";"";"";"";"";"";"";
"23.11.2017 08:30";"14.8";"754.6";"762.7";"";"72";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.5";"";"";"";"";"";"";"1.0";"9.8";"";"";"";"";"";"";
"22.11.2017 17:30";"21.8";"751.5";"759.4";"";"55";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.8";"";"";"";"";"";"2.0";"12.3";"";"";"";"";"";"";
"22.11.2017 08:30";"14.8";"754.6";"762.7";"";"79";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.2";"";"";"";"";"";"";"1.0";"11.1";"";"";"";"";"";"";
"21.11.2017 17:30";"21.8";"752.7";"760.6";"";"53";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.6";"";"";"";"";"";"2.0";"11.9";"";"";"";"";"";"";
"21.11.2017 08:30";"16.8";"755.8";"763.9";"";"66";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.7";"";"";"";"";"";"";"2.0";"10.4";"";"";"";"";"";"";
"20.11.2017 17:30";"24.8";"752.6";"760.4";"";"58";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.3";"";"";"";"";"";"2.0";"16.0";"";"";"";"";"";"";
"20.11.2017 08:30";"19.8";"755.8";"763.8";"";"81";"Wind blowing from the north-west";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.0";"";"";"";"";"";"";"1.0";"16.5";"";"";"";"";"";"";
"19.11.2017 17:30";"26.2";"752.3";"760.1";"";"57";"Wind blowing from the north-west";"2";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"30.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"16.9";"";"";"";"";"";"";
"19.11.2017 08:30";"19.8";"753.1";"761.0";"";"91";"Wind blowing from the south-southwest";"1";"";"";"20–30%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"17.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"18.3";"";"";"";"";"";"";
"18.11.2017 17:30";"26.4";"751.5";"759.3";"";"76";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"31.0";"";"";"";"";"";"2.0";"21.9";"";"";"";"";"";"";
"18.11.2017 08:30";"21.4";"753.6";"761.5";"";"96";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.6";"";"";"";"";"";"";"1.0";"20.8";"";"";"";"";"";"";
"17.11.2017 17:30";"27.2";"749.3";"757.0";"";"69";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"31.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.9";"";"";"";"";"";"";
"17.11.2017 08:30";"20.4";"753.9";"761.8";"";"87";"Wind blowing from the north-east";"1";"";"";"40%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"18.2";"";"";"";"";"";"";
"16.11.2017 17:30";"25.8";"751.2";"759.0";"";"66";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"27.1";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"18.9";"";"";"";"";"";"";
"16.11.2017 08:30";"21.0";"754.0";"761.9";"";"87";"Calm, no wind";"0";"";"";"60%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"18.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"18.8";"";"";"";"";"";"";
"15.11.2017 08:30";"19.0";"753.9";"761.9";"";"83";"Wind blowing from the north-east";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.5";"";"";"";"";"";"";"1.0";"16.0";"";"";"";"";"";"";
"14.11.2017 17:30";"23.8";"749.5";"757.3";"";"83";"Wind blowing from the north-northeast";"1";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"20.7";"";"";"";"";"";"";
"14.11.2017 08:30";"17.0";"752.6";"760.6";"";"90";"Calm, no wind";"0";"";"";"40%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"1.0";"15.3";"";"";"";"";"";"";
"13.11.2017 17:30";"23.4";"749.8";"757.6";"";"64";"Calm, no wind";"0";"";"";"40%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"16.2";"";"";"";"";"";"";
"13.11.2017 08:30";"17.6";"752.5";"760.5";"";"96";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.3";"";"";"";"";"";"";"1.0";"16.9";"";"";"";"";"";"";
"12.11.2017 17:30";"25.2";"749.4";"757.2";"";"63";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"30.6";"";"";"";"";"";"2.0";"17.7";"";"";"";"";"";"";
"12.11.2017 08:30";"19.0";"754.1";"762.1";"";"84";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.5";"";"";"";"";"";"";"1.0";"16.3";"";"";"";"";"";"";
"11.11.2017 17:30";"23.8";"751.3";"759.1";"";"72";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"30.0";"";"";"";"";"";"2.0";"18.4";"";"";"";"";"";"";
"11.11.2017 08:30";"17.8";"755.6";"763.6";"";"98";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"16.5";"";"";"";"";"";"";"0.5";"17.5";"";"";"";"";"";"";
"10.11.2017 17:30";"23.8";"751.1";"758.9";"";"75";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"28.0";"";"";"";"";"";"2.0";"19.1";"";"";"";"";"";"";
"10.11.2017 11:30";"19.2";"754.3";"762.3";"";"96";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"17.4";"29.6";"";"";"";"";"";"";"18.6";"";"";"";"";"";"";
"10.11.2017 08:30";"19.2";"754.3";"762.3";"";"96";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"17.4";"";"";"";"";"";"";"0.5";"18.6";"";"";"";"";"";"";
"09.11.2017 17:30";"26.2";"751.3";"759.1";"";"75";"Wind blowing from the north-northeast";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.6";"";"";"";"";"";"1.0";"21.4";"";"";"";"";"";"";
"09.11.2017 08:30";"18.8";"754.4";"762.4";"";"96";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.5";"";"";"";"";"";"";"1.0";"18.1";"";"";"";"";"";"";
"08.11.2017 17:30";"25.4";"751.0";"758.8";"";"67";"Wind blowing from the east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"31.5";"";"";"";"";"";"2.0";"18.8";"";"";"";"";"";"";
"08.11.2017 08:30";"18.8";"754.4";"762.4";"";"96";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.5";"";"";"";"";"";"";"1.0";"18.1";"";"";"";"";"";"";
"07.11.2017 17:30";"26.2";"752.3";"760.1";"";"63";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"32.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"18.7";"";"";"";"";"";"";
"07.11.2017 08:30";"20.4";"754.4";"762.3";"";"87";"Wind blowing from the west";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"17.6";"";"";"";"";"";"";"2.0";"18.2";"";"";"";"";"";"";
"06.11.2017 17:30";"27.2";"751.5";"759.2";"";"62";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"32.4";"";"";"";"";"";"2.0";"19.2";"";"";"";"";"";"";
"06.11.2017 08:30";"22.4";"755.4";"763.3";"";"76";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"19.0";"";"";"";"";"";"";"1.0";"17.9";"";"";"";"";"";"";
"05.11.2017 17:30";"27.2";"751.7";"759.4";"";"66";"Wind blowing from the north-northeast";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"30.9";"";"";"";"";"";"2.0";"20.2";"";"";"";"";"";"";
"05.11.2017 08:30";"20.8";"755.8";"763.7";"";"91";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.3";"";"";"";"";"";"";"1.0";"19.2";"";"";"";"";"";"";
"04.11.2017 17:30";"26.8";"752.1";"759.8";"";"64";"Wind blowing from the east-southeast";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"31.2";"";"";"";"";"";"2.0";"19.4";"";"";"";"";"";"";
"04.11.2017 08:30";"20.4";"755.4";"763.4";"";"96";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.1";"";"";"";"";"";"";"1.0";"19.8";"";"";"";"";"";"";
"03.11.2017 17:30";"27.2";"751.7";"759.4";"";"63";"Wind blowing from the east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"31.0";"";"";"";"";"";"2.0";"19.5";"";"";"";"";"";"";
"03.11.2017 08:30";"20.4";"754.7";"762.6";"";"92";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.1";"";"";"";"";"";"";"1.0";"19.1";"";"";"";"";"";"";
"02.11.2017 17:30";"26.6";"751.5";"759.2";"";"69";"Wind blowing from the east";"1";"";"";"40%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"30.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.5";"";"";"";"";"";"";
"02.11.2017 08:30";"20.4";"755.1";"763.1";"";"96";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.0";"";"";"";"";"";"";"1.0";"19.8";"";"";"";"";"";"";
"01.11.2017 17:30";"26.8";"751.8";"759.5";"";"67";"Wind blowing from the east";"1";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"30.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.1";"";"";"";"";"";"";
"01.11.2017 08:30";"21.4";"755.8";"763.7";"";"96";"Wind blowing from the east";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.6";"";"";"";"";"";"";"1.0";"20.8";"";"";"";"";"";"";
"31.10.2017 17:30";"26.6";"752.2";"760.0";"";"65";"Wind blowing from the east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"30.5";"";"";"";"";"";"2.0";"19.5";"";"";"";"";"";"";
"31.10.2017 08:30";"21.2";"754.6";"762.5";"";"89";"Wind blowing from the north-east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.7";"";"";"";"";"";"";"2.0";"19.3";"";"";"";"";"";"";
