# Weather station Hamirpur, India, WMO_ID=42469,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42469&lang=en
#
"Local time in Hamirpur";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"03.06.2016 17:30";"39.2";"739.7";"748.6";"";"49";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"4.0";"26.6";"";"";"";"";"";"";
"03.06.2016 08:30";"35.2";"744.1";"753.1";"";"67";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"30.2";"";"";"";"";"";"";"4.0";"28.2";"";"";"";"";"";"";
"02.06.2016 17:30";"41.2";"739.1";"747.9";"";"42";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"02.06.2016 08:30";"34.2";"743.0";"752.1";"";"66";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"29.2";"";"";"";"";"";"";"4.0";"27.1";"";"";"";"";"";"";
"01.06.2016 17:30";"40.2";"740.1";"748.9";"";"45";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"4.0";"26.2";"";"";"";"";"";"";
"01.06.2016 08:30";"34.2";"743.7";"752.8";"";"60";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"25.5";"";"";"";"";"";"";
"31.05.2016 17:30";"36.2";"741.2";"750.2";"";"62";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"4.0";"27.8";"";"";"";"";"";"";
"31.05.2016 08:30";"31.2";"743.5";"752.7";"";"71";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"25.3";"";"";"";"";"";"";
"30.05.2016 17:30";"36.2";"740.3";"749.3";"";"62";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"37.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.8";"";"";"";"";"";"";
"29.05.2016 17:30";"36.2";"740.4";"749.4";"";"62";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"38.6";"";"";"";"";"";"4.0";"27.8";"";"";"";"";"";"";
"29.05.2016 08:30";"30.2";"742.7";"751.9";"";"70";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"24.2";"";"";"";"600-1000";"";"";"4.0";"24.2";"";"";"";"";"";"";
"28.05.2016 08:30";"35.2";"741.8";"750.8";"";"61";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"29.2";"";"";"";"";"";"";"4.0";"26.7";"";"";"";"";"";"";
"27.05.2016 17:30";"39.2";"738.0";"746.9";"";"49";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"40.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.6";"";"";"";"";"";"";
"27.05.2016 08:30";"32.2";"740.2";"749.3";"";"78";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"28.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.8";"";"";"";"";"";"";
"26.05.2016 17:30";"37.2";"736.4";"745.3";"";"57";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"38.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.4";"";"";"";"";"";"";
"26.05.2016 08:30";"29.2";"741.4";"750.6";"";"76";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"25.05.2016 17:30";"30.2";"736.6";"745.7";"";"77";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"33.2";"";"";"600-1000";"";"";"4.0";"25.7";"";"";"";"";"";"";
"25.05.2016 08:30";"30.2";"741.2";"750.4";"";"77";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"4.0";"25.7";"";"";"";"";"";"";
"23.05.2016 08:30";"35.2";"741.1";"750.1";"";"67";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"29.2";"";"";"";"";"";"";"4.0";"28.2";"";"";"";"";"";"";
"22.05.2016 17:30";"41.2";"735.5";"744.3";"";"42";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"22.05.2016 08:30";"34.2";"740.4";"749.4";"";"60";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"25.5";"";"";"";"";"";"";
"21.05.2016 17:30";"39.2";"735.7";"744.5";"";"49";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"43.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.6";"";"";"";"";"";"";
"21.05.2016 08:30";"32.2";"740.0";"749.1";"";"71";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"20.05.2016 17:30";"39.2";"735.3";"744.1";"";"49";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"46.2";"";"";"";"";"";"4.0";"26.6";"";"";"";"";"";"";
"20.05.2016 08:30";"34.2";"740.5";"749.5";"";"66";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"29.2";"";"";"";"";"";"";"4.0";"27.1";"";"";"";"";"";"";
"19.05.2016 08:30";"";"";"749.8";"";"";"Wind blowing from the north-northeast";"27";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"100-200";"";"";"0.2";"26.7";"";"";"";"";"";"";
"18.05.2016 17:30";"42.2";"736.5";"745.2";"";"38";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"45.2";"";"";"";"";"";"4.0";"25.3";"";"";"";"";"";"";
"18.05.2016 08:30";"35.2";"741.7";"750.7";"";"51";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"17.05.2016 08:30";"36.2";"742.6";"751.6";"";"52";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"29.2";"";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"16.05.2016 17:30";"40.2";"738.6";"747.4";"";"45";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"43.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"15.05.2016 17:30";"41.2";"740.1";"748.9";"";"42";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"44.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.8";"";"";"";"";"";"";
"14.05.2016 17:30";"41.2";"739.8";"748.6";"";"42";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"44.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.8";"";"";"";"";"";"";
"14.05.2016 08:30";"35.2";"742.9";"751.9";"";"56";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"13.05.2016 17:30";"40.2";"738.0";"746.8";"";"45";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"4.0";"26.3";"";"";"";"";"";"";
"13.05.2016 08:30";"32.2";"744.2";"753.3";"";"67";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"12.05.2016 17:30";"39.2";"739.2";"748.1";"";"47";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"4.0";"26.1";"";"";"";"";"";"";
"12.05.2016 08:30";"33.2";"745.4";"754.5";"";"60";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"11.05.2016 17:30";"36.2";"741.3";"750.3";"";"57";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"39.2";"";"";"";"";"";"4.0";"26.3";"";"";"";"";"";"";
"11.05.2016 08:30";"33.2";"746.0";"755.1";"";"54";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"26.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.7";"";"";"";"";"";"";
"10.05.2016 17:30";"37.2";"742.1";"751.1";"";"52";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.2";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"10.05.2016 08:30";"32.2";"746.3";"755.5";"";"54";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"09.05.2016 17:30";"35.2";"742.0";"751.0";"";"56";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"08.05.2016 17:30";"36.2";"742.3";"751.3";"";"52";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"08.05.2016 08:30";"30.2";"744.9";"754.1";"";"64";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"07.05.2016 17:30";"35.2";"742.9";"751.9";"";"56";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"07.05.2016 08:30";"27.2";"746.1";"755.4";"";"76";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"06.05.2016 17:30";"34.2";"743.1";"752.2";"";"55";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"05.05.2016 17:30";"36.2";"742.6";"751.6";"";"52";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"04.05.2016 17:30";"37.2";"741.4";"750.3";"";"43";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.2";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"04.05.2016 08:30";"32.2";"745.2";"754.3";"";"57";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"03.05.2016 17:30";"37.2";"740.6";"749.5";"";"47";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.2";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"03.05.2016 08:30";"32.2";"744.0";"753.1";"";"59";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"27.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.2";"";"";"";"";"";"";
"02.05.2016 17:30";"41.2";"740.0";"748.8";"";"48";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"4.0";"28.3";"";"";"";"";"";"";
"02.05.2016 08:30";"34.2";"743.4";"752.5";"";"45";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"01.05.2016 17:30";"40.2";"740.1";"748.9";"";"29";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"01.05.2016 08:30";"32.2";"744.1";"753.2";"";"48";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"30.04.2016 17:30";"40.2";"740.9";"749.8";"";"29";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"30.04.2016 08:30";"34.2";"744.6";"753.7";"";"45";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"29.04.2016 17:30";"40.2";"742.2";"751.1";"";"29";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"29.04.2016 08:30";"34.2";"745.4";"754.5";"";"40";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"28.04.2016 17:30";"40.2";"741.5";"750.4";"";"29";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"28.04.2016 08:30";"32.2";"744.9";"754.0";"";"48";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"27.04.2016 17:30";"37.2";"741.6";"750.6";"";"38";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"40.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.7";"";"";"";"";"";"";
"27.04.2016 08:30";"32.2";"745.5";"754.6";"";"43";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"26.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.9";"";"";"";"";"";"";
"26.04.2016 17:30";"38.2";"743.5";"752.4";"";"31";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"40.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.2";"";"";"";"";"";"";
"26.04.2016 08:30";"33.2";"744.6";"753.7";"";"39";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.3";"";"";"";"";"";"";
"25.04.2016 17:30";"37.2";"742.0";"751.0";"";"30";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"40.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"16.7";"";"";"";"";"";"";
"25.04.2016 08:30";"32.2";"742.7";"751.8";"";"33";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"24.04.2016 17:30";"37.2";"740.2";"749.1";"";"18";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.2";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"24.04.2016 08:30";"32.2";"743.7";"752.8";"";"33";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"23.04.2016 17:30";"38.2";"739.2";"748.1";"";"22";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"22.04.2016 17:30";"40.2";"738.8";"747.6";"";"22";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"22.04.2016 08:30";"34.2";"743.7";"752.8";"";"35";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"21.04.2016 17:30";"39.2";"740.5";"749.4";"";"21";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"21.04.2016 08:30";"33.2";"745.3";"754.4";"";"39";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.5";"";"";"";"";"";"";
"20.04.2016 17:30";"38.2";"742.5";"751.4";"";"23";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"42.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"13.7";"";"";"";"";"";"";
"20.04.2016 08:30";"33.2";"745.6";"754.7";"";"39";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.3";"";"";"";"";"";"";
"19.04.2016 17:30";"40.2";"742.2";"751.1";"";"22";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"19.04.2016 08:30";"31.2";"744.7";"753.9";"";"36";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"18.04.2016 17:30";"39.2";"741.0";"749.9";"";"24";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"18.04.2016 08:30";"22.2";"744.2";"753.6";"";"77";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"24.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.9";"";"";"";"";"";"";
"17.04.2016 17:30";"36.2";"741.3";"750.3";"";"33";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"40.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.4";"";"";"";"";"";"";
"17.04.2016 08:30";"30.2";"743.6";"752.8";"";"35";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"13.1";"";"";"";"";"";"";
"16.04.2016 17:30";"40.2";"740.1";"748.9";"";"25";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"16.04.2016 08:30";"29.2";"744.2";"753.4";"";"45";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"24.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"16.0";"";"";"";"";"";"";
"15.04.2016 17:30";"39.2";"741.5";"750.4";"";"21";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"41.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"12.9";"";"";"";"";"";"";
"14.04.2016 08:30";"31.2";"745.2";"754.4";"";"47";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"13.04.2016 17:30";"36.2";"740.2";"749.2";"";"20";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"13.04.2016 08:30";"30.2";"745.6";"754.8";"";"46";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"12.04.2016 17:30";"35.2";"742.4";"751.4";"";"46";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"12.04.2016 08:30";"28.2";"746.3";"755.6";"";"69";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"11.04.2016 17:30";"37.2";"743.0";"752.0";"";"57";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"4.0";"27.4";"";"";"";"";"";"";
"11.04.2016 08:30";"28.2";"747.4";"756.7";"";"69";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"23.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.0";"";"";"";"";"";"";
"10.04.2016 17:30";"38.2";"743.6";"752.5";"";"48";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"10.04.2016 08:30";"30.2";"748.4";"757.6";"";"64";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"09.04.2016 17:30";"37.2";"744.0";"753.0";"";"47";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"09.04.2016 08:30";"30.2";"747.6";"756.8";"";"64";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"08.04.2016 17:30";"37.2";"743.5";"752.5";"";"47";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.2";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"08.04.2016 08:30";"29.2";"747.3";"756.6";"";"63";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"07.04.2016 17:30";"34.2";"744.0";"753.1";"";"60";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"36.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.5";"";"";"";"";"";"";
"07.04.2016 08:30";"30.2";"746.9";"756.1";"";"64";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"23.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.6";"";"";"";"";"";"";
"06.04.2016 17:30";"36.2";"743.4";"752.4";"";"57";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"4.0";"26.3";"";"";"";"";"";"";
"06.04.2016 08:30";"29.2";"747.2";"756.5";"";"70";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"23.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.1";"";"";"";"";"";"";
"05.04.2016 17:30";"37.2";"742.0";"751.0";"";"52";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"40.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.8";"";"";"";"";"";"";
"05.04.2016 08:30";"30.2";"746.6";"755.8";"";"70";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"04.04.2016 17:30";"37.2";"743.2";"752.2";"";"52";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"39.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.8";"";"";"";"";"";"";
"04.04.2016 08:30";"31.2";"746.9";"756.1";"";"71";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"25.3";"";"";"";"";"";"";
"03.04.2016 17:30";"37.2";"743.8";"752.8";"";"52";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"39.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.8";"";"";"";"";"";"";
"03.04.2016 08:30";"29.2";"747.3";"756.6";"";"70";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"02.04.2016 17:30";"37.2";"742.9";"751.9";"";"47";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.2";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"02.04.2016 08:30";"27.2";"748.0";"757.3";"";"76";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"01.04.2016 17:30";"36.2";"743.2";"752.2";"";"46";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"01.04.2016 08:30";"27.2";"748.6";"757.9";"";"69";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"31.03.2016 17:30";"35.2";"744.1";"753.1";"";"46";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"31.03.2016 08:30";"25.2";"749.7";"759.1";"";"67";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"19.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.6";"";"";"";"";"";"";
"30.03.2016 17:30";"32.2";"746.5";"755.7";"";"54";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"35.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.6";"";"";"";"";"";"";
"30.03.2016 08:30";"26.2";"750.1";"759.5";"";"61";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"29.03.2016 08:30";"26.2";"750.4";"759.8";"";"68";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"28.03.2016 17:30";"33.2";"765.9";"755.2";"";"";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"28.03.2016 08:30";"26.2";"750.3";"759.7";"";"68";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"27.03.2016 17:30";"32.2";"747.4";"756.6";"";"59";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"34.2";"";"";"600-1000";"";"";"4.0";"23.2";"";"";"";"";"";"";
"27.03.2016 08:30";"26.2";"749.4";"758.8";"";"68";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"21.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.7";"";"";"";"";"";"";
"26.03.2016 17:30";"35.2";"746.2";"755.3";"";"51";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"39.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.5";"";"";"";"";"";"";
"26.03.2016 08:30";"26.2";"750.9";"760.3";"";"68";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"19.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.7";"";"";"";"";"";"";
"25.03.2016 17:30";"35.2";"747.4";"756.5";"";"44";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"25.03.2016 08:30";"26.2";"751.5";"760.9";"";"61";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
