# Weather station Khammam, India, WMO_ID=43137,selection from 14.01.2014 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43137&lang=en
#
"Local time in Khammam";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"07.11.2017 17:30";"31.0";"755.9";"757.8";"";"51";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.6";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.8";"";"";"";"";"";"";
"07.11.2017 08:30";"28.0";"751.3";"760.9";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.6";"";"";"";"";"";"";"10.0";"22.1";"";"";"";"";"";"";
"06.11.2017 17:30";"30.0";"748.1";"757.5";"";"59";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.8";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.0";"";"";"";"";"";"";
"06.11.2017 08:30";"28.2";"751.5";"760.9";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.6";"";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"05.11.2017 17:30";"30.6";"747.7";"757.0";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"04.11.2017 17:30";"29.6";"748.0";"757.3";"";"60";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"33.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"20.9";"";"";"";"";"";"";
"04.11.2017 08:30";"27.0";"750.5";"760.0";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"10.0";"19.3";"";"";"";"";"";"";
"03.11.2017 17:30";"29.6";"746.9";"756.3";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"10.0";"16.9";"";"";"";"";"";"";
"03.11.2017 08:30";"26.0";"750.5";"760.0";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"10.0";"19.9";"";"";"";"";"";"";
"02.11.2017 17:30";"29.8";"747.3";"756.7";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"10.0";"17.9";"";"";"";"";"";"";
"02.11.2017 08:30";"28.0";"751.0";"760.5";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"10.0";"21.1";"";"";"";"";"";"";
"01.11.2017 17:30";"29.6";"748.3";"757.7";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"19.2";"";"";"";"";"";"";
"01.11.2017 08:30";"27.6";"751.3";"760.8";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"20.0";"";"";"";"";"";"";
"31.10.2017 17:30";"30.6";"747.7";"757.1";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"16.2";"";"";"";"";"";"";
"31.10.2017 08:30";"27.8";"750.9";"760.4";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"10.0";"20.5";"";"";"";"";"";"";
"30.10.2017 17:30";"30.8";"748.3";"757.7";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"30.10.2017 08:30";"27.6";"752.1";"761.6";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.6";"";"";"";"";"";"";"10.0";"21.3";"";"";"";"";"";"";
"29.10.2017 17:30";"30.6";"749.1";"758.5";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"29.10.2017 08:30";"28.6";"751.9";"761.3";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"22.7";"";"";"";"";"";"";
"28.10.2017 17:30";"31.0";"748.5";"757.9";"";"59";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.6";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.2";"";"";"";"";"";"";
"28.10.2017 08:30";"28.0";"751.3";"760.9";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.6";"";"";"";"";"";"";"10.0";"22.7";"";"";"";"";"";"";
"27.10.2017 17:30";"29.8";"748.2";"757.6";"";"65";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.5";"";"";"";"";"";"";
"27.10.2017 08:30";"29.6";"751.9";"761.4";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"22.9";"";"";"";"";"";"";
"26.10.2017 17:30";"31.4";"749.4";"758.7";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"10.0";"21.3";"";"";"";"";"";"";
"26.10.2017 08:30";"28.8";"752.4";"761.8";"";"76";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"20.0";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"24.2";"";"";"";"";"";"";
"25.10.2017 17:30";"31.6";"748.8";"758.1";"";"65";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"33.6";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.2";"";"";"";"";"";"";
"25.10.2017 08:30";"30.4";"751.8";"761.2";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"24.4";"";"";"";"";"";"";
"24.10.2017 17:30";"30.0";"747.8";"757.2";"";"75";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"31.6";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.2";"";"";"";"";"";"";
"24.10.2017 08:30";"29.2";"750.5";"760.0";"";"80";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.6";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"25.5";"";"";"";"";"";"";
"23.10.2017 17:30";"32.6";"745.8";"755.0";"";"63";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"35.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.7";"";"";"";"";"";"";
"23.10.2017 08:30";"31.0";"748.7";"758.1";"";"66";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"20.6";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.8";"";"";"";"";"";"";
"22.10.2017 17:30";"31.8";"745.2";"754.5";"";"50";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"34.2";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.0";"";"";"";"";"";"";
"22.10.2017 08:30";"28.6";"748.2";"757.6";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.6";"";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
"21.10.2017 17:30";"30.0";"744.8";"754.1";"";"69";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"32.8";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.7";"";"";"";"";"";"";
"21.10.2017 08:30";"28.0";"747.3";"756.7";"";"70";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"19.6";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.1";"";"";"";"";"";"";
"20.10.2017 17:30";"32.4";"744.1";"753.3";"";"64";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"33.6";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"24.7";"";"";"";"";"";"";
"20.10.2017 08:30";"28.0";"746.2";"755.5";"";"74";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"20.6";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.0";"";"";"";"";"";"";
"19.10.2017 17:30";"31.0";"742.7";"752.0";"";"67";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"32.4";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"24.1";"";"";"";"";"";"";
"19.10.2017 08:30";"26.0";"745.3";"754.8";"";"73";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"18.0";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.8";"";"";"";"";"";"";
"18.10.2017 17:30";"29.6";"743.2";"752.5";"";"74";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"24.5";"";"";"";"";"";"";
"18.10.2017 08:30";"28.0";"745.9";"755.2";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"22.7";"";"";"";"";"";"";
"17.10.2017 17:30";"32.0";"743.5";"752.8";"";"65";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"35.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.6";"";"";"";"";"";"";
"17.10.2017 08:30";"29.0";"746.2";"755.5";"";"78";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"20.6";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.7";"";"";"";"";"";"";
"16.10.2017 17:30";"31.0";"744.2";"753.5";"";"73";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"34.2";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.7";"";"";"";"";"";"";
"16.10.2017 08:30";"28.8";"746.6";"756.0";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.6";"";"";"";"";"";"";"10.0";"25.4";"";"";"";"";"";"";
"15.10.2017 17:30";"31.6";"743.3";"752.6";"";"75";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"34.4";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.6";"";"";"";"";"";"";
"15.10.2017 08:30";"29.0";"746.5";"755.8";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.6";"";"";"";"";"";"";"10.0";"26.2";"";"";"";"";"";"";
"14.10.2017 17:30";"27.6";"743.0";"752.4";"";"84";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"34.2";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"24.7";"";"";"";"";"";"";
"14.10.2017 08:30";"30.6";"746.2";"755.5";"";"72";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"22.0";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.9";"";"";"";"";"";"";
"13.10.2017 17:30";"31.2";"742.4";"751.6";"";"76";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.5";"";"";"";"";"";"";
"13.10.2017 11:30";"30.6";"746.2";"755.5";"0.0";"72";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"20.2";"34.6";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"13.10.2017 08:30";"30.6";"746.2";"755.5";"";"72";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"20.2";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"12.10.2017 17:30";"29.6";"743.4";"752.7";"";"81";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"26.0";"";"";"";"";"";"";
"12.10.2017 08:30";"30.0";"746.4";"755.8";"";"80";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"22.0";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.1";"";"";"";"";"";"";
"11.10.2017 17:30";"31.4";"743.5";"752.8";"";"70";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"33.2";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.2";"";"";"";"";"";"";
"11.10.2017 08:30";"30.0";"746.5";"755.8";"";"80";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.0";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.1";"";"";"";"";"";"";
"10.10.2017 17:30";"31.2";"742.4";"751.6";"";"73";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"33.4";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.9";"";"";"";"";"";"";
"10.10.2017 08:30";"29.6";"746.3";"755.7";"";"80";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"21.0";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.7";"";"";"";"";"";"";
"09.10.2017 17:30";"30.6";"743.2";"752.5";"";"74";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"33.4";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"25.5";"";"";"";"";"";"";
"09.10.2017 08:30";"29.0";"746.2";"755.6";"";"85";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.8";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"26.2";"";"";"";"";"";"";
"08.10.2017 17:30";"30.2";"747.7";"752.5";"";"78";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"32.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.0";"";"";"";"";"";"";
"08.10.2017 08:30";"27.2";"746.4";"755.8";"";"87";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.2";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"24.9";"";"";"";"";"";"";
"07.10.2017 17:30";"27.8";"743.5";"752.8";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"26.1";"";"";"";"";"";"";
"07.10.2017 08:30";"28.6";"746.6";"756.0";"";"88";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.6";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"26.4";"";"";"";"";"";"";
"06.10.2017 17:30";"29.6";"743.5";"752.8";"";"81";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"26.0";"";"";"";"";"";"";
"06.10.2017 08:30";"28.4";"746.4";"755.8";"";"86";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"20.6";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.9";"";"";"";"";"";"";
"05.10.2017 17:30";"27.2";"743.4";"752.8";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"31.4";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"26.4";"";"";"";"";"";"";
"05.10.2017 08:30";"29.0";"746.8";"756.1";"";"79";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"20.6";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"25.0";"";"";"";"";"";"";
"04.10.2017 17:30";"28.0";"744.1";"753.5";"";"86";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.4";"";"";"";"";"";"";
"04.10.2017 08:30";"28.6";"747.3";"756.7";"";"86";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.6";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.1";"";"";"";"";"";"";
"03.10.2017 17:30";"31.4";"743.1";"752.4";"";"76";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"32.8";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.7";"";"";"";"";"";"";
"03.10.2017 08:30";"28.6";"746.5";"755.9";"";"80";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"20.6";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"02.10.2017 17:30";"31.6";"742.9";"752.2";"";"76";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"32.8";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.9";"";"";"";"";"";"";
"02.10.2017 08:30";"27.6";"746.5";"756.0";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"20.6";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"25.9";"";"";"";"";"";"";
