# Weather station Simara (airport), Nepal, WMO_ID=44449,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=44449&lang=en
#
"Local time in Simara (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"11.12.2017 11:45";"27.0";"750.1";"761.8";"";"60";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"11.12.2017 08:45";"12.4";"748.9";"760.6";"";"100";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.4";"";"";"";"";"";"";
"11.12.2017 05:45";"12.4";"748.9";"760.6";"";"100";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.4";"";"";"";"";"";"";
"10.12.2017 17:45";"22.6";"747.2";"758.9";"-0.4";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"2.0";"17.4";"No precipitation";"9";"";"";"";"";
"10.12.2017 14:45";"28.0";"747.6";"759.3";"-2.5";"47";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.5";"";"";"";"";"";"";
"10.12.2017 11:45";"27.0";"750.1";"760.9";"0.0";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.6";"";"";"";"";"";"";
"10.12.2017 08:45";"17.2";"750.1";"761.8";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"10.0";"14.0";"No precipitation";"24";"";"";"";"";
"09.12.2017 17:45";"21.6";"747.7";"759.4";"-0.3";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"3.0";"18.2";"No precipitation";"9";"";"";"";"";
"09.12.2017 14:45";"28.6";"748.0";"759.7";"-2.1";"50";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"09.12.2017 11:45";"27.4";"750.1";"761.8";"0.3";"42";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2000-2500";"";"";"10.0";"13.5";"";"";"";"";"";"";
"09.12.2017 08:45";"18.2";"749.8";"761.5";"0.8";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"7.0";"16.0";"No precipitation";"24";"";"";"";"";
"09.12.2017 05:45";"12.6";"749.0";"760.7";"";"100";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"Mist. ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"3.0";"12.6";"";"";"";"";"";"";
"08.12.2017 17:45";"21.2";"748.0";"759.7";"0.3";"83";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"27.5";"";"";"";"";"";"2.5";"18.2";"No precipitation";"9";"";"";"";"";
"08.12.2017 14:45";"26.8";"747.7";"759.4";"-1.7";"59";"Wind blowing from the south-west";"1";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"5.0";"18.2";"";"";"";"";"";"";
"08.12.2017 11:45";"25.0";"749.4";"761.1";"-0.1";"61";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"5.0";"17.0";"";"";"";"";"";"";
"08.12.2017 08:45";"17.6";"749.5";"760.8";"";"90";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"11.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"16.0";"No precipitation";"24";"";"";"";"";
"07.12.2017 17:45";"25.0";"747.0";"758.7";"-0.5";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"8.0";"17.0";"No precipitation";"9";"";"";"";"";
"07.12.2017 14:45";"27.8";"747.5";"759.2";"-1.8";"51";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"8.0";"16.7";"";"";"";"";"";"";
"07.12.2017 11:45";"24.6";"749.3";"761.0";"-0.1";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"7.0";"15.8";"";"";"";"";"";"";
"07.12.2017 08:45";"18.2";"749.4";"761.1";"1.4";"83";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"10.0";"";"";"";"600-1000";"";"";"7.0";"15.3";"No precipitation";"24";"";"";"";"";
"07.12.2017 05:45";"12.0";"748.0";"759.7";"";"100";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"6.0";"12.0";"";"";"";"";"";"";
"06.12.2017 20:45";"24.0";"746.7";"758.4";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"8.0";"19.3";"No precipitation";"9";"";"";"";"";
"06.12.2017 17:45";"24.0";"746.7";"758.4";"-0.4";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"8.0";"19.3";"No precipitation";"9";"";"";"";"";
"06.12.2017 14:45";"27.0";"747.1";"758.8";"-1.9";"50";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"8.0";"15.6";"";"";"";"";"";"";
"06.12.2017 11:45";"26.0";"749.0";"760.7";"0.0";"51";"Wind blowing from the east";"2";"";"";"40%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"8.0";"15.1";"";"";"";"";"";"";
"06.12.2017 08:45";"18.4";"749.0";"760.7";"1.3";"80";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"11.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"200-300";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.9";"No precipitation";"24";"";"";"";"";
"06.12.2017 05:45";"13.6";"747.7";"759.4";"";"100";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"13.6";"";"";"";"";"";"";
"05.12.2017 17:45";"21.0";"747.9";"759.7";"-0.4";"89";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"27.6";"";"";"2000-2500";"";"";"6.0";"19.1";"No precipitation";"9";"";"";"";"";
"05.12.2017 14:45";"25.6";"748.3";"759.2";"-2.0";"57";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"8.0";"16.3";"";"";"";"";"";"";
"05.12.2017 11:45";"24.0";"750.3";"762.0";"0.4";"52";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"7.0";"13.6";"";"";"";"";"";"";
"05.12.2017 08:45";"17.0";"749.9";"761.6";"1.0";"80";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"9.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.5";"No precipitation";"24";"";"";"";"";
"05.12.2017 05:45";"9.6";"748.9";"760.6";"";"100";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"Mist. ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.6";"";"";"";"";"";"";
"04.12.2017 17:45";"20.0";"748.0";"759.7";"-0.3";"81";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"27.0";"";"";"2000-2500";"";"";"6.0";"16.7";"No precipitation";"9";"";"";"";"";
"04.12.2017 14:45";"27.0";"748.3";"760.0";"-1.5";"37";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"8.0";"11.2";"";"";"";"";"";"";
"04.12.2017 11:45";"25.0";"749.8";"761.5";"-0.5";"41";"Wind blowing from the west";"2";"";"";"40%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"8.0";"10.7";"";"";"";"";"";"";
"04.12.2017 08:45";"16.0";"750.3";"762.0";"1.0";"91";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"8.0";"";"";"";"600-1000";"";"";"7.0";"14.6";"No precipitation";"24";"";"";"";"";
"04.12.2017 05:45";"9.8";"749.3";"761.0";"";"100";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"Mist. ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"9.8";"";"";"";"";"";"";
"03.12.2017 17:45";"21.0";"748.6";"760.3";"";"82";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"27.6";"";"";"2000-2500";"";"";"8.0";"17.8";"No precipitation";"9";"";"";"";"";
"03.12.2017 11:45";"25.0";"750.5";"762.2";"-0.5";"47";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"13.0";"";"";"";"";"";"";
"03.12.2017 08:45";"17.6";"751.0";"762.7";"";"86";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"9.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.3";"No precipitation";"24";"";"";"";"";
"02.12.2017 17:45";"18.0";"749.3";"761.0";"-0.1";"87";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"27.6";"";"";"";"";"";"2.0";"15.8";"No precipitation";"9";"";"";"";"";
"02.12.2017 14:45";"27.4";"749.4";"761.1";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"8.0";"12.6";"";"";"";"";"";"";
"02.12.2017 08:45";"17.4";"751.9";"763.6";"1.5";"80";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"9.0";"";"";"";"600-1000";"";"";"6.0";"13.8";"No precipitation";"24";"";"";"";"";
"02.12.2017 05:45";"10.0";"750.4";"762.1";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"";"";"";"";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"01.12.2017 17:45";"18.0";"748.6";"760.4";"0.0";"90";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"27.0";"";"";"";"";"";"1.2";"16.3";"No precipitation";"9";"";"";"";"";
"01.12.2017 14:45";"26.0";"748.6";"760.4";"-2.1";"49";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"8.0";"14.3";"";"";"";"";"";"";
"01.12.2017 11:45";"23.8";"750.7";"762.5";"-0.4";"86";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"7.0";"21.3";"";"";"";"";"";"";
"01.12.2017 08:45";"15.0";"751.1";"763.2";"";"91";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"9.0";"";"";"";"";"";"";"3.5";"13.6";"No precipitation";"24";"";"";"";"";
"30.11.2017 17:45";"18.6";"748.3";"760.1";"-0.4";"93";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"26.2";"";"";"";"";"";"1.5";"17.4";"No precipitation";"9";"";"";"";"";
"30.11.2017 14:45";"26.0";"748.7";"760.6";"-9.7";"84";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"5.0";"23.1";"";"";"";"";"";"";
"30.11.2017 11:45";"24.0";"758.4";"762.7";"7.0";"96";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"30.11.2017 08:45";"14.4";"751.4";"763.3";"1.3";"96";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"10.0";"";"";"";"";"";"";"3.5";"13.7";"No precipitation";"24";"";"";"";"";
"30.11.2017 05:45";"10.4";"750.1";"761.9";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"";"";"";"";"";"";"";"";"";"1.5";"10.4";"";"";"";"";"";"";
"29.11.2017 17:45";"21.0";"748.9";"760.7";"-0.7";"85";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"26.0";"";"";"";"";"";"3.0";"18.4";"No precipitation";"9";"";"";"";"";
"29.11.2017 14:45";"25.2";"749.6";"761.5";"-2.1";"55";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"5.0";"15.4";"";"";"";"";"";"";
"29.11.2017 11:45";"23.0";"751.7";"763.4";"";"65";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"3.5";"16.1";"";"";"";"";"";"";
"28.11.2017 17:45";"18.8";"747.1";"758.8";"-0.7";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.4";"";"";"";"";"";"6.0";"14.3";"No precipitation";"9";"";"";"";"";
"28.11.2017 14:45";"25.0";"747.8";"759.5";"-1.1";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"7.0";"13.0";"";"";"";"";"";"";
"28.11.2017 11:45";"24.6";"748.9";"760.6";"-0.6";"66";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"8.0";"17.7";"";"";"";"";"";"";
"28.11.2017 08:45";"16.8";"749.5";"761.2";"";"95";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"10.0";"";"";"";"";"";"";"4.5";"16.0";"No precipitation";"24";"";"";"";"";
"27.11.2017 17:45";"19.0";"746.6";"758.9";"";"91";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"28.4";"";"";"";"";"";"2.0";"17.4";"No precipitation";"9";"";"";"";"";
"27.11.2017 08:45";"17.8";"749.8";"761.5";"1.1";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"8.0";"16.3";"No precipitation";"24";"";"";"";"";
"27.11.2017 05:45";"11.4";"748.7";"760.4";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"";"";"";"";"";"";"";"";"";"3.0";"11.4";"";"";"";"";"";"";
"26.11.2017 17:45";"20.0";"748.6";"760.3";"-0.3";"91";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"28.0";"";"";"";"";"";"3.0";"18.4";"No precipitation";"9";"";"";"";"";
"26.11.2017 14:45";"27.8";"748.9";"760.6";"-2.1";"51";"Wind blowing from the west";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"16.8";"";"";"";"";"";"";
"26.11.2017 11:45";"27.0";"751.0";"762.7";"-0.6";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"7.0";"15.6";"";"";"";"";"";"";
"26.11.2017 08:45";"19.4";"751.6";"763.3";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"6.0";"16.7";"No precipitation";"24";"";"";"";"";
"26.11.2017 05:45";"12.4";"750.7";"762.4";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"";"";"";"";"";"";"";"";"";"2.5";"12.4";"";"";"";"";"";"";
"25.11.2017 17:45";"20.0";"748.6";"760.3";"-0.3";"91";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"28.0";"";"";"";"";"";"3.0";"18.4";"No precipitation";"9";"";"";"";"";
"25.11.2017 14:45";"27.0";"748.9";"760.6";"-2.0";"52";"Wind blowing from the west-northwest";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"5.0";"16.4";"";"";"";"";"";"";
"25.11.2017 11:45";"26.6";"750.9";"763.0";"0.4";"55";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"5.0";"16.7";"";"";"";"";"";"";
"25.11.2017 08:45";"16.4";"750.5";"762.2";"";"93";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"10.0";"";"";"";"";"";"";"4.0";"15.3";"No precipitation";"24";"";"";"";"";
"24.11.2017 17:45";"20.0";"747.5";"759.2";"0.3";"81";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"27.0";"";"";"";"";"";"3.0";"16.7";"No precipitation";"9";"";"";"";"";
"24.11.2017 14:45";"26.0";"747.2";"758.9";"-2.7";"51";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"5.0";"15.1";"";"";"";"";"";"";
"24.11.2017 11:45";"24.6";"749.9";"761.6";"0.1";"60";"Wind blowing from the west-southwest";"2";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"3.0";"16.4";"";"";"";"";"";"";
"24.11.2017 08:45";"16.2";"749.8";"761.5";"";"90";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"10.0";"";"";"";"";"";"";"0.6";"14.6";"No precipitation";"24";"";"";"";"";
"24.11.2017 05:45";"10.8";"748.3";"760.0";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"";"";"";"";"";"";"";"";"";"1.2";"10.8";"";"";"";"";"";"";
"23.11.2017 14:45";"27.0";"746.0";"757.7";"-1.9";"43";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"5.0";"13.5";"";"";"";"";"";"";
"23.11.2017 11:45";"26.0";"747.9";"760.5";"";"55";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"5.0";"16.3";"";"";"";"";"";"";
"23.11.2017 08:45";"15.8";"748.6";"760.1";"1.5";"97";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"9.0";"";"";"";"";"";"";"0.7";"15.3";"No precipitation";"24";"";"";"";"";
"23.11.2017 05:45";"10.0";"747.1";"759.0";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer. ";"";"";"";"";"";"";"";"";"";"0.8";"10.0";"";"";"";"";"";"";
"22.11.2017 17:45";"19.8";"746.4";"758.2";"0.2";"82";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"27.5";"";"";"";"";"";"3.0";"16.7";"No precipitation";"9";"";"";"";"";
"22.11.2017 14:45";"26.6";"746.2";"758.1";"-1.5";"54";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"5.0";"16.4";"";"";"";"";"";"";
"22.11.2017 11:45";"24.4";"747.7";"759.5";"-0.7";"69";"Wind blowing from the south";"2";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"2.5";"18.4";"";"";"";"";"";"";
"22.11.2017 08:45";"15.6";"748.4";"760.3";"";"91";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"9.0";"";"";"";"";"";"";"1.2";"14.2";"No precipitation";"24";"";"";"";"";
"21.11.2017 17:45";"23.6";"747.0";"758.8";"0.0";"94";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"26.2";"";"";"";"";"";"3.0";"22.5";"No precipitation";"9";"";"";"";"";
"21.11.2017 14:45";"25.0";"747.0";"758.8";"-2.2";"51";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"5.0";"14.2";"";"";"";"";"";"";
"21.11.2017 11:45";"23.6";"749.2";"760.8";"-0.3";"";"Wind blowing from the west-southwest";"2";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"21.11.2017 08:45";"17.6";"749.5";"761.1";"";"77";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"11.5";"";"";"";"";"";"";"3.0";"13.4";"No precipitation";"24";"";"";"";"";
"20.11.2017 17:45";"23.0";"746.3";"757.9";"-0.5";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"7.0";"18.2";"No precipitation";"9";"";"";"";"";
"20.11.2017 14:45";"29.6";"746.8";"758.3";"-2.7";"58";"Wind blowing from the west";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"20.6";"";"";"";"";"";"";
