# Weather station Supaul, India, WMO_ID=42393,selection from 09.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42393&lang=en
#
"Local time in Supaul";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"02.11.2017 08:30";"25.0";"757.3";"761.7";"";"70";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"19.6";"";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"01.11.2017 17:30";"26.2";"755.5";"759.8";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"01.11.2017 08:30";"24.8";"758.9";"763.3";"";"72";"Wind blowing from the north";"3";"";"";"no clouds";" ";"";"";"18.8";"";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"31.10.2017 17:30";"25.0";"755.4";"759.7";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"31.10.2017 08:30";"23.6";"758.0";"762.4";"";"59";"Wind blowing from the east";"3";"";"";"20–30%.";" ";"";"";"18.3";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.2";"";"";"";"";"";"";
"30.10.2017 17:30";"26.8";"754.9";"759.2";"";"71";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"30.2";"Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.1";"";"";"";"";"";"";
"30.10.2017 08:30";"25.2";"758.1";"762.5";"";"69";"Wind blowing from the north";"3";"";"";"20–30%.";" ";"";"";"20.9";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.0";"";"";"";"";"";"";
"29.10.2017 08:30";"25.8";"758.1";"762.4";"";"67";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"20.1";"";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"28.10.2017 08:30";"25.0";"757.2";"761.5";"";"85";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"27.10.2017 08:30";"25.2";"757.1";"761.4";"";"84";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"21.3";"";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"26.10.2017 17:30";"27.2";"755.7";"760.0";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"26.10.2017 08:30";"25.0";"758.6";"763.0";"";"91";"Wind blowing from the east";"3";"";"";"no clouds";"Slight or moderate duststorm or sandstorm has decreased during the preceding hour. ";"Storm";"Fog or ice fog or thick haze.";"22.9";"";"";"";"";"";"";"0.5";"23.5";"";"";"";"";"";"";
"25.10.2017 17:30";"26.6";"751.2";"755.5";"";"87";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"25.10.2017 08:30";"24.4";"753.9";"758.2";"";"93";"Wind blowing from the east";"3";"";"";"no clouds";"Slight or moderate duststorm or sandstorm has decreased during the preceding hour. ";"Storm";"Fog or ice fog or thick haze.";"22.1";"";"";"";"";"";"";"0.5";"23.2";"";"";"";"";"";"";
"24.10.2017 17:30";"27.8";"752.6";"756.9";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"23.10.2017 17:30";"26.8";"750.4";"754.7";"";"89";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"26.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.8";"";"";"";"";"";"";
"23.10.2017 11:30";"24.2";"752.9";"757.2";"0.0";"93";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"23.10.2017 08:30";"24.2";"752.9";"757.2";"";"93";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"22.10.2017 17:30";"25.4";"749.6";"753.9";"";"87";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"28.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"22.10.2017 08:30";"23.6";"751.8";"756.1";"";"95";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"22.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.7";"";"";"";"";"";"";
"21.10.2017 17:30";"27.6";"748.8";"753.1";"";"80";"Wind blowing from the north-west";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"30.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"21.10.2017 08:30";"24.6";"751.8";"756.1";"";"";"Wind blowing from the east";"3";"";"";"100%.";"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"23.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"";"";"";"";"";"";"";
"20.10.2017 17:30";"26.4";"750.3";"754.6";"";"89";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"20.10.2017 08:30";"27.0";"752.4";"756.7";"";"77";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"19.10.2017 17:30";"31.0";"750.3";"754.5";"";"76";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"34.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.3";"";"";"";"";"";"";
"19.10.2017 08:30";"29.0";"752.9";"757.2";"";"76";"Wind blowing from the east";"3";"";"";"40%.";" ";"";"";"24.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"18.10.2017 17:30";"31.0";"749.9";"754.1";"";"68";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"18.10.2017 08:30";"30.2";"752.5";"756.7";"";"64";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"24.3";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"17.10.2017 17:30";"30.6";"749.0";"753.2";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"4.0";"26.7";"";"";"";"";"";"";
"17.10.2017 08:30";"28.2";"752.1";"756.4";"";"80";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"16.10.2017 17:30";"30.0";"748.5";"752.7";"";"78";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.8";"";"";"";"";"";"";
"16.10.2017 08:30";"28.2";"751.7";"756.0";"";"82";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"24.3";"";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"15.10.2017 08:30";"25.0";"750.7";"755.0";"";"96";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"14.10.2017 17:30";"29.8";"747.1";"751.3";"";"75";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"32.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.0";"";"";"";"";"";"";
"13.10.2017 17:30";"31.6";"746.8";"751.0";"";"74";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"34.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.3";"";"";"";"";"";"";
"13.10.2017 08:30";"30.2";"750.3";"754.5";"";"83";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"26.5";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.9";"";"";"";"";"";"";
"12.10.2017 17:30";"31.2";"748.0";"752.2";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"27.1";"";"";"";"";"";"";
"12.10.2017 08:30";"30.2";"751.3";"755.5";"";"77";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"4.0";"25.7";"";"";"";"";"";"";
"11.10.2017 17:30";"28.2";"749.1";"753.4";"";"91";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"28.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.5";"";"";"";"";"";"";
"11.10.2017 08:30";"26.6";"751.7";"756.0";"";"92";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"25.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.2";"";"";"";"";"";"";
"10.10.2017 17:30";"27.2";"749.1";"753.4";"";"86";"";"";"";"";"70 – 80%.";" ";"";"";"";"29.9";"Stratocumulus cumulogenitus.";"no clouds";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"09.10.2017 17:30";"29.8";"749.8";"754.0";"";"78";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.6";"";"";"";"";"";"";
"09.10.2017 08:30";"30.8";"752.5";"756.7";"";"69";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"24.9";"";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"08.10.2017 17:30";"31.6";"749.6";"753.8";"";"76";"Wind blowing from the east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"34.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.9";"";"";"";"";"";"";
"08.10.2017 08:30";"29.0";"752.4";"756.7";"";"83";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"25.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.9";"";"";"";"";"";"";
"07.10.2017 17:30";"31.0";"749.7";"753.9";"";"75";"Wind blowing from the east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"07.10.2017 08:30";"30.6";"752.8";"757.0";"";"78";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"26.4";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.4";"";"";"";"";"";"";
"06.10.2017 17:30";"32.6";"749.8";"754.0";"";"75";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.7";"";"";"";"";"";"";
"06.10.2017 08:30";"33.0";"752.2";"756.4";"";"65";"Wind blowing from the north";"3";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"25.7";"";"";"";"";"";"";
"05.10.2017 17:30";"32.6";"750.0";"754.2";"";"74";"Wind blowing from the north";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"35.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.4";"";"";"";"";"";"";
"04.10.2017 08:30";"29.6";"753.4";"757.7";"";"83";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"25.8";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.5";"";"";"";"";"";"";
"03.10.2017 17:30";"30.0";"749.7";"753.9";"";"83";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"32.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.7";"";"";"";"";"";"";
"03.10.2017 08:30";"27.8";"752.7";"757.0";"";"84";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"24.7";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"02.10.2017 08:30";"27.6";"751.7";"756.0";"";"86";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"25.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.0";"";"";"";"";"";"";
"01.10.2017 17:30";"30.0";"749.6";"753.8";"";"83";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"31.8";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.9";"";"";"";"";"";"";
"30.09.2017 17:30";"28.4";"750.7";"755.0";"";"88";"Wind blowing from the east";"3";"";"";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.2";"";"";"";"";"";"";
"30.09.2017 08:30";"29.0";"752.7";"757.0";"";"76";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"25.1";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"29.09.2017 17:30";"29.6";"749.1";"753.3";"";"82";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"";"31.3";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.2";"";"";"";"";"";"";
"29.09.2017 08:30";"27.0";"751.4";"755.7";"";"86";"Wind blowing from the south-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"24.1";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"28.09.2017 17:30";"27.8";"747.5";"751.8";"";"86";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.2";"";"";"";"";"";"";
"28.09.2017 08:30";"30.0";"751.0";"755.2";"";"88";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"27.8";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.8";"";"";"";"";"";"";
"27.09.2017 17:30";"32.6";"748.6";"752.8";"";"78";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"35.1";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"28.2";"";"";"";"";"";"";
"27.09.2017 08:30";"31.4";"751.4";"755.6";"";"77";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"27.6";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.0";"";"";"";"";"";"";
"26.09.2017 17:30";"32.6";"748.3";"752.5";"";"72";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"35.1";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.8";"";"";"";"";"";"";
"26.09.2017 08:30";"31.0";"750.4";"754.6";"";"73";"Wind blowing from the south-southwest";"1";"";"";"40%.";" ";"";"";"27.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.7";"";"";"";"";"";"";
"25.09.2017 08:30";"31.6";"750.4";"754.6";"";"75";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"27.3";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.6";"";"";"";"";"";"";
"24.09.2017 17:30";"32.4";"748.0";"752.2";"";"74";"Wind blowing from the south-west";"3";"";"";"40%.";" ";"";"";"";"34.7";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.2";"";"";"";"";"";"";
"24.09.2017 08:30";"30.6";"751.6";"755.8";"";"80";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"27.2";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.7";"";"";"";"";"";"";
"23.09.2017 17:30";"30.0";"749.5";"753.7";"";"83";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.9";"";"";"";"";"";"";
"23.09.2017 08:30";"29.8";"751.6";"755.8";"";"88";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"27.1";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.6";"";"";"";"";"";"";
"22.09.2017 17:30";"31.6";"748.1";"752.3";"";"80";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"33.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.8";"";"";"";"";"";"";
"22.09.2017 08:30";"29.8";"751.5";"755.7";"";"75";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"25.8";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.0";"";"";"";"";"";"";
"21.09.2017 17:30";"";"";"752.3";"";"";"";"";"";"";"10%  or less, but not 0";" ";"";"";"";"32.1";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"90  or more, but not 100%";"";"Altostratus opacus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"";"26.2";"";"";"";"";"";"";
"21.09.2017 08:30";"28.0";"751.1";"755.4";"";"89";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"25.7";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"20.09.2017 17:30";"26.6";"747.6";"751.9";"";"94";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"";"31.0";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.5";"";"";"";"";"";"";
"19.09.2017 08:30";"32.0";"749.2";"753.4";"";"65";"Wind blowing from the east";"3";"";"";"40%.";" ";"";"";"26.6";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"18.09.2017 17:30";"30.0";"747.3";"751.5";"";"77";"Wind blowing from the east";"3";"";"";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.5";"";"";"";"";"";"";
