# Weather station Paro (airport), Bhutan, METAR=VQPR,selection from 26.09.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=VQPR&lang=en
#
"Local time in Paro (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"19.12.2017 08:00";"-1.0";"583.4";"771.9";"80";"Wind blowing from the north";"2";"";"";"";"No Significant Clouds";"10.0 and more";"-4.0";
"19.12.2017 07:30";"-3.0";"582.2";"771.9";"93";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"-4.0";
"19.12.2017 07:00";"-2.0";"582.8";"771.9";"86";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"-4.0";
"18.12.2017 15:00";"18.0";"588.9";"765.0";"19";"Wind blowing from the south-east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"-6.0";
"18.12.2017 14:30";"18.0";"589.5";"765.8";"21";"Wind blowing from the south";"2";"";"";"";"No Significant Clouds";"10.0 and more";"-5.0";
"18.12.2017 14:00";"18.0";"589.5";"765.8";"21";"Wind blowing from the south-southeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"-5.0";
"18.12.2017 13:00";"15.0";"589.1";"767.3";"23";"Wind blowing from the south-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"-6.0";
"18.12.2017 12:30";"14.0";"589.1";"768.1";"23";"Wind blowing from the south";"3";"";"";"";"No Significant Clouds";"10.0 and more";"-7.0";
"18.12.2017 12:00";"13.0";"589.2";"768.9";"28";"Wind blowing from the south";"2";"";"";"";"No Significant Clouds";"10.0 and more";"-5.0";
"18.12.2017 10:30";"9.0";"588.6";"771.1";"40";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"-4.0";
"18.12.2017 10:00";"7.0";"588.1";"771.9";"46";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"-4.0";
"18.12.2017 09:30";"4.0";"586.4";"771.9";"61";"Wind blowing from the east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"-3.0";
"18.12.2017 09:00";"2.0";"585.2";"771.9";"70";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"-3.0";
"18.12.2017 08:30";"-1.0";"583.4";"771.9";"80";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"-4.0";
"18.12.2017 08:00";"-3.0";"582.2";"771.9";"86";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"-5.0";
"18.12.2017 07:30";"-4.0";"581.6";"771.9";"86";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"-6.0";
"18.12.2017 07:00";"-4.0";"581.0";"771.1";"86";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"-6.0";
"17.12.2017 16:30";"16.0";"587.3";"764.3";"19";"Wind blowing from the south-southwest";"5";"";"";"";"No clouds";"10.0 and more";"-8.0";
"17.12.2017 16:00";"17.0";"587.2";"763.5";"19";"Wind blowing from the south";"5";"";"";"";"No clouds";"10.0 and more";"-7.0";
"17.12.2017 15:30";"19.0";"588.3";"763.5";"18";"Wind blowing from the south";"5";"";"";"";"No clouds";"10.0 and more";"-6.0";
"17.12.2017 15:00";"20.0";"589.4";"764.3";"16";"Wind blowing from the south-southeast";"7";"";"";"";"No clouds";"10.0 and more";"-7.0";
"17.12.2017 14:30";"20.0";"589.4";"764.3";"16";"Wind blowing from the south";"5";"";"";"";"No clouds";"10.0 and more";"-7.0";
"17.12.2017 13:00";"19.0";"590.0";"765.8";"18";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-6.0";
"17.12.2017 12:00";"15.0";"589.7";"768.1";"20";"Wind blowing from the south-southeast";"3";"";"";"";"No clouds";"10.0 and more";"-8.0";
"17.12.2017 11:00";"11.0";"588.6";"769.6";"35";"Wind blowing from the south";"3";"";"";"";"No clouds";"10.0 and more";"-4.0";
"17.12.2017 10:30";"10.0";"588.7";"770.4";"40";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-3.0";
"17.12.2017 10:00";"8.0";"588.1";"771.1";"43";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-4.0";
"17.12.2017 09:00";"2.0";"585.2";"771.9";"65";"Wind blowing from the north-northeast";"1";"";"";"";"No clouds";"10.0 and more";"-4.0";
"17.12.2017 08:00";"-2.0";"582.2";"771.1";"80";"Wind blowing from the north-northeast";"1";"";"";"";"No clouds";"10.0 and more";"-5.0";
"17.12.2017 07:30";"-3.0";"581.6";"771.1";"86";"Wind blowing from the north";"1";"";"";"";"No clouds";"10.0 and more";"-5.0";
"17.12.2017 07:00";"-3.0";"581.6";"771.1";"80";"Wind blowing from the north-northwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"-6.0";
"17.12.2017 06:30";"-3.0";"581.1";"770.4";"86";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"-5.0";
"16.12.2017 15:00";"21.0";"588.8";"762.8";"13";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"-8.0";
"16.12.2017 14:30";"19.0";"588.3";"763.5";"15";"Wind blowing from the north-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"-8.0";
"16.12.2017 14:00";"19.0";"588.3";"763.5";"17";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"-7.0";
"16.12.2017 13:30";"18.0";"588.3";"764.3";"18";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"-7.0";
"16.12.2017 13:00";"17.0";"588.4";"765.0";"20";"Wind blowing from the south";"2";"";"";"";"No Significant Clouds";"10.0 and more";"-6.0";
"16.12.2017 12:00";"14.0";"588.5";"767.3";"25";"Wind blowing from the south";"3";"";"";"";"No Significant Clouds";"10.0 and more";"-6.0";
"16.12.2017 11:30";"12.0";"588.0";"768.1";"28";"Wind blowing from the south-southeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"-6.0";
"16.12.2017 11:00";"10.0";"587.5";"768.9";"32";"Wind blowing from the south-southeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"-6.0";
"16.12.2017 10:30";"9.0";"587.5";"769.6";"40";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"-4.0";
"16.12.2017 09:30";"4.0";"585.3";"770.4";"56";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"-4.0";
"16.12.2017 09:00";"1.0";"583.5";"770.4";"70";"Wind blowing from the east-northeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"-4.0";
"16.12.2017 08:30";"-1.0";"582.8";"771.1";"75";"Wind blowing from the north-northwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"-5.0";
"16.12.2017 08:00";"-2.0";"581.7";"770.4";"80";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"-5.0";
"16.12.2017 07:30";"-4.0";"580.5";"770.4";"86";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"-6.0";
"15.12.2017 15:00";"22.0";"588.7";"762.0";"7";"Wind blowing from the south-east";"5";"";"";"";"No clouds";"10.0 and more";"-15.0";
"15.12.2017 13:30";"20.0";"588.8";"763.5";"10";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-13.0";
"15.12.2017 12:30";"17.0";"588.4";"765.0";"14";"Wind blowing from the south-southwest";"2";"";"";"";"No clouds";"10.0 and more";"-11.0";
"15.12.2017 12:00";"15.0";"587.9";"765.8";"13";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-13.0";
"15.12.2017 11:30";"13.0";"588.0";"767.3";"19";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-10.0";
"15.12.2017 10:30";"10.0";"587.5";"768.9";"25";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-9.0";
"15.12.2017 10:00";"7.0";"586.4";"769.6";"34";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-8.0";
"15.12.2017 09:00";"2.0";"584.1";"770.4";"56";"Wind blowing from the north";"1";"";"";"";"No clouds";"10.0 and more";"-6.0";
"15.12.2017 08:30";"-1.0";"582.3";"770.4";"69";"Wind blowing from the north";"2";"";"";"";"No clouds";"10.0 and more";"-6.0";
"15.12.2017 08:00";"-3.0";"580.5";"769.6";"80";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-6.0";
"15.12.2017 07:30";"-5.0";"579.3";"769.6";"80";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-8.0";
"15.12.2017 07:00";"-4.0";"579.4";"768.9";"80";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-7.0";
"15.12.2017 06:30";"-5.0";"578.8";"768.9";"80";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-8.0";
"14.12.2017 15:30";"20.0";"588.2";"762.8";"11";"Wind blowing from the south-east";"7";"";"";"";"No clouds";"10.0 and more";"-11.0";
"14.12.2017 15:00";"20.0";"588.2";"762.8";"11";"Wind blowing from the south-east";"9";"";"";"";"No clouds";"10.0 and more";"-11.0";
"14.12.2017 14:30";"21.0";"588.8";"762.8";"11";"Wind blowing from the south-east";"7";"";"";"";"No clouds";"10.0 and more";"-11.0";
"14.12.2017 13:30";"22.0";"589.3";"762.8";"9";"Wind blowing from the south-east";"7";"";"";"";"No clouds";"10.0 and more";"-12.0";
"14.12.2017 12:30";"17.0";"587.8";"764.3";"16";"variable wind direction";"1";"";"";"";"No clouds";"10.0 and more";"-9.0";
"14.12.2017 12:00";"17.0";"588.4";"765.0";"19";"Wind blowing from the west";"2";"";"";"";"No clouds";"10.0 and more";"-7.0";
"14.12.2017 11:30";"15.0";"587.9";"765.8";"20";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-8.0";
"14.12.2017 10:30";"11.0";"587.5";"768.1";"32";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-5.0";
"14.12.2017 10:00";"7.0";"585.8";"768.9";"42";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-5.0";
"14.12.2017 09:30";"5.0";"584.7";"768.9";"57";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-3.0";
"14.12.2017 09:00";"2.0";"583.5";"769.6";"65";"variable wind direction";"1";"";"";"";"No clouds";"10.0 and more";"-4.0";
"14.12.2017 08:30";"0.0";"582.3";"769.6";"80";"Wind blowing from the north-northeast";"2";"";"";"";"No clouds";"10.0 and more";"-3.0";
"14.12.2017 07:30";"-3.0";"580.0";"768.9";"86";"Wind blowing from the north-east";"2";"";"";"";"No clouds";"10.0 and more";"-5.0";
"14.12.2017 07:00";"-3.0";"580.0";"768.9";"86";"Wind blowing from the north-west";"2";"";"";"";"No clouds";"10.0 and more";"-5.0";
"13.12.2017 16:00";"20.0";"587.0";"761.2";"10";"Wind blowing from the south-east";"5";"";"";"";"No clouds";"10.0 and more";"-13.0";
"13.12.2017 15:00";"22.0";"588.0";"761.2";"11";"Wind blowing from the south-southeast";"9";"";"";"";"No clouds";"10.0 and more";"-10.0";
"13.12.2017 14:00";"20.0";"587.6";"762.0";"18";"Wind blowing from the north-northwest";"3";"";"";"";"No clouds";"10.0 and more";"-5.0";
"13.12.2017 13:30";"20.0";"588.2";"762.8";"20";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-4.0";
"13.12.2017 12:30";"16.0";"587.8";"765.0";"27";"Wind blowing from the south-east";"2";"";"";"";"No clouds";"10.0 and more";"-3.0";
"13.12.2017 11:30";"14.0";"588.0";"766.6";"33";"Wind blowing from the south-east";"2";"";"";"";"No clouds";"10.0 and more";"-2.0";
"13.12.2017 11:00";"12.0";"587.4";"767.3";"41";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-1.0";
"13.12.2017 10:00";"9.0";"587.0";"768.9";"50";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-1.0";
"13.12.2017 09:00";"4.0";"584.6";"769.6";"70";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-1.0";
"13.12.2017 08:30";"1.0";"582.9";"769.6";"81";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-2.0";
"13.12.2017 08:00";"-1.0";"581.7";"769.6";"86";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-3.0";
"13.12.2017 07:00";"-2.0";"580.6";"768.9";"93";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-3.0";
"12.12.2017 16:00";"17.0";"586.0";"762.0";"25";"Wind blowing from the south";"5";"";"";"";"Few clouds (10-30%) 1200 m";"10.0 and more";"-3.0";
"12.12.2017 15:00";"20.0";"587.6";"762.0";"20";"Wind blowing from the south-southeast";"9";"";"";"";"No clouds";"10.0 and more";"-4.0";
"12.12.2017 14:30";"21.0";"587.5";"761.2";"17";"Wind blowing from the south-east";"7";"";"";"";"No clouds";"10.0 and more";"-5.0";
"12.12.2017 14:00";"21.0";"588.1";"762.0";"20";"Wind blowing from the south";"5";"";"";"";"No clouds";"10.0 and more";"-3.0";
"12.12.2017 13:00";"19.0";"588.3";"763.5";"22";"Wind blowing from the south";"3";"";"";"";"No clouds";"10.0 and more";"-3.0";
"12.12.2017 12:00";"17.0";"589.0";"765.8";"25";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-3.0";
"12.12.2017 11:30";"15.0";"588.5";"766.6";"31";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-2.0";
"12.12.2017 11:00";"13.0";"588.0";"767.3";"38";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-1.0";
"12.12.2017 10:30";"12.0";"588.0";"768.1";"41";"Wind blowing from the south";"2";"";"";"";"No clouds";"10.0 and more";"-1.0";
"12.12.2017 10:00";"9.0";"587.0";"768.9";"54";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"0.0";
"12.12.2017 09:00";"4.0";"584.6";"769.6";"70";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-1.0";
"12.12.2017 08:30";"2.0";"583.5";"769.6";"81";"variable wind direction";"1";"";"";"";"No clouds";"10.0 and more";"-1.0";
"12.12.2017 08:00";"-1.0";"581.7";"769.6";"86";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-3.0";
"12.12.2017 07:30";"-2.0";"581.1";"769.6";"93";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-3.0";
"12.12.2017 07:00";"-2.0";"581.1";"769.6";"86";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-4.0";
"11.12.2017 15:30";"22.0";"589.3";"762.8";"17";"Wind blowing from the south";"7";"";"";"";"No clouds";"10.0 and more";"-4.0";
"11.12.2017 15:00";"22.0";"589.3";"762.8";"16";"Wind blowing from the south-southeast";"5";"";"";"";"No clouds";"10.0 and more";"-5.0";
"11.12.2017 14:30";"23.0";"589.8";"762.8";"14";"Wind blowing from the south";"4";"";"";"";"No clouds";"10.0 and more";"-6.0";
"11.12.2017 14:00";"23.0";"590.3";"763.5";"13";"Wind blowing from the south";"2";"";"";"";"No clouds";"10.0 and more";"-7.0";
"11.12.2017 12:30";"20.0";"590.6";"765.8";"12";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-10.0";
"11.12.2017 12:00";"18.0";"590.1";"766.6";"16";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-8.0";
"11.12.2017 11:00";"14.0";"589.1";"768.1";"27";"Wind blowing from the north-east";"2";"";"";"";"No clouds";"10.0 and more";"-5.0";
"11.12.2017 10:30";"12.0";"588.6";"768.9";"33";"Wind blowing from the south-southwest";"2";"";"";"";"No clouds";"10.0 and more";"-4.0";
"11.12.2017 09:30";"7.0";"587.0";"770.4";"49";"Wind blowing from the east-northeast";"4";"";"";"";"No clouds";"10.0 and more";"-3.0";
"11.12.2017 09:00";"4.0";"585.3";"770.4";"61";"Wind blowing from the east-northeast";"2";"";"";"";"No clouds";"10.0 and more";"-3.0";
"11.12.2017 08:30";"1.0";"583.5";"770.4";"75";"Wind blowing from the north-northeast";"2";"";"";"";"No clouds";"10.0 and more";"-3.0";
"11.12.2017 08:00";"-1.0";"582.3";"770.4";"80";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-4.0";
"11.12.2017 07:30";"-2.0";"581.7";"770.4";"80";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-5.0";
"11.12.2017 07:00";"-2.0";"581.7";"770.4";"86";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-4.0";
"11.12.2017 06:30";"-2.0";"581.1";"769.6";"80";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-5.0";
"10.12.2017 16:00";"20.0";"588.8";"763.5";"12";"Wind blowing from the south";"4";"";"";"";"No clouds";"10.0 and more";"-10.0";
"10.12.2017 15:30";"24.0";"590.8";"763.5";"10";"Wind blowing from the south-east";"6";"";"";"";"No clouds";"10.0 and more";"-9.0";
"10.12.2017 14:30";"25.0";"591.4";"763.5";"12";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-6.0";
"10.12.2017 14:00";"23.0";"591.0";"764.3";"13";"Wind blowing from the west-southwest";"2";"";"";"";"No clouds";"10.0 and more";"-7.0";
"10.12.2017 13:00";"22.0";"591.6";"765.8";"12";"Wind blowing from the south-southeast";"2";"";"";"";"No clouds";"10.0 and more";"-9.0";
"10.12.2017 12:30";"20.0";"591.2";"766.6";"13";"Wind blowing from the south-southwest";"2";"";"";"";"No clouds";"10.0 and more";"-9.0";
"10.12.2017 12:00";"19.0";"591.2";"767.3";"18";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-6.0";
"10.12.2017 11:30";"16.0";"590.2";"768.1";"23";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-5.0";
"10.12.2017 11:00";"14.0";"590.3";"769.6";"29";"variable wind direction";"1";"";"";"";"No clouds";"10.0 and more";"-4.0";
"10.12.2017 10:30";"12.0";"589.8";"770.4";"38";"Wind blowing from the north-east";"2";"";"";"";"No clouds";"10.0 and more";"-2.0";
"10.12.2017 10:00";"9.0";"588.6";"771.1";"46";"variable wind direction";"1";"";"";"";"No clouds";"10.0 and more";"-2.0";
"10.12.2017 09:30";"6.0";"586.9";"771.1";"57";"Wind blowing from the north-northeast";"2";"";"";"";"No clouds";"10.0 and more";"-2.0";
"10.12.2017 08:30";"2.0";"585.2";"771.9";"75";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-2.0";
"10.12.2017 08:00";"-1.0";"583.4";"771.9";"86";"Wind blowing from the north";"2";"";"";"";"No clouds";"10.0 and more";"-3.0";
"10.12.2017 07:30";"-2.0";"582.2";"771.1";"86";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-4.0";
"10.12.2017 07:00";"-2.0";"582.2";"771.1";"86";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-4.0";
"09.12.2017 16:00";"18.0";"588.3";"764.3";"21";"Wind blowing from the west-southwest";"3";"";"";"";"Scattered clouds (40-50%) 5400 m";"10.0 and more";"-5.0";
"09.12.2017 15:30";"20.0";"589.4";"764.3";"21";"Wind blowing from the west-southwest";"2";"";"";"";"Scattered clouds (40-50%) 5400 m";"10.0 and more";"-3.0";
"09.12.2017 14:30";"21.0";"590.5";"765.0";"18";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 5400 m";"10.0 and more";"-4.0";
"09.12.2017 12:00";"16.0";"590.2";"768.1";"29";"Wind blowing from the south";"2";"";"";"";"Scattered clouds (40-50%) 4500 m";"10.0 and more";"-2.0";
"09.12.2017 11:30";"15.0";"590.3";"768.9";"31";"Wind blowing from the south-east";"3";"";"";"";"Scattered clouds (40-50%) 3600 m, few clouds (10-30%) 5400 m";"10.0 and more";"-2.0";
"09.12.2017 11:00";"13.0";"589.7";"769.6";"38";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 3000 m, few clouds (10-30%) 5400 m";"10.0 and more";"-1.0";
"09.12.2017 10:30";"11.0";"589.2";"770.4";"44";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 3000 m, scattered clouds (40-50%) 5400 m";"10.0 and more";"-1.0";
"09.12.2017 10:00";"8.0";"588.1";"771.1";"57";"variable wind direction";"2";"";"";"";"Scattered clouds (40-50%) 2400 m, scattered clouds (40-50%) 5400 m";"10.0 and more";"0.0";
"09.12.2017 09:30";"7.0";"587.5";"771.1";"66";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 2400 m, broken clouds (60-90%) 5400 m";"10.0 and more";"1.0";
"09.12.2017 08:00";"2.0";"584.6";"771.1";"81";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 3000 m";"10.0 and more";"-1.0";
"09.12.2017 07:30";"1.0";"584.0";"771.1";"87";"Wind blowing from the north-west";"2";"";"";"";"Few clouds (10-30%) 1200 m, broken clouds (60-90%) 3000 m";"10.0 and more";"-1.0";
"09.12.2017 07:00";"0.0";"582.9";"770.4";"87";"Wind blowing from the north-west";"2";"";"";"";"Few clouds (10-30%) 1500 m, scattered clouds (40-50%) 3000 m";"10.0 and more";"-2.0";
"09.12.2017 06:30";"0.0";"582.9";"770.4";"87";"Wind blowing from the north";"2";"";"";"";"Scattered clouds (40-50%) 2400 m";"10.0 and more";"-2.0";
"08.12.2017 15:30";"21.0";"588.8";"762.8";"23";"Wind blowing from the south";"6";"";"";"";"Scattered clouds (40-50%) 2100 m";"10.0 and more";"-1.0";
"08.12.2017 15:00";"22.0";"588.7";"762.0";"20";"Wind blowing from the south";"4";"";"";"";"Scattered clouds (40-50%) 2100 m";"10.0 and more";"-2.0";
"08.12.2017 14:30";"23.0";"589.2";"762.0";"17";"Wind blowing from the south-east";"2";"";"";"";"Scattered clouds (40-50%) 2100 m";"10.0 and more";"-3.0";
"08.12.2017 13:30";"21.0";"588.8";"762.8";"23";"variable wind direction";"1";"";"";"";"Scattered clouds (40-50%) 1800 m, broken clouds (60-90%) 3000 m";"10.0 and more";"-1.0";
"08.12.2017 13:00";"20.0";"588.8";"763.5";"28";"Wind blowing from the south";"2";"";"";"";"Scattered clouds (40-50%) 1800 m, broken clouds (60-90%) 3000 m";"10.0 and more";"1.0";
"08.12.2017 12:30";"19.0";"588.9";"764.3";"32";"Wind blowing from the south";"2";"";"";"";"Scattered clouds (40-50%) 1800 m, broken clouds (60-90%) 3000 m";"10.0 and more";"2.0";
"08.12.2017 12:00";"18.0";"588.9";"765.0";"32";"Wind blowing from the south-southeast";"3";"";"";"";"Scattered clouds (40-50%) 1800 m, broken clouds (60-90%) 3000 m";"10.0 and more";"1.0";
"08.12.2017 11:30";"17.0";"589.0";"765.8";"37";"variable wind direction";"1";"";"";"";"Scattered clouds (40-50%) 1800 m, broken clouds (60-90%) 3000 m";"10.0 and more";"2.0";
"08.12.2017 11:00";"16.0";"589.6";"767.3";"39";"variable wind direction";"1";"";"";"";"Scattered clouds (40-50%) 2700 m";"10.0 and more";"2.0";
"08.12.2017 10:00";"11.0";"588.1";"768.9";"58";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"3.0";
"08.12.2017 09:00";"6.0";"585.8";"769.6";"76";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"08.12.2017 08:30";"4.0";"584.6";"769.6";"81";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"08.12.2017 07:30";"1.0";"582.9";"769.6";"87";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 600 m, broken clouds (60-90%) 2700 m";"10.0 and more";"-1.0";
"08.12.2017 07:00";"0.0";"581.8";"768.9";"93";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 600 m, broken clouds (60-90%) 2700 m";"10.0 and more";"-1.0";
"07.12.2017 16:30";"17.0";"585.4";"761.2";"39";"Wind blowing from the south-east";"1";"";"";"";"No clouds";"10.0 and more";"3.0";
"07.12.2017 16:00";"20.0";"586.5";"760.5";"28";"Wind blowing from the south-east";"4";"";"";"";"No clouds";"10.0 and more";"1.0";
