# Weather station Balurghat, India, WMO_ID=42506,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42506&lang=en
#
"Local time in Balurghat";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"03.10.2017 17:30";"28.8";"";"753.0";"";"88";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"32.0";"";"";"600-1000";"";"";"2.0";"26.6";"";"";"";"";"";"";
"03.10.2017 08:30";"25.8";"750.5";"752.7";"";"93";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"24.6";"";"";"";"600-1000";"";"";"2.0";"24.6";"";"";"";"";"";"";
"02.10.2017 17:30";"29.0";"750.5";"752.7";"";"94";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"32.8";"";"";"600-1000";"";"";"4.0";"27.9";"";"";"";"";"";"";
"01.10.2017 08:30";"26.4";"749.8";"752.0";"";"90";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"25.0";"";"";"";"600-1000";"";"";"2.0";"24.7";"";"";"";"";"";"";
"25.09.2017 17:30";"30.2";"750.4";"752.6";"";"91";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"33.0";"";"";"600-1000";"";"";"2.0";"28.6";"";"";"";"";"";"";
"25.09.2017 08:30";"26.6";"750.1";"752.3";"";"87";"Wind blowing from the south";"0";"";"";"60%.";" ";"";"";"25.2";"";"";"";"600-1000";"";"";"2.0";"24.2";"";"";"";"";"";"";
"23.09.2017 17:30";"29.2";"750.2";"752.4";"";"91";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"32.4";"";"";"300-600";"";"";"1.0";"27.5";"";"";"";"";"";"";
"23.09.2017 08:30";"26.4";"750.0";"752.2";"";"89";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"25.0";"";"";"";"300-600";"";"";"1.0";"24.4";"";"";"";"";"";"";
"22.09.2017 17:30";"28.4";"750.7";"752.9";"";"89";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"32.0";"";"";"600-1000";"";"";"2.0";"26.4";"";"";"";"";"";"";
"22.09.2017 08:30";"26.0";"750.5";"752.7";"";"93";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"24.6";"";"";"";"300-600";"";"";"2.0";"24.7";"";"";"";"";"";"";
"21.09.2017 17:30";"28.2";"750.4";"752.6";"";"91";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"32.2";"";"";"300-600";"";"";"1.0";"26.5";"";"";"";"";"";"";
"21.09.2017 08:30";"26.2";"750.0";"752.2";"";"92";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"24.5";"";"";"";"600-1000";"";"";"2.0";"24.8";"";"";"";"";"";"";
"20.09.2017 17:30";"30.6";"750.0";"752.2";"";"88";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"32.8";"";"";"600-1000";"";"";"2.0";"28.4";"";"";"";"";"";"";
"20.09.2017 08:30";"26.6";"749.7";"751.9";"";"95";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"25.1";"";"";"";"600-1000";"";"";"2.0";"25.7";"";"";"";"";"";"";
"19.09.2017 17:30";"30.8";"749.7";"751.9";"";"87";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"33.0";"";"";"300-600";"";"";"2.0";"28.3";"";"";"";"";"";"";
"19.09.2017 08:30";"26.8";"";"751.9";"";"94";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"25.2";"";"";"";"300-600";"";"";"1.0";"25.7";"";"";"";"";"";"";
"18.09.2017 17:30";"31.0";"";"752.2";"";"88";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"33.6";"";"";"600-1000";"";"";"1.0";"28.8";"";"";"";"";"";"";
"18.09.2017 08:30";"27.0";"";"751.9";"";"92";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"25.4";"";"";"";"600-1000";"";"";"2.0";"25.6";"";"";"";"";"";"";
"17.09.2017 08:30";"27.4";"";"751.9";"";"90";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"25.6";"";"";"";"600-1000";"";"";"2.0";"25.7";"";"";"";"";"";"";
"16.09.2017 17:30";"30.6";"";"751.9";"";"88";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"33.0";"";"";"600-1000";"";"";"2.0";"28.4";"";"";"";"";"";"";
"16.09.2017 08:30";"26.8";"";"751.7";"";"94";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"25.3";"";"";"";"300-600";"";"";"2.0";"25.7";"";"";"";"";"";"";
"15.09.2017 17:30";"31.2";"";"752.8";"";"87";"Wind blowing from the south";"0";"";"";"60%.";" ";"";"";"";"33.4";"";"";"300-600";"";"";"1.0";"28.7";"";"";"";"";"";"";
"15.09.2017 08:30";"27.2";"";"751.9";"";"92";"Wind blowing from the north-west";"0";"";"";"50%.";" ";"";"";"25.5";"";"";"";"300-600";"";"";"1.0";"25.8";"";"";"";"";"";"";
"14.09.2017 17:30";"30.8";"";"752.8";"";"83";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"33.2";"";"";"600-1000";"";"";"2.0";"27.5";"";"";"";"";"";"";
"14.09.2017 08:30";"27.0";"";"752.2";"";"92";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"25.4";"";"";"";"600-1000";"";"";"2.0";"25.6";"";"";"";"";"";"";
"13.09.2017 17:30";"31.0";"";"752.9";"";"87";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"33.4";"";"";"600-1000";"";"";"2.0";"28.6";"";"";"";"";"";"";
"13.09.2017 08:30";"27.2";"";"752.7";"";"90";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"25.6";"";"";"";"600-1000";"";"";"2.0";"25.5";"";"";"";"";"";"";
"12.09.2017 17:30";"30.8";"";"753.2";"";"87";"Wind blowing from the north-east";"0";"";"";"60%.";" ";"";"";"";"33.6";"";"";"600-1000";"";"";"4.0";"28.3";"";"";"";"";"";"";
"12.09.2017 08:30";"27.4";"";"752.8";"";"90";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"25.5";"";"";"";"600-1000";"";"";"2.0";"25.7";"";"";"";"";"";"";
"05.09.2017 17:30";"32.0";"";"752.2";"";"82";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"34.0";"";"";"300-600";"";"";"2.0";"28.5";"";"";"";"";"";"";
"05.09.2017 08:30";"27.8";"749.7";"751.9";"";"89";"Wind blowing from the west";"0";"";"";"60%.";" ";"";"";"26.1";"";"";"";"600-1000";"";"";"4.0";"25.8";"";"";"";"";"";"";
"04.09.2017 17:30";"31.8";"750.4";"752.6";"";"82";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"33.8";"";"";"600-1000";"";"";"2.0";"28.3";"";"";"";"";"";"";
"04.09.2017 08:30";"27.4";"750.1";"752.3";"";"92";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"26.0";"";"";"";"600-1000";"";"";"2.0";"26.0";"";"";"";"";"";"";
"02.09.2017 08:30";"27.2";"750.6";"752.8";"";"90";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"25.8";"";"";"";"600-1000";"";"";"1.0";"25.5";"";"";"";"";"";"";
"01.09.2017 17:30";"31.4";"750.9";"753.1";"";"84";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"34.4";"";"";"600-1000";"";"";"2.0";"28.4";"";"";"";"";"";"";
"01.09.2017 08:30";"27.4";"750.6";"752.8";"";"89";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"25.8";"";"";"";"600-1000";"";"";"1.0";"25.4";"";"";"";"";"";"";
"31.08.2017 17:30";"32.2";"750.7";"752.9";"";"80";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"34.8";"";"";"600-1000";"";"";"4.0";"28.4";"";"";"";"";"";"";
"31.08.2017 08:30";"27.8";"750.4";"752.6";"";"89";"Wind blowing from the south";"0";"";"";"60%.";" ";"";"";"26.0";"";"";"";"600-1000";"";"";"4.0";"25.8";"";"";"";"";"";"";
"29.08.2017 17:30";"31.8";"750.6";"752.8";"";"82";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"33.9";"";"";"600-1000";"";"";"2.0";"28.3";"";"";"";"";"";"";
"29.08.2017 08:30";"27.4";"750.0";"752.2";"";"92";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"25.8";"";"";"";"600-1000";"";"";"2.0";"26.0";"";"";"";"";"";"";
"28.08.2017 17:30";"32.2";"750.0";"752.2";"";"80";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"34.0";"";"";"600-1000";"";"";"2.0";"28.4";"";"";"";"";"";"";
"28.08.2017 08:30";"27.6";"749.8";"752.0";"";"91";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"26.0";"";"";"";"600-1000";"";"";"2.0";"26.0";"";"";"";"";"";"";
"26.08.2017 17:30";"32.2";"750.0";"752.2";"";"80";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"34.5";"";"";"600-1000";"";"";"2.0";"28.4";"";"";"";"";"";"";
"26.08.2017 08:30";"27.6";"749.4";"751.6";"";"91";"Wind blowing from the south";"0";"";"";"60%.";" ";"";"";"26.1";"";"";"";"600-1000";"";"";"2.0";"26.0";"";"";"";"";"";"";
"25.08.2017 17:30";"32.0";"750.6";"752.8";"";"82";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"34.0";"";"";"600-1000";"";"";"2.0";"28.5";"";"";"";"";"";"";
"25.08.2017 08:30";"27.6";"750.1";"752.3";"";"90";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"26.0";"";"";"";"600-1000";"";"";"2.0";"25.9";"";"";"";"";"";"";
"24.08.2017 17:30";"31.8";"750.3";"752.5";"";"83";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"34.2";"";"";"600-1000";"";"";"2.0";"28.5";"";"";"";"";"";"";
"24.08.2017 08:30";"27.4";"749.7";"751.9";"";"90";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"25.8";"";"";"";"600-1000";"";"";"2.0";"25.7";"";"";"";"";"";"";
"22.08.2017 17:30";"31.2";"749.7";"751.9";"";"86";"Wind blowing from the west";"0";"";"";"50%.";" ";"";"";"";"34.2";"";"";"300-600";"";"";"1.0";"28.5";"";"";"";"";"";"";
"22.08.2017 08:30";"27.2";"749.8";"752.0";"";"90";"Wind blowing from the south-west";"0";"";"";"60%.";" ";"";"";"25.9";"";"";"";"600-1000";"";"";"4.0";"25.5";"";"";"";"";"";"";
"21.08.2017 17:30";"31.6";"749.6";"751.8";"";"83";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"34.0";"";"";"1000-1500";"";"";"4.0";"28.3";"";"";"";"";"";"";
"21.08.2017 08:30";"27.6";"749.4";"751.6";"";"90";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"2.0";"25.9";"";"";"";"";"";"";
"19.08.2017 17:30";"31.4";"749.6";"751.8";"";"86";"Wind blowing from the east";"0";"";"";"60%.";" ";"";"";"";"33.6";"";"";"600-1000";"";"";"2.0";"28.7";"";"";"";"";"";"";
"19.08.2017 08:30";"27.4";"749.5";"751.7";"";"90";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"25.6";"";"";"";"600-1000";"";"";"2.0";"25.7";"";"";"";"";"";"";
"18.08.2017 17:30";"31.2";"749.7";"751.9";"";"87";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"33.0";"";"";"600-1000";"";"";"2.0";"28.8";"";"";"";"";"";"";
"18.08.2017 08:30";"27.0";"749.7";"751.9";"";"92";"Wind blowing from the south";"0";"";"";"60%.";" ";"";"";"25.4";"";"";"";"600-1000";"";"";"2.0";"25.6";"";"";"";"";"";"";
"17.08.2017 17:30";"31.0";"750.3";"752.5";"";"87";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"33.3";"";"";"600-1000";"";"";"2.0";"28.6";"";"";"";"";"";"";
"17.08.2017 08:30";"27.2";"749.7";"751.9";"";"92";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"25.2";"";"";"";"600-1000";"";"";"2.0";"25.8";"";"";"";"";"";"";
"16.08.2017 17:30";"30.8";"750.3";"752.5";"";"87";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"33.2";"";"";"600-1000";"";"";"2.0";"28.3";"";"";"";"";"";"";
"16.08.2017 08:30";"27.0";"750.0";"752.2";"";"90";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"25.0";"";"";"";"600-1000";"";"";"2.0";"25.3";"";"";"";"";"";"";
"15.08.2017 17:30";"29.2";"750.1";"752.3";"";"91";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"32.8";"";"";"600-1000";"";"";"2.0";"27.5";"";"";"";"";"";"";
"15.08.2017 08:30";"26.2";"749.9";"752.1";"";"92";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"24.6";"";"";"";"600-1000";"";"";"2.0";"24.8";"";"";"";"";"";"";
"14.08.2017 17:30";"29.8";"750.2";"752.4";"";"86";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"32.3";"";"";"600-1000";"";"";"2.0";"27.3";"";"";"";"";"";"";
"14.08.2017 08:30";"26.8";"750.0";"752.2";"";"94";"Wind blowing from the south-west";"4";"";"";"60%.";" ";"";"";"25.0";"";"";"";"600-1000";"";"";"2.0";"25.7";"";"";"";"";"";"";
"12.08.2017 17:30";"30.8";"750.3";"752.5";"";"87";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"32.9";"";"";"600-1000";"";"";"4.0";"28.3";"";"";"";"";"";"";
"12.08.2017 08:30";"27.0";"750.0";"752.2";"";"90";"";"";"";"";"100%.";" ";"";"";"25.4";"";"";"";"600-1000";"";"";"2.0";"25.2";"";"";"";"";"";"";
"11.08.2017 17:30";"31.0";"750.9";"753.1";"";"87";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"33.5";"";"";"600-1000";"";"";"2.0";"28.6";"";"";"";"";"";"";
"11.08.2017 08:30";"27.4";"750.6";"752.8";"";"92";"Wind blowing from the south";"0";"";"";"60%.";" ";"";"";"25.8";"";"";"";"600-1000";"";"";"2.0";"26.0";"";"";"";"";"";"";
"10.08.2017 17:30";"31.2";"750.7";"752.9";"";"86";"Wind blowing from the south";"0";"";"";"60%.";" ";"";"";"";"33.6";"";"";"600-1000";"";"";"2.0";"28.5";"";"";"";"";"";"";
"10.08.2017 08:30";"27.2";"750.3";"752.5";"";"90";"Wind blowing from the south-east";"0";"";"";"70 – 80%.";" ";"";"";"25.8";"";"";"";"1000-1500";"";"";"2.0";"25.5";"";"";"";"";"";"";
"09.08.2017 17:30";"31.8";"750.4";"752.6";"";"83";"Wind blowing from the south";"0";"";"";"60%.";" ";"";"";"";"34.2";"";"";"600-1000";"";"";"4.0";"28.5";"";"";"";"";"";"";
"09.08.2017 08:30";"27.8";"749.7";"751.9";"";"89";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"26.0";"";"";"";"600-1000";"";"";"2.0";"25.8";"";"";"";"";"";"";
"08.08.2017 17:30";"31.2";"750.4";"752.6";"";"87";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"34.0";"";"";"600-1000";"";"";"2.0";"28.8";"";"";"";"";"";"";
"08.08.2017 08:30";"27.8";"749.7";"751.9";"";"87";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"25.9";"";"";"";"600-1000";"";"";"2.0";"25.5";"";"";"";"";"";"";
"07.08.2017 17:30";"31.0";"750.0";"752.2";"";"87";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"33.8";"";"";"600-1000";"";"";"4.0";"28.6";"";"";"";"";"";"";
"07.08.2017 08:30";"27.6";"749.6";"751.8";"";"89";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"25.7";"";"";"";"600-1000";"";"";"2.0";"25.6";"";"";"";"";"";"";
"05.08.2017 17:30";"31.4";"749.9";"752.1";"";"84";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"33.6";"";"";"600-1000";"";"";"2.0";"28.4";"";"";"";"";"";"";
"05.08.2017 08:30";"27.2";"749.7";"751.9";"";"92";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"25.6";"";"";"";"600-1000";"";"";"4.0";"25.8";"";"";"";"";"";"";
"04.08.2017 17:30";"31.2";"750.6";"752.8";"";"84";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"33.8";"";"";"600-1000";"";"";"2.0";"28.2";"";"";"";"";"";"";
"04.08.2017 08:30";"27.2";"750.3";"752.5";"";"90";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"25.5";"";"";"";"600-1000";"";"";"2.0";"25.5";"";"";"";"";"";"";
"03.08.2017 17:30";"31.0";"750.3";"752.5";"";"86";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"33.0";"";"";"600-1000";"";"";"2.0";"28.3";"";"";"";"";"";"";
"03.08.2017 08:30";"27.0";"750.0";"752.2";"";"92";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"25.3";"";"";"";"600-1000";"";"";"2.0";"25.6";"";"";"";"";"";"";
"02.08.2017 17:30";"31.8";"750.3";"752.5";"";"82";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"33.8";"";"";"600-1000";"";"";"2.0";"28.3";"";"";"";"";"";"";
"02.08.2017 08:30";"27.4";"749.7";"751.9";"";"92";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"25.6";"";"";"";"600-1000";"";"";"2.0";"26.0";"";"";"";"";"";"";
"01.08.2017 17:30";"31.6";"750.2";"752.4";"";"83";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"34.0";"";"";"600-1000";"";"";"2.0";"28.3";"";"";"";"";"";"";
"01.08.2017 08:30";"27.4";"750.0";"752.2";"";"90";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"25.4";"";"";"";"600-1000";"";"";"4.0";"25.7";"";"";"";"";"";"";
"31.07.2017 17:30";"31.2";"750.3";"752.5";"";"86";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"33.8";"";"";"600-1000";"";"";"2.0";"28.5";"";"";"";"";"";"";
"31.07.2017 08:30";"27.2";"749.6";"751.8";"";"92";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"25.3";"";"";"";"600-1000";"";"";"2.0";"25.8";"";"";"";"";"";"";
"29.07.2017 17:30";"31.8";"750.0";"752.2";"";"80";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"34.2";"";"";"600-1000";"";"";"2.0";"28.0";"";"";"";"";"";"";
"29.07.2017 08:30";"27.4";"749.8";"752.0";"";"90";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"25.5";"";"";"";"600-1000";"";"";"2.0";"25.7";"";"";"";"";"";"";
"28.07.2017 17:30";"31.2";"749.7";"751.9";"";"84";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"33.2";"";"";"600-1000";"";"";"2.0";"28.2";"";"";"";"";"";"";
"28.07.2017 08:30";"27.2";"749.6";"751.8";"";"92";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"25.2";"";"";"";"1000-1500";"";"";"4.0";"25.8";"";"";"";"";"";"";
"27.07.2017 17:30";"30.6";"750.1";"752.3";"";"83";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"32.6";"";"";"600-1000";"";"";"2.0";"27.3";"";"";"";"";"";"";
"27.07.2017 08:30";"26.8";"750.0";"752.2";"";"94";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"25.0";"";"";"";"600-1000";"";"";"2.0";"25.7";"";"";"";"";"";"";
"26.07.2017 11:30";"27.0";"749.9";"752.1";"";"94";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"25.1";"";"";"";"";"";"";"";"25.9";"";"";"";"";"";"";
"26.07.2017 08:30";"27.0";"749.9";"752.1";"";"94";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"25.1";"";"";"";"600-1000";"";"";"2.0";"25.9";"";"";"";"";"";"";
"25.07.2017 17:30";"30.2";"750.3";"752.5";"";"92";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"32.2";"";"";"600-1000";"";"";"2.0";"28.8";"";"";"";"";"";"";
"25.07.2017 08:30";"26.2";"750.0";"752.2";"";"92";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"25.2";"";"";"";"600-1000";"";"";"2.0";"24.8";"";"";"";"";"";"";
"24.07.2017 17:30";"30.0";"750.0";"752.2";"";"92";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"32.0";"";"";"600-1000";"";"";"2.0";"28.6";"";"";"";"";"";"";
"24.07.2017 08:30";"27.2";"749.7";"751.9";"";"92";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"25.5";"";"";"";"600-1000";"";"";"2.0";"25.8";"";"";"";"";"";"";
"22.07.2017 17:30";"30.8";"750.0";"752.2";"";"87";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"33.2";"";"";"600-1000";"";"";"2.0";"28.3";"";"";"";"";"";"";
"22.07.2017 08:30";"27.4";"749.6";"751.8";"";"89";"";"1";"";"";"60%.";" ";"";"";"25.4";"";"";"";"600-1000";"";"";"2.0";"25.4";"4.0";"6";"";"";"";"";
"21.07.2017 17:30";"31.8";"749.7";"751.9";"";"82";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"33.0";"";"";"600-1000";"";"";"2.0";"28.3";"";"";"";"";"";"";
"21.07.2017 08:30";"28.4";"749.6";"751.8";"";"89";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"25.3";"";"";"";"600-1000";"";"";"2.0";"26.4";"";"";"";"";"";"";
"20.07.2017 17:30";"31.2";"750.2";"752.4";"";"84";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"33.8";"";"";"600-1000";"";"";"2.0";"28.2";"";"";"";"";"";"";
"20.07.2017 08:30";"28.2";"749.9";"752.1";"";"91";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"25.2";"";"";"";"600-1000";"";"";"2.0";"26.5";"";"";"";"";"";"";
"19.07.2017 17:30";"32.4";"750.3";"752.5";"";"80";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"35.0";"";"";"600-1000";"";"";"4.0";"28.6";"";"";"";"";"";"";
"19.07.2017 08:30";"29.2";"750.0";"752.2";"";"91";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"26.2";"";"";"";"1000-1500";"";"";"4.0";"27.5";"";"";"";"";"";"";
"18.07.2017 17:30";"32.2";"749.6";"751.8";"";"81";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"34.9";"";"";"600-1000";"";"";"2.0";"28.5";"";"";"";"";"";"";
"18.07.2017 08:30";"28.8";"749.7";"751.9";"";"88";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"26.1";"";"";"";"600-1000";"";"";"4.0";"26.6";"";"";"";"";"";"";
"17.07.2017 17:30";"32.2";"749.9";"752.1";"";"79";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"34.8";"";"";"600-1000";"";"";"2.0";"28.1";"";"";"";"";"";"";
"17.07.2017 08:30";"29.0";"749.8";"752.0";"";"92";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"26.2";"";"";"";"600-1000";"";"";"2.0";"27.6";"";"";"";"";"";"";
"15.07.2017 17:30";"31.6";"750.9";"753.1";"";"82";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"34.2";"";"";"600-1000";"";"";"2.0";"28.1";"";"";"";"";"";"";
"15.07.2017 08:30";"28.2";"749.9";"752.1";"";"91";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"25.8";"";"";"";"600-1000";"";"";"2.0";"26.5";"";"";"";"";"";"";
"14.07.2017 08:30";"28.0";"750.0";"752.2";"";"92";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"25.6";"";"";"";"1500-2000";"";"";"2.0";"26.6";"";"";"";"";"";"";
"13.07.2017 17:30";"31.0";"750.2";"752.4";"";"87";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"33.2";"";"";"600-1000";"";"";"4.0";"28.6";"";"";"";"";"";"";
"13.07.2017 08:30";"27.4";"750.0";"752.2";"";"90";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"25.2";"";"";"";"600-1000";"";"";"2.0";"25.7";"";"";"";"";"";"";
"12.07.2017 17:30";"30.6";"750.6";"752.8";"";"88";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"33.0";"";"";"600-1000";"";"";"2.0";"28.4";"";"";"";"";"";"";
"12.07.2017 08:30";"27.6";"750.2";"752.4";"";"89";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"25.3";"";"";"";"600-1000";"";"";"2.0";"25.6";"";"";"";"";"";"";
"11.07.2017 17:30";"32.0";"750.5";"752.7";"";"80";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"33.8";"";"";"600-1000";"";"";"2.0";"28.2";"";"";"";"";"";"";
"11.07.2017 08:30";"27.8";"750.1";"752.3";"";"87";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"25.6";"";"";"";"600-1000";"";"";"2.0";"25.5";"";"";"";"";"";"";
"10.07.2017 17:30";"31.8";"750.6";"752.8";"";"80";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"34.1";"";"";"600-1000";"";"";"4.0";"28.0";"";"";"";"";"";"";
"10.07.2017 08:30";"28.4";"750.3";"752.5";"";"89";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"25.8";"";"";"";"600-1000";"";"";"4.0";"26.4";"";"";"";"";"";"";
"09.07.2017 17:30";"31.2";"750.7";"752.9";"";"86";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"33.7";"";"";"600-1000";"";"";"2.0";"28.5";"";"";"";"";"";"";
"09.07.2017 08:30";"27.8";"750.6";"752.8";"";"87";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"25.5";"";"";"";"600-1000";"";"";"4.0";"25.5";"";"";"";"";"";"";
"08.07.2017 08:30";"28.8";"750.3";"752.5";"";"86";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"26.0";"";"";"";"300-600";"";"";"1.0";"26.3";"";"";"";"";"";"";
"07.07.2017 17:30";"31.6";"751.0";"753.2";"";"83";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"33.8";"";"";"600-1000";"";"";"4.0";"28.3";"";"";"";"";"";"";
"07.07.2017 08:30";"28.4";"750.6";"752.8";"";"89";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"25.8";"";"";"";"600-1000";"";"";"2.0";"26.4";"";"";"";"";"";"";
