# Weather station Cooch Behar (airport), India, WMO_ID=42403,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42403&lang=en
#
"Local time in Cooch Behar (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"03.09.2017 08:30";"28.4";"749.7";"753.4";"";"89";"Wind blowing from the east-southeast";"2";"";"";"100%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"25.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"2.0";"26.4";"";"";"";"";"";"";
"02.09.2017 17:30";"27.8";"747.1";"750.8";"";"89";"Wind blowing from the south";"2";"";"";"90  or more, but not 100%";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"30.4";"Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"25.8";"";"";"";"";"";"";
"02.09.2017 11:30";"29.4";"749.4";"753.0";"-0.4";"82";"Wind blowing from the east-southeast";"2";"";"";"90  or more, but not 100%";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"02.09.2017 08:30";"26.0";"749.8";"753.5";"";"94";"Calm, no wind";"0";"";"";"100%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"25.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"2.0";"24.9";"";"";"";"";"";"";
"01.09.2017 17:30";"29.4";"747.8";"751.4";"";"90";"Wind blowing from the north-west";"2";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.5";"";"";"";"";"";"";
"01.09.2017 11:30";"30.0";"749.9";"753.5";"-0.6";"83";"Wind blowing from the east-southeast";"3";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.7";"";"";"";"";"";"";
"01.09.2017 08:30";"29.4";"750.5";"754.2";"";"85";"Calm, no wind";"0";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"25.2";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.6";"";"";"";"";"";"";
"31.08.2017 17:30";"30.4";"748.9";"752.5";"";"76";"Calm, no wind";"0";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"32.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"25.6";"";"";"";"";"";"";
"31.08.2017 11:30";"27.4";"750.7";"754.4";"-1.4";"89";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Haze. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.4";"";"";"";"";"";"";
"31.08.2017 08:30";"25.0";"752.1";"755.8";"";"98";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"23.7";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"70 – 80%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"1.0";"24.7";"";"";"";"";"";"";
"30.08.2017 17:30";"30.4";"748.3";"751.9";"";"83";"Wind blowing from the south-west";"2";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"36.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.1";"";"";"";"";"";"";
"30.08.2017 11:30";"32.8";"750.5";"754.1";"-1.1";"70";"Wind blowing from the west-northwest";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.7";"";"";"";"";"";"";
"30.08.2017 08:30";"31.0";"751.6";"755.2";"";"76";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"26.2";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.3";"";"";"";"";"";"";
"29.08.2017 17:30";"32.0";"748.6";"752.2";"";"72";"Wind blowing from the south-west";"2";"";"";"60%.";" ";"";"";"";"35.1";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"26.4";"";"";"";"";"";"";
"29.08.2017 11:30";"33.4";"751.1";"754.7";"-1.1";"61";"Wind blowing from the south-east";"2";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"29.08.2017 08:30";"30.4";"752.2";"755.8";"";"77";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"26.6";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.9";"";"";"";"";"";"";
"28.08.2017 17:30";"32.0";"748.1";"751.7";"";"67";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"34.0";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"4.0";"25.2";"";"";"";"";"";"";
"28.08.2017 11:30";"30.0";"750.3";"753.9";"0.0";"80";"Wind blowing from the south";"2";"";"";"100%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"4.0";"26.1";"";"";"";"";"";"";
"28.08.2017 08:30";"29.0";"750.3";"754.0";"";"88";"Wind blowing from the south-west";"3";"";"";"100%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"26.7";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"26.8";"";"";"";"";"";"";
"27.08.2017 17:30";"31.4";"746.6";"750.2";"";"77";"Calm, no wind";"0";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"33.8";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"27.0";"";"";"";"";"";"";
"27.08.2017 11:30";"29.4";"749.0";"752.6";"-0.3";"86";"Calm, no wind";"0";"";"";"100%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"4.0";"26.9";"";"";"";"";"";"";
"27.08.2017 08:30";"26.0";"749.3";"753.0";"";"95";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.7";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.1";"";"";"";"";"";"";
"26.08.2017 17:30";"33.4";"745.2";"748.8";"";"73";"Calm, no wind";"0";"";"";"100%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"35.1";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"4.0";"27.9";"";"";"";"";"";"";
"26.08.2017 11:30";"33.8";"747.3";"750.9";"0.1";"63";"Wind blowing from the east";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"25.7";"";"";"";"";"";"";
"26.08.2017 08:30";"30.6";"747.2";"750.8";"";"74";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"25.2";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"4.0";"25.5";"";"";"";"";"";"";
"25.08.2017 17:30";"33.0";"745.5";"749.1";"";"69";"Calm, no wind";"0";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.6";"";"";"";"";"";"";
"25.08.2017 11:30";"32.4";"748.2";"751.8";"-0.8";"71";"Wind blowing from the north-northeast";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.6";"";"";"";"";"";"";
"25.08.2017 08:30";"32.0";"749.0";"752.6";"";"71";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"25.7";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.1";"";"";"";"";"";"";
"24.08.2017 17:30";"29.0";"747.1";"750.7";"";"80";"Calm, no wind";"0";"";"";"60%.";"Haze. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"33.8";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"25.3";"";"";"";"";"";"";
"24.08.2017 11:30";"30.4";"749.0";"752.6";"-1.5";"80";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Haze. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"26.5";"";"";"";"";"";"";
"24.08.2017 08:30";"31.4";"750.5";"754.1";"";"80";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"26.7";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.6";"";"";"";"";"";"";
"23.08.2017 17:30";"32.0";"747.0";"750.6";"";"78";"Calm, no wind";"0";"";"";"60%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"35.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"4.0";"27.6";"";"";"";"";"";"";
"23.08.2017 11:30";"34.4";"750.1";"753.7";"-0.8";"64";"Wind blowing from the south-southwest";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"26.6";"";"";"";"";"";"";
"23.08.2017 08:30";"30.0";"750.9";"754.5";"";"83";"Wind blowing from the east-southeast";"2";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"25.7";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"26.7";"";"";"";"";"";"";
"22.08.2017 17:30";"28.2";"747.0";"750.6";"";"91";"Calm, no wind";"0";"";"";"60%.";"State of sky on the whole unchanged. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"34.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"26.5";"";"";"";"";"";"";
"22.08.2017 11:30";"32.4";"749.1";"752.7";"-0.6";"73";"Wind blowing from the north-east";"2";"";"";"60%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"26.9";"";"";"";"";"";"";
"22.08.2017 08:30";"28.4";"749.7";"753.4";"";"89";"Wind blowing from the north-northwest";"2";"";"";"90  or more, but not 100%";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"25.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.4";"";"";"";"";"";"";
"21.08.2017 17:30";"31.4";"746.8";"750.4";"";"73";"Wind blowing from the south-west";"2";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"34.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"4.0";"26.1";"";"";"";"";"";"";
"21.08.2017 11:30";"28.8";"750.0";"753.7";"-0.5";"85";"Calm, no wind";"0";"";"";"70 – 80%.";"Rain, not freezing, continuous, slight at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"21.08.2017 08:30";"31.4";"750.5";"754.1";"";"79";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"26.2";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.3";"";"";"";"";"";"";
"20.08.2017 17:30";"31.4";"748.3";"751.9";"";"83";"Calm, no wind";"0";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"34.1";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"4.0";"28.1";"";"";"";"";"";"";
"20.08.2017 11:30";"32.6";"750.4";"754.0";"-1.4";"80";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus cumulonimbogenitus.";"4.0";"28.8";"";"";"";"";"";"";
"20.08.2017 08:30";"27.4";"751.8";"755.5";"";"97";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"25.4";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"600-1000";"";"";"2.0";"26.8";"";"";"";"";"";"";
"19.08.2017 17:30";"28.4";"749.2";"752.9";"";"97";"Calm, no wind";"0";"";"";"60%.";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"34.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"4.0";"27.9";"";"";"";"";"";"";
"19.08.2017 11:30";"32.4";"751.5";"755.1";"-0.6";"77";"Wind blowing from the east-southeast";"2";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.8";"";"";"";"";"";"";
"19.08.2017 08:30";"29.4";"752.1";"755.8";"";"83";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"26.2";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.3";"";"";"";"";"";"";
