# Weather station Burdwan, India, WMO_ID=42709,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42709&lang=en
#
"Local time in Burdwan";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"02.11.2017 08:30";"25.2";"756.8";"758.9";"";"66";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"19.8";"";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"01.11.2017 17:30";"26.8";"757.3";"759.4";"";"71";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"01.11.2017 08:30";"26.4";"757.6";"759.7";"";"69";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"31.10.2017 17:30";"27.0";"757.0";"759.1";"";"71";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"31.10.2017 08:30";"24.2";"758.3";"760.4";"";"67";"Wind blowing from the east-northeast";"";"";"";"40%.";" ";"";"";"20.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.7";"";"";"";"";"";"";
"30.10.2017 17:30";"28.4";"751.7";"753.7";"";"68";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"30.10.2017 08:30";"24.8";"754.3";"756.4";"";"76";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"21.8";"";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"29.10.2017 17:30";"28.8";"751.7";"753.7";"";"65";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"29.10.2017 08:30";"26.2";"753.9";"756.0";"";"74";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"21.8";"";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"28.10.2017 17:30";"29.0";"751.7";"753.7";"";"72";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"28.10.2017 08:30";"26.4";"753.1";"755.2";"";"68";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"21.8";"";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"27.10.2017 17:30";"29.0";"752.0";"754.0";"";"69";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"27.10.2017 08:30";"25.6";"753.5";"755.6";"";"70";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"21.8";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"26.10.2017 17:30";"29.8";"751.7";"753.7";"";"66";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"26.10.2017 08:30";"27.8";"751.9";"754.0";"";"81";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"25.10.2017 17:30";"29.0";"753.2";"755.2";"";"74";"Wind blowing from the south";"";"";"";"70 – 80%.";" ";"";"";"";"30.8";"";"";"600-1000";"";"";"2.0";"23.8";"";"";"";"";"";"";
"25.10.2017 08:30";"27.8";"751.6";"753.7";"";"79";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"24.10.2017 17:30";"30.0";"751.7";"753.7";"";"71";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"24.10.2017 08:30";"27.2";"751.6";"753.7";"";"72";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"23.10.2017 17:30";"29.0";"751.2";"753.2";"";"72";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"23.10.2017 08:30";"28.0";"753.1";"755.2";"";"80";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"22.10.2017 17:30";"29.2";"751.7";"753.7";"";"74";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"22.10.2017 08:30";"25.6";"751.7";"753.8";"";"70";"Wind blowing from the south";"";"";"";"no clouds";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"21.8";"";"";"";"";"";"";"2.0";"19.7";"";"";"";"";"";"";
"21.10.2017 17:30";"28.8";"752.0";"754.0";"";"73";"Wind blowing from the south";"";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"31.0";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.4";"";"";"";"";"";"";
"21.10.2017 08:30";"27.4";"748.7";"750.7";"";"73";"Wind blowing from the south";"";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"22.8";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.1";"";"";"";"";"";"";
"20.10.2017 17:30";"28.8";"754.3";"756.4";"";"73";"Wind blowing from the south";"";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"31.0";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.4";"";"";"";"";"";"";
"20.10.2017 08:30";"27.4";"754.4";"756.5";"";"66";"Wind blowing from the south";"";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"24.2";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.4";"";"";"";"";"";"";
"19.10.2017 17:30";"28.8";"753.9";"755.9";"";"75";"Wind blowing from the south";"";"";"";"70 – 80%.";" ";"";"";"";"31.8";"";"";"600-1000";"";"";"2.0";"24.0";"";"";"";"";"";"";
"19.10.2017 08:30";"27.5";"754.8";"756.9";"";"72";"Wind blowing from the south";"";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"23.3";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"22.0";"";"";"";"";"";"";
"18.10.2017 17:30";"29.0";"753.5";"755.5";"";"72";"Wind blowing from the south";"";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"31.8";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.4";"";"";"";"";"";"";
"18.10.2017 08:30";"27.6";"754.1";"756.2";"";"78";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"17.10.2017 17:30";"31.0";"752.4";"754.4";"";"70";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"17.10.2017 08:30";"27.8";"754.1";"756.2";"";"77";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"16.10.2017 17:30";"29.2";"751.7";"753.7";"";"77";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"16.10.2017 08:30";"27.8";"754.6";"756.7";"";"77";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"15.10.2017 17:30";"29.8";"752.6";"754.6";"";"71";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"15.10.2017 08:30";"28.4";"752.7";"754.7";"";"76";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"25.3";"";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"14.10.2017 17:30";"31.0";"752.7";"754.7";"";"70";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"4.0";"24.9";"";"";"";"";"";"";
"14.10.2017 08:30";"28.2";"754.3";"756.4";"";"80";"Wind blowing from the south";"";"";"";"50%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"25.3";"";"";"";"600-1000";"";"";"2.0";"24.4";"";"";"";"";"";"";
"13.10.2017 17:30";"31.4";"752.4";"754.4";"";"70";"Wind blowing from the south";"";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"33.8";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"25.2";"";"";"";"";"";"";
"13.10.2017 08:30";"28.4";"752.7";"754.7";"";"78";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"25.3";"";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"12.10.2017 17:30";"30.0";"753.2";"755.2";"";"75";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"12.10.2017 08:30";"28.0";"753.1";"755.2";"";"77";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"25.3";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"11.10.2017 17:30";"29.2";"752.4";"754.4";"";"69";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"11.10.2017 08:30";"28.8";"752.6";"754.6";"";"78";"Wind blowing from the south";"";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"24.3";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"24.5";"";"";"";"";"";"";
"10.10.2017 17:30";"29.0";"752.8";"754.8";"";"77";"Wind blowing from the south";"";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"32.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"24.5";"";"";"";"";"";"";
"10.10.2017 08:30";"25.4";"754.5";"756.6";"";"67";"Wind blowing from the south";"";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"22.2";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"18.9";"";"";"";"";"";"";
"09.10.2017 17:30";"28.8";"754.1";"756.2";"";"71";"Wind blowing from the south";"";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"32.0";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.0";"";"";"";"";"";"";
"09.10.2017 08:30";"25.2";"753.1";"755.2";"";"89";"Wind blowing from the south";"";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"24.2";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.2";"";"";"";"";"";"";
"08.10.2017 17:30";"29.8";"752.7";"754.7";"";"77";"Wind blowing from the south";"";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"25.4";"";"";"";"";"";"";
"08.10.2017 08:30";"28.8";"753.5";"755.5";"";"82";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"07.10.2017 17:30";"32.0";"753.2";"755.2";"";"70";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"07.10.2017 08:30";"28.4";"753.7";"755.8";"";"82";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"06.10.2017 17:30";"31.8";"752.0";"754.0";"";"73";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"06.10.2017 08:30";"30.2";"753.9";"755.9";"";"78";"Wind blowing from the south";"";"";"";"no clouds";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"25.3";"";"";"";"";"";"";"2.0";"26.0";"";"";"";"";"";"";
"05.10.2017 17:30";"31.8";"752.4";"754.4";"";"71";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"4.0";"26.0";"";"";"";"";"";"";
"05.10.2017 08:30";"30.0";"753.2";"755.2";"";"81";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"04.10.2017 17:30";"32.0";"752.4";"754.4";"";"74";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"04.10.2017 08:30";"31.0";"754.1";"756.1";"";"78";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"03.10.2017 17:30";"30.4";"752.4";"754.4";"";"69";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"03.10.2017 08:30";"28.0";"754.3";"756.4";"";"78";"Wind blowing from the south";"";"";"";"no clouds";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"25.3";"";"";"";"";"";"";"2.0";"23.8";"";"";"";"";"";"";
"02.10.2017 17:30";"30.0";"753.2";"755.2";"";"72";"Wind blowing from the south";"";"";"";"no clouds";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"";"";"";"";"";"";"2.0";"24.5";"";"";"";"";"";"";
"02.10.2017 08:30";"28.8";"754.6";"756.7";"";"78";"Wind blowing from the south";"";"";"";"100%.";"State of sky on the whole unchanged. ";"Storm";"Storm";"24.8";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.5";"";"";"";"";"";"";
"01.10.2017 17:30";"29.8";"753.9";"755.9";"";"77";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"01.10.2017 08:30";"29.0";"753.9";"755.9";"";"81";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"30.09.2017 17:30";"29.8";"754.4";"756.4";"";"69";"Wind blowing from the south";"";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"33.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"23.4";"";"";"";"";"";"";
"30.09.2017 08:30";"28.4";"753.8";"755.9";"";"78";"Wind blowing from the south";"";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"24.8";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"24.2";"";"";"";"";"";"";
"29.09.2017 17:30";"29.0";"753.2";"755.2";"";"78";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"29.09.2017 08:30";"29.8";"754.4";"756.4";"";"75";"Wind blowing from the south";"";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"25.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"24.8";"";"";"";"";"";"";
"28.09.2017 17:30";"30.0";"752.7";"754.7";"";"78";"Wind blowing from the south";"";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"25.8";"";"";"";"";"";"";
"28.09.2017 08:30";"29.2";"753.7";"755.7";"";"79";"Wind blowing from the south";"";"";"";"no clouds";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"25.0";"";"";"";"";"";"";"2.0";"25.2";"";"";"";"";"";"";
"27.09.2017 17:30";"30.0";"753.9";"755.9";"";"79";"Wind blowing from the south";"";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"33.0";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"26.0";"";"";"";"";"";"";
"27.09.2017 08:30";"30.0";"753.2";"755.2";"";"76";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"26.09.2017 17:30";"31.8";"751.2";"753.2";"";"71";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"26.09.2017 08:30";"31.0";"752.4";"754.4";"";"78";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"25.09.2017 17:30";"31.8";"750.9";"752.9";"";"73";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"25.09.2017 08:30";"30.2";"752.5";"754.5";"";"77";"Wind blowing from the south";"";"";"";"no clouds";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"27.0";"";"";"";"";"";"";"2.0";"25.7";"";"";"";"";"";"";
"24.09.2017 17:30";"30.0";"750.9";"752.9";"";"76";"Wind blowing from the south";"";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"25.4";"";"";"";"";"";"";
"24.09.2017 08:30";"29.8";"753.8";"755.8";"";"81";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"26.2";"";"";"";"";"";"";
"23.09.2017 17:30";"31.0";"751.7";"753.7";"";"77";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"23.09.2017 08:30";"30.2";"754.4";"756.4";"";"76";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"25.6";"";"";"";"";"";"";
"22.09.2017 17:30";"30.0";"750.9";"752.9";"";"71";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"22.09.2017 08:30";"29.4";"754.4";"756.4";"";"76";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"25.3";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.8";"";"";"";"";"";"";
"21.09.2017 17:30";"29.4";"753.2";"755.2";"";"72";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"21.09.2017 08:30";"29.4";"754.9";"756.9";"";"72";"Wind blowing from the south";"";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"26.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"23.8";"";"";"";"";"";"";
"20.09.2017 17:30";"30.8";"750.6";"752.6";"";"72";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"20.09.2017 08:30";"28.2";"754.6";"756.7";"";"81";"Wind blowing from the south";"";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"25.8";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.6";"";"";"";"";"";"";
"19.09.2017 17:30";"27.0";"751.6";"753.7";"";"88";"Wind blowing from the south";"";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.8";"";"";"";"";"";"";
"19.09.2017 08:30";"28.2";"755.3";"757.4";"";"82";"Wind blowing from the south";"";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"25.4";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.8";"";"";"";"";"";"";
"18.09.2017 17:30";"28.0";"752.6";"754.7";"";"80";"Wind blowing from the south";"";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"32.5";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.2";"";"";"";"";"";"";
"18.09.2017 08:30";"25.8";"754.1";"756.2";"";"86";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"24.2";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.2";"";"";"";"";"";"";
"17.09.2017 17:30";"31.0";"750.5";"752.5";"";"77";"Wind blowing from the south";"";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"33.8";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"26.4";"";"";"";"";"";"";
"17.09.2017 08:30";"31.0";"753.9";"755.9";"";"77";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"16.09.2017 17:30";"32.0";"750.9";"752.9";"";"72";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
