# Weather station Bhawanipatna, India, WMO_ID=43042,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43042&lang=en
#
"Local time in Bhawanipatna";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"09.05.2016 17:30";"34.0";"732.3";"753.9";"";"44";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"41.5";"";"";"600-1000";"";"";"4.0";"20.1";"";"";"";"";"";"";
"09.05.2016 08:30";"30.0";"735.8";"757.8";"";"46";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"27.0";"";"";"";"1000-1500";"";"";"4.0";"17.2";"";"";"";"";"";"";
"08.05.2016 17:30";"35.0";"733.0";"754.5";"";"39";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"41.2";"";"";"1000-1500";"";"";"2.0";"19.2";"";"";"";"";"";"";
"08.05.2016 08:30";"28.0";"734.9";"757.0";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"07.05.2016 17:30";"38.0";"731.6";"752.9";"";"41";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"40.2";"";"";"2500 or more, or no clouds.";"";"";"2.0";"22.6";"";"";"";"";"";"";
"07.05.2016 08:30";"28.0";"736.8";"758.9";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"06.05.2016 17:30";"35.0";"732.5";"754.0";"";"48";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"37.2";"";"";"1000-1500";"";"";"2.0";"22.3";"";"";"";"";"";"";
"06.05.2016 08:30";"26.8";"736.8";"759.0";"";"54";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.2";"";"";"";"1000-1500";"";"";"4.0";"16.7";"";"";"";"";"";"";
"05.05.2016 17:30";"36.4";"732.5";"753.9";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"05.05.2016 08:30";"27.0";"736.3";"758.5";"";"64";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"24.5";"";"";"";"1000-1500";"";"";"4.0";"19.6";"";"";"";"";"";"";
"04.05.2016 17:30";"40.0";"731.3";"752.4";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"2.0";"22.8";"";"";"";"";"";"";
"04.05.2016 08:30";"32.0";"735.1";"756.9";"";"48";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"28.5";"";"";"";"1000-1500";"";"";"4.0";"19.7";"";"";"";"";"";"";
"03.05.2016 17:30";"36.0";"732.0";"753.4";"";"42";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"43.5";"";"";"600-1000";"";"";"2.0";"21.2";"";"";"";"";"";"";
"03.05.2016 08:30";"33.0";"735.0";"756.7";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"02.05.2016 17:30";"36.4";"730.6";"752.0";"";"41";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"44.2";"";"";"600-1000";"";"";"4.0";"21.0";"";"";"";"";"";"";
"02.05.2016 08:30";"33.0";"734.8";"756.5";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"01.05.2016 17:30";"41.0";"729.8";"750.8";"";"37";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"44.5";"";"";"1000-1500";"";"";"2.0";"23.5";"";"";"";"";"";"";
"01.05.2016 08:30";"33.0";"734.1";"755.8";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.2";"";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"30.04.2016 17:30";"39.0";"731.9";"753.1";"";"42";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"40.5";"";"";"2500 or more, or no clouds.";"";"";"2.0";"23.9";"";"";"";"";"";"";
"30.04.2016 08:30";"32.0";"734.6";"756.4";"";"48";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"28.5";"";"";"";"1000-1500";"";"";"4.0";"19.7";"";"";"";"";"";"";
"29.04.2016 17:30";"40.0";"732.1";"753.2";"";"37";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"43.5";"";"";"1000-1500";"";"";"2.0";"22.8";"";"";"";"";"";"";
"29.04.2016 08:30";"23.0";"733.2";"755.6";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.2";"";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"28.04.2016 17:30";"41.0";"731.4";"752.5";"";"39";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"43.2";"";"";"1000-1500";"";"";"2.0";"24.4";"";"";"";"";"";"";
"28.04.2016 08:30";"32.0";"733.1";"754.8";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.7";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"27.04.2016 17:30";"40.0";"731.0";"752.1";"";"47";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"42.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.7";"";"";"";"";"";"";
"27.04.2016 08:30";"31.0";"734.1";"755.9";"";"49";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"28.2";"";"";"";"1000-1500";"";"";"2.0";"19.2";"";"";"";"";"";"";
"26.04.2016 17:30";"38.0";"732.1";"753.4";"";"46";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"45.2";"";"";"600-1000";"";"";"2.0";"24.3";"";"";"";"";"";"";
"26.04.2016 08:30";"34.0";"733.9";"755.5";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"30.8";"";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"25.04.2016 17:30";"42.4";"729.6";"750.5";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"45.7";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"25.04.2016 08:30";"33.0";"732.2";"753.8";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"30.5";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"24.04.2016 17:30";"42.0";"735.6";"756.7";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"45.0";"";"";"";"";"";"2.0";"23.3";"";"";"";"";"";"";
"24.04.2016 08:30";"34.0";"731.6";"753.1";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"30.7";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"23.04.2016 17:30";"42.0";"728.0";"748.9";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"45.0";"";"";"";"";"";"2.0";"25.3";"";"";"";"";"";"";
"23.04.2016 08:30";"35.0";"732.5";"754.0";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"22.04.2016 17:30";"37.0";"729.2";"750.5";"";"54";"Wind blowing from the west";"2";"";"";"40%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"2.0";"26.2";"";"";"";"";"";"";
"22.04.2016 08:30";"35.0";"733.3";"754.8";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"31.2";"";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"21.04.2016 17:30";"43.0";"729.5";"750.4";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"45.2";"";"";"";"";"";"2.0";"25.5";"";"";"";"";"";"";
"21.04.2016 08:30";"33.0";"729.4";"751.0";"";"48";"";"";"";"";"20–30%.";" ";"";"";"30.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.6";"";"";"";"";"";"";
"20.04.2016 17:30";"42.0";"731.4";"752.4";"";"37";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"45.0";"";"";"1000-1500";"";"";"2.0";"24.4";"";"";"";"";"";"";
"20.04.2016 08:30";"30.0";"735.2";"757.1";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"19.04.2016 17:30";"41.0";"731.4";"752.5";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.5";"";"";"";"";"";"2.0";"23.0";"";"";"";"";"";"";
"19.04.2016 08:30";"30.0";"734.6";"756.5";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.7";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"18.04.2016 17:30";"39.0";"731.3";"752.5";"";"38";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"44.0";"";"";"600-1000";"";"";"4.0";"22.2";"";"";"";"";"";"";
"18.04.2016 08:30";"30.0";"734.2";"756.1";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"17.04.2016 17:30";"42.2";"730.7";"751.7";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.5";"";"";"";"";"";"2.0";"23.6";"";"";"";"";"";"";
"17.04.2016 08:30";"30.0";"733.4";"755.3";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"16.04.2016 17:30";"42.0";"730.6";"751.6";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"45.0";"";"";"";"";"";"2.0";"23.3";"";"";"";"";"";"";
"16.04.2016 08:30";"30.0";"734.6";"756.5";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"15.04.2016 17:30";"40.0";"731.4";"752.5";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.5";"";"";"";"";"";"2.0";"22.1";"";"";"";"";"";"";
"15.04.2016 08:30";"30.0";"734.2";"756.1";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"14.04.2016 17:30";"40.0";"731.0";"752.1";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"2.0";"22.8";"";"";"";"";"";"";
"14.04.2016 08:30";"30.0";"732.9";"754.8";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"13.04.2016 17:30";"38.0";"729.4";"750.6";"";"37";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"43.5";"";"";"2500 or more, or no clouds.";"";"";"2.0";"20.9";"";"";"";"";"";"";
"13.04.2016 08:30";"29.0";"734.7";"756.7";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"12.04.2016 17:30";"40.0";"731.1";"752.2";"";"37";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"43.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.8";"";"";"";"";"";"";
"12.04.2016 08:30";"30.0";"736.1";"758.1";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"11.04.2016 17:30";"40.0";"732.3";"753.5";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.7";"";"";"";"";"";"2.0";"22.1";"";"";"";"";"";"";
"11.04.2016 08:30";"29.0";"736.5";"758.6";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.7";"";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"10.04.2016 17:30";"40.0";"733.3";"754.5";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.8";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"10.04.2016 08:30";"29.0";"736.1";"758.1";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"09.04.2016 17:30";"40.0";"733.0";"754.2";"";"36";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"2.0";"22.1";"";"";"";"";"";"";
"09.04.2016 08:30";"28.0";"735.1";"757.2";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"08.04.2016 17:30";"40.0";"732.2";"753.3";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.7";"";"";"";"";"";"2.0";"21.7";"";"";"";"";"";"";
"08.04.2016 08:30";"28.0";"735.9";"758.0";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"07.04.2016 08:30";"28.0";"736.7";"758.8";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"06.04.2016 17:30";"37.0";"733.2";"754.6";"";"40";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"40.5";"";"";"2500 or more, or no clouds.";"";"";"2.0";"21.4";"";"";"";"";"";"";
"06.04.2016 08:30";"26.0";"735.9";"758.2";"";"54";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"25.2";"";"";"";"1000-1500";"";"";"4.0";"15.9";"";"";"";"";"";"";
"05.04.2016 17:30";"35.0";"733.0";"754.5";"";"43";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"37.0";"";"";"1000-1500";"";"";"2.0";"20.6";"";"";"";"";"";"";
"05.04.2016 08:30";"28.0";"736.6";"758.7";"";"46";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"26.5";"";"";"";"1000-1500";"";"";"4.0";"15.4";"";"";"";"";"";"";
"04.04.2016 17:30";"40.0";"733.1";"754.3";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"2.0";"22.4";"";"";"";"";"";"";
"04.04.2016 08:30";"28.0";"736.2";"758.3";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"03.04.2016 17:30";"40.0";"732.6";"753.8";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"2.0";"21.7";"";"";"";"";"";"";
"03.04.2016 08:30";"26.0";"735.8";"758.1";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.7";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"02.04.2016 17:30";"36.0";"732.8";"754.2";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"2.0";"19.4";"";"";"";"";"";"";
"02.04.2016 08:30";"26.0";"731.3";"753.4";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"01.04.2016 17:30";"37.0";"732.1";"753.4";"";"42";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"40.5";"";"";"1000-1500";"";"";"2.0";"22.1";"";"";"";"";"";"";
"01.04.2016 08:30";"25.0";"736.7";"759.1";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"31.03.2016 17:30";"36.0";"733.4";"754.9";"";"41";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"39.5";"";"";"600-1000";"";"";"4.0";"20.8";"";"";"";"";"";"";
"31.03.2016 08:30";"26.0";"738.5";"760.8";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"30.03.2016 17:30";"34.0";"735.2";"756.9";"";"44";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"40.0";"";"";"1000-1500";"";"";"2.0";"20.1";"";"";"";"";"";"";
"30.03.2016 08:30";"25.0";"738.0";"760.4";"";"50";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"23.7";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"13.9";"";"";"";"";"";"";
"29.03.2016 17:30";"36.0";"735.2";"756.7";"";"40";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"39.5";"";"";"1000-1500";"";"";"2.0";"20.5";"";"";"";"";"";"";
"29.03.2016 08:30";"25.0";"737.6";"760.0";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"28.03.2016 17:30";"36.0";"734.8";"756.3";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"2.0";"20.1";"";"";"";"";"";"";
"28.03.2016 08:30";"24.0";"737.1";"759.6";"";"61";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"22.0";"";"";"";"1000-1500";"";"";"4.0";"16.1";"";"";"";"";"";"";
"27.03.2016 17:30";"34.0";"734.2";"755.8";"";"42";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"41.2";"";"";"1000-1500";"";"";"2.0";"19.3";"";"";"";"";"";"";
"27.03.2016 08:30";"25.0";"737.6";"760.0";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"26.03.2016 17:30";"35.0";"734.2";"755.8";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"2.0";"17.7";"";"";"";"";"";"";
"26.03.2016 08:30";"21.0";"";"";"";"88";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"18.0";"";"";"";"600-1000";"";"";"4.0";"18.9";"";"";"";"";"";"";
"25.03.2016 17:30";"36.0";"735.6";"757.1";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.8";"";"";"";"";"";"2.0";"19.0";"";"";"";"";"";"";
"25.03.2016 08:30";"24.0";"737.9";"760.4";"";"56";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"22.7";"";"";"";"1000-1500";"";"";"4.0";"14.6";"";"";"";"";"";"";
"24.03.2016 17:30";"36.0";"735.4";"756.9";"";"38";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"39.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.4";"";"";"";"";"";"";
"24.03.2016 08:30";"19.0";"";"";"";"82";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"23.03.2016 17:30";"35.4";"733.7";"755.2";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"23.03.2016 08:30";"22.0";"";"";"";"48";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"22.03.2016 17:30";"37.0";"732.3";"753.7";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"2.0";"18.8";"";"";"";"";"";"";
"22.03.2016 08:30";"25.0";"735.1";"757.4";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"21.03.2016 17:30";"37.0";"732.1";"753.5";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.7";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"21.03.2016 08:30";"26.4";"735.9";"758.1";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.7";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"20.03.2016 17:30";"38.0";"732.3";"753.6";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"2.0";"20.9";"";"";"";"";"";"";
"20.03.2016 08:30";"26.0";"735.9";"758.2";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"19.03.2016 17:30";"38.0";"732.7";"754.0";"";"39";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"40.0";"";"";"600-1000";"";"";"4.0";"21.6";"";"";"";"";"";"";
"19.03.2016 08:30";"24.0";"";"";"";"68";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"18.03.2016 17:30";"33.0";"733.6";"755.3";"";"46";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"39.2";"";"";"1000-1500";"";"";"2.0";"19.9";"";"";"";"";"";"";
"18.03.2016 08:30";"25.0";"737.6";"760.0";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"17.03.2016 17:30";"34.0";"735.0";"756.6";"";"42";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"37.5";"";"";"1000-1500";"";"";"2.0";"19.3";"";"";"";"";"";"";
"17.03.2016 08:30";"25.0";"738.6";"761.0";"";"78";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"21.5";"";"";"";"1000-1500";"";"";"4.0";"20.9";"";"";"";"";"";"";
"16.03.2016 17:30";"33.0";"735.5";"757.2";"";"41";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"34.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.1";"";"";"";"";"";"";
"16.03.2016 08:30";"24.0";"738.1";"760.6";"";"84";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"20.2";"";"";"";"1000-1500";"";"";"4.0";"21.1";"";"";"";"";"";"";
"15.03.2016 17:30";"33.0";"734.1";"755.8";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"2.0";"18.1";"";"";"";"";"";"";
"15.03.2016 08:30";"25.0";"738.5";"760.9";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"14.03.2016 17:30";"34.0";"734.4";"756.0";"";"47";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"37.0";"";"";"600-1000";"";"";"4.0";"21.1";"";"";"";"";"";"";
"14.03.2016 08:30";"24.0";"737.7";"760.2";"";"79";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"22.2";"";"";"";"1000-1500";"";"";"4.0";"20.1";"";"";"";"";"";"";
"13.03.2016 17:30";"36.0";"734.3";"755.8";"";"44";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"38.2";"";"";"2500 or more, or no clouds.";"";"";"2.0";"21.9";"";"";"";"";"";"";
"13.03.2016 08:30";"23.0";"737.2";"759.7";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.7";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"12.03.2016 17:30";"36.0";"734.3";"755.8";"";"46";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"38.7";"";"";"600-1000";"";"";"4.0";"22.5";"";"";"";"";"";"";
"12.03.2016 08:30";"21.0";"738.4";"761.1";"";"83";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"20.2";"";"";"";"600-1000";"";"";"4.0";"17.9";"";"";"";"";"";"";
"11.03.2016 17:30";"34.0";"735.3";"757.0";"";"45";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"38.2";"";"";"1000-1500";"";"";"2.0";"20.4";"";"";"";"";"";"";
"11.03.2016 08:30";"23.0";"738.7";"761.3";"";"77";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"20.5";"";"";"";"1000-1500";"";"";"4.0";"18.7";"";"";"";"";"";"";
"10.03.2016 17:30";"35.6";"734.7";"756.2";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.7";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"10.03.2016 08:30";"23.0";"738.0";"760.6";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.7";"";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"09.03.2016 17:30";"34.4";"735.1";"756.7";"";"45";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"37.0";"";"";"600-1000";"";"";"4.0";"20.9";"";"";"";"";"";"";
"09.03.2016 08:30";"22.0";"737.6";"760.2";"";"78";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"20.5";"";"";"";"1000-1500";"";"";"4.0";"18.0";"";"";"";"";"";"";
"08.03.2016 17:30";"34.0";"733.9";"755.5";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"2.0";"19.3";"";"";"";"";"";"";
"08.03.2016 08:30";"22.0";"738.0";"760.6";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.7";"";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"07.03.2016 17:30";"32.0";"734.5";"756.3";"";"40";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"36.5";"";"";"1000-1500";"";"";"2.0";"16.8";"";"";"";"";"";"";
"07.03.2016 08:30";"23.0";"737.6";"760.1";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"06.03.2016 17:30";"35.4";"734.3";"755.8";"";"41";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"39.2";"";"";"1000-1500";"";"";"2.0";"20.1";"";"";"";"";"";"";
"06.03.2016 08:30";"23.0";"737.8";"760.4";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"05.03.2016 17:30";"33.0";"734.7";"756.4";"";"50";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"37.2";"";"";"600-1000";"";"";"4.0";"21.2";"";"";"";"";"";"";
"05.03.2016 08:30";"23.0";"738.5";"761.1";"";"80";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"21.2";"";"";"";"1000-1500";"";"";"4.0";"19.4";"";"";"";"";"";"";
"04.03.2016 17:30";"33.4";"735.6";"757.3";"";"47";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"36.2";"";"";"1000-1500";"";"";"2.0";"20.7";"";"";"";"";"";"";
